run,benchmark,prefetcher,stage,config,pf_level,memory,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization
merge_ampm_ls2_l1d_ddr4_1x,merge,ampm,stage1,ls2,l1d,ddr4_1x,0.00981,9810351162.0,37918836.0,38897850.0,29460514.0,1.287109,545140.0,10929782.0,72304.0,204249.0,15888400695.0,29145.54187,5957123832.0,82389.96227,631940.0,110846.0,1284.0,0.175406,0.696457,476286.0,216394.0,259892.0,0.0,1243341.0,418458.0,0.0,31607.0,2426.0,30813.0,4280.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,496829.0,48311.0,0.00442,20581.958622,,72304.0,0.353999,82056.96227,1.4,46.72,0.0,0.0,471697691.9159135,310379103.634374,471691168.0,310379104.0,782070272.0,19207.0,469.022966,309.961585,37265.53,3332.0,54757.53,4059648.0,413812709.959342,63716.0,52810.41,,,,,5213253.0,4.468633,27.133778,13271.0,2.0,1710.0,14394384.0,0.011631,1.1856269113149849,631940.0,110846.0,1284.0,0.17540589296452194,0.002031838465677121,0.049876566614045915,0.35399928518621876,0.16897616717429945,476286.0,0.7536886413267082,2426.0,31607.0,418458.0,1243341.0,0.001951194402822717,0.025421022873049308,0.336559318803128,413812709.959342,4059648.0,0.038831693238467746
merge_ampm_ls2_l1d_ddr4_2x,merge,ampm,stage1,ls2,l1d,ddr4_2x,0.009818,9817876629.0,37918841.0,38897855.0,29483113.0,1.286122,533760.0,10928857.0,72309.0,204256.0,14569424657.0,27295.834564,5471396375.0,75666.879296,584547.0,111914.0,1286.0,0.191454,0.698437,428900.0,219305.0,209595.0,0.0,1183199.0,409527.0,0.0,32513.0,2434.0,29000.0,4339.0,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,0.0,,485439.0,48321.0,0.004421,19255.622835,,72309.0,0.354012,75333.879296,1.36,46.555,0.0,0.0,471368726.1388382,310167270.8949254,471362207.0,310167271.0,781529478.0,38414.0,466.440573,309.332874,30842.335,3332.0,48334.33500000001,4046912.0,412198294.287611,63713.0,46328.8,,,,,5213253.0,4.354454,26.676405,13227.0,2.0,1773.0,14393130.0,0.011697,1.1913831737624772,584547.0,111914.0,1286.0,0.19145423721274765,0.0021999941835301523,0.04883950810226541,0.35401163246122513,0.17332895547908078,428900.0,0.7337305640093953,2434.0,32513.0,409527.0,1183199.0,0.00205713493672662,0.02747889408290575,0.34611844668563785,412198294.287611,4046912.0,0.019402420749804326
merge_ampm_ls2_l2_ddr4_1x,merge,ampm,stage1,ls2,l2,ddr4_1x,0.010051,10051024914.0,37919515.0,38898595.0,30183258.0,1.256311,843739.0,11101071.0,27730.0,201588.0,16522718070.0,19582.735976,2266381017.0,81730.292715,,,,,,,,,,,,,,,,,146137.0,44478.0,183.0,0.304358,0.86695,80606.0,55716.0,24888.0,2.0,146139.0,0.0,0.0,1.0,0.0,3334.0,1904.0,0.0,0.0,,0.0,0.0,,642389.0,201350.0,0.018138,15140.290276,20904.0,6826.0,0.033861,93989.079256,1.38,46.97,0.0,0.0,460727541.6808305,303029793.0868307,460727542.0,303029793.0,763757335.0,19207.0,458.333358,302.641375,36238.39,3332.0,53730.39,,,,,4176640.0,415543691.8858283,65528.0,52043.63,5213397.0,4.743515,28.278544,14304.0,2.0,1766.0,14713170.0,0.011631,1.1571982887274899,146137.0,44478.0,183.0,0.3043582391865168,0.0012522496014014247,0.07600518904887646,0.13755779113836142,0.6159705295812098,80606.0,0.5515783135003456,0.0,1.0,0.0,146139.0,0.0,6.842800347614258e-06,0.0,415543691.8858283,4176640.0,0.03792241132693207
merge_ampm_ls2_l2_ddr4_2x,merge,ampm,stage1,ls2,l2,ddr4_2x,0.010051,10050689250.0,37919468.0,38898546.0,30182250.0,1.256351,836670.0,11100794.0,26395.0,201587.0,15248938458.0,18225.750246,2064776823.0,78226.058837,,,,,,,,,,,,,,,,,146693.0,45811.0,184.0,0.312292,0.870303,81166.0,58396.0,22768.0,2.0,146695.0,0.0,0.0,1.0,0.0,3352.0,1954.0,0.0,0.0,,0.0,0.0,,635319.0,201351.0,0.018138,14176.112515,19568.0,6827.0,0.033866,86840.858942,1.355,46.66,0.0,0.0,460723825.482914,303001707.0719802,460723825.0,303001707.0,763725533.0,38414.0,456.170904,302.23758,31382.525,3332.0,48874.525,,,,,4159104.0,413812813.8823912,65525.0,47191.04,5213392.0,4.530466,26.073353,12447.0,2.0,1781.0,14712853.0,0.011697,1.1637647995224358,146693.0,45811.0,184.0,0.31229165672526976,0.001254320247046553,0.07537028432380603,0.1309360226601914,0.6344486607761128,81166.0,0.5533052020205463,0.0,1.0,0.0,146695.0,0.0,6.8168649238215345e-06,0.0,413812813.8823912,4159104.0,0.018960416140099284
merge_ampm_ls32_l1d_ddr4_1x,merge,ampm,stage1,ls32,l1d,ddr4_1x,0.009789,9789101433.0,37918841.0,38897855.0,29396701.0,1.289903,492639.0,10927176.0,73005.0,213352.0,13334129620.0,27066.735723,6410487802.0,87808.88709,3752112.0,122066.0,5930.0,0.032533,0.633218,3609664.0,3359757.0,249907.0,0.0,9294011.0,3626408.0,0.0,13841.0,1749649.0,2493462.0,556419.0,,,,,,,,,,,,,,,,,13568.0,393.0,34.524173,0.0,0.0,,421934.0,70705.0,0.006471,22139.552394,,73005.0,0.342181,87475.88709,4.8,45.93,0.0,0.0,477304687.4607863,312805012.89704025,477298150.0,312805013.0,790103162.0,19207.0,473.551943,312.425816,43045.41,3332.0,60537.41,3802112.0,388402554.2102072,59796.0,57803.71,,,,,5213253.0,4.454852,26.929732,14052.0,2.0,1739.0,14390893.0,0.011631,1.18817039534171,3752112.0,122066.0,5930.0,0.03253261096683681,0.0015804432277074885,0.04508383501830665,0.342180996662792,0.19857655298069807,3609664.0,0.9620352484147595,1749649.0,13841.0,3626408.0,9294011.0,0.18825553359039493,0.0014892386075290851,0.3901876165199288,388402554.2102072,3802112.0,0.039230545785951296
merge_ampm_ls32_l1d_ddr4_2x,merge,ampm,stage1,ls32,l1d,ddr4_2x,0.009787,9786634236.0,37918841.0,38897855.0,29389292.0,1.290228,483439.0,10926937.0,73025.0,213369.0,12015001918.0,24853.191236,5505295707.0,75389.191469,3704805.0,123509.0,5930.0,0.033338,0.63648,3562191.0,3340915.0,221276.0,0.0,9298642.0,3618917.0,0.0,14062.0,1814197.0,2493222.0,563647.0,,,,,,,,,,,,,,,,,17319.0,634.0,27.317035,0.0,0.0,,412898.0,70541.0,0.006456,20648.969224,,73025.0,0.342247,75056.191469,1.775,46.845,0.0,0.0,477555805.9386741,312936186.85924697,477549266.0,312936187.0,790485453.0,38414.0,471.787939,312.216838,30754.54,3332.0,48246.54,3788416.0,387101010.28036416,59807.0,44515.805,,,,,5213253.0,4.214364,25.535644,12034.0,2.0,1692.0,14390519.0,0.011697,1.1951568407070603,3704805.0,123509.0,5930.0,0.0333375170892935,0.001600624054437413,0.0442428651322873,0.3422474680014435,0.2034918971641722,3562191.0,0.9615056662901287,1814197.0,14062.0,3618917.0,9298642.0,0.1951034355339199,0.001512263833794225,0.38918768998741965,387101010.28036416,3788416.0,0.01962476373246368
merge_ampm_ls32_l2_ddr4_1x,merge,ampm,stage1,ls32,l2,ddr4_1x,0.010057,10057338261.0,37919496.0,38898575.0,30202217.0,1.255522,834125.0,11101323.0,20641.0,201402.0,14194905970.0,17017.72033,1833781392.0,88841.693329,,,,,,,,,,,,,,,,,977029.0,51786.0,809.0,0.053004,0.881314,910646.0,862694.0,47952.0,0.0,1118581.0,73969.0,0.0,4556.0,61380.0,323808.0,280127.0,0.0,0.0,,25196.0,678.0,37.162242,632775.0,201350.0,0.018137,13206.485597,13667.0,6974.0,0.034627,112570.079295,7.82,46.22,0.0,91.0,465522773.3718959,304704079.79449785,465490956.0,304704080.0,770195036.0,19207.0,461.927389,304.379541,50772.17,3332.0,68264.17,,,,,4205696.0,418171875.1877624,66175.0,65873.25,5213394.0,4.386334,26.979466,12231.0,2.0,2144.0,14713588.0,0.011631,1.1565079049418316,977029.0,51786.0,809.0,0.0530035444188453,0.0008280204579393242,0.07513744082574662,0.1024865691502567,0.7150095958689439,910646.0,0.932056264450697,61380.0,4556.0,73969.0,1118581.0,0.054873093678508754,0.004073017510578134,0.06612753122035865,418171875.1877624,4205696.0,0.03824205885649956
merge_ampm_ls32_l2_ddr4_2x,merge,ampm,stage1,ls32,l2,ddr4_2x,0.009975,9975215133.0,37918836.0,38897850.0,29955601.0,1.265836,830976.0,11100601.0,14239.0,201338.0,9896153934.0,11909.073107,1048244860.0,73617.870637,,,,,,,,,,,,,,,,,1025556.0,58127.0,808.0,0.056679,0.88347,959789.0,896169.0,63620.0,0.0,1257825.0,106569.0,0.0,6411.0,116428.0,366611.0,316087.0,0.0,0.0,,18902.0,940.0,20.108511,629626.0,201350.0,0.018139,9434.858301,6572.0,7667.0,0.03808,91683.219382,4.225,47.0,0.0,0.0,469098654.7768523,307219038.3004143,469098655.0,307219038.0,776317693.0,38414.0,463.330759,306.455546,35087.475,3332.0,52579.475,,,,,4141632.0,415192248.4657655,65442.0,50456.67,5213253.0,3.578964,18.344006,5566.0,2.0,1761.0,14712553.0,0.011697,1.1726315789473685,1025556.0,58127.0,808.0,0.056678523649610554,0.0007878653140345334,0.0748586495451913,0.07072187068511657,0.8032363264516486,959789.0,0.9358718587770927,116428.0,6411.0,106569.0,1257825.0,0.09256295589609047,0.0050968934470216444,0.08472482261045854,415192248.4657655,4141632.0,0.0192730318421891
merge_ampm_ls4_l1d_ddr4_1x,merge,ampm,stage1,ls4,l1d,ddr4_1x,0.00979,9790257942.0,37918836.0,38897850.0,29400174.0,1.28975,487256.0,10928429.0,72453.0,206076.0,14380906696.0,29514.067956,6038000039.0,83336.784384,936659.0,119915.0,2159.0,0.128024,0.75035,770773.0,500172.0,270601.0,0.0,2088106.0,954273.0,0.0,39183.0,676.0,73029.0,12979.0,,,,,,,,,,,,,,,,,19.0,3.0,6.333333,0.0,0.0,,447359.0,39897.0,0.003651,22753.23889,,72453.0,0.351584,83003.784384,1.45,47.26,0.0,0.0,473639819.0396115,311323360.22776467,473633282.0,311323360.0,784956642.0,19207.0,470.698119,310.787317,38285.37,3332.0,55777.37,4128192.0,421663251.82201207,64854.0,53482.05,,,,,5213253.0,4.401363,27.624906,13433.0,2.0,1772.0,14392484.0,0.011631,1.1880490296220634,936659.0,119915.0,2159.0,0.12802417955734158,0.002305001072962519,0.0445860974161977,0.35158388167472193,0.19749790421479288,770773.0,0.8228960592915885,676.0,39183.0,954273.0,2088106.0,0.00032373835427894945,0.01876485197590544,0.4570040984509407,421663251.82201207,4128192.0,0.038975008536882155
merge_ampm_ls4_l1d_ddr4_2x,merge,ampm,stage1,ls4,l1d,ddr4_2x,0.009781,9780790086.0,37918836.0,38897850.0,29371742.0,1.290999,473616.0,10927529.0,72457.0,206078.0,12508240572.0,26410.088705,5552670340.0,76634.008308,936430.0,121418.0,2159.0,0.129661,0.75647,769735.0,503680.0,266055.0,0.0,2069845.0,945513.0,0.0,38450.0,675.0,73278.0,13096.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,434528.0,39088.0,0.003577,20644.636922,,72457.0,0.3516,76301.008308,1.385,45.955,0.0,0.0,474124478.6183217,311644353.18604994,474117935.0,311644354.0,785762288.0,38414.0,468.889727,310.819879,31828.125,3332.0,49320.125,4116736.0,420900148.5363234,64856.0,47523.48,,,,,5213253.0,4.128568,25.585807,11177.0,2.0,1883.0,14391175.0,0.011697,1.195889990798487,936430.0,121418.0,2159.0,0.12966051920592037,0.0023055647512360776,0.043341545924975355,0.3515998796572172,0.20405220542019448,769735.0,0.8219888299178796,675.0,38450.0,945513.0,2069845.0,0.000326111375489469,0.018576270203807532,0.45680377033062863,420900148.5363234,4116736.0,0.01950750541120974
merge_ampm_ls4_l2_ddr4_1x,merge,ampm,stage1,ls4,l2,ddr4_1x,0.010034,10033716906.0,37919496.0,38898575.0,30131282.0,1.258477,840640.0,11102279.0,26424.0,201493.0,15305627036.0,18207.112481,2048148135.0,77510.904292,,,,,,,,,,,,,,,,,270296.0,45832.0,277.0,0.169562,0.872176,204561.0,144816.0,59745.0,0.0,270297.0,0.0,0.0,1.0,0.0,10417.0,6622.0,0.0,0.0,,0.0,0.0,,639285.0,201355.0,0.018136,14089.922813,19707.0,6717.0,0.033336,97390.72577,1.45,46.98,0.0,0.0,462115489.54777735,303724734.1688155,462115490.0,303724734.0,765840224.0,19207.0,459.538578,303.335646,39218.94,3332.0,56710.94,,,,,4187200.0,417312949.84973335,65731.0,54968.5,5213394.0,4.502749,25.920261,10676.0,2.0,1771.0,14720689.0,0.011631,1.1591588598764202,270296.0,45832.0,277.0,0.1695622576730695,0.0010248024388078256,0.0757177873119564,0.1311410321946668,0.6343002657218778,204561.0,0.7568036522923017,0.0,1.0,0.0,270297.0,0.0,3.699634106186898e-06,0.0,417312949.84973335,4187200.0,0.03802583183733063
merge_ampm_ls4_l2_ddr4_2x,merge,ampm,stage1,ls4,l2,ddr4_2x,0.010019,10018840797.0,37919487.0,38898566.0,30086609.0,1.260346,834114.0,11101810.0,24616.0,201500.0,13288201481.0,15930.917694,1717749198.0,69781.816623,,,,,,,,,,,,,,,,,278976.0,47651.0,277.0,0.170807,0.876421,213197.0,149845.0,63352.0,0.0,278989.0,10.0,0.0,3.0,0.0,10763.0,6775.0,0.0,0.0,,0.0,0.0,,632759.0,201355.0,0.018137,12497.203601,17897.0,6719.0,0.033345,87272.16818,1.395,46.645,0.0,0.0,463095491.1858952,304341795.8006704,463095491.0,304341795.0,767437287.0,38414.0,458.195923,303.626344,33405.4,3332.0,50897.4,,,,,4171136.0,416329202.6008625,65775.0,49345.58,5213395.0,4.20581,23.301355,9094.0,2.0,1771.0,14720034.0,0.011697,1.1674817846092425,278976.0,47651.0,277.0,0.17080680775407203,0.0009929169534296856,0.07513315396318258,0.12216377171215881,0.6593742648788521,213197.0,0.7642126921312228,0.0,3.0,10.0,278989.0,0.0,1.075311212986892e-05,3.584370709956307e-05,416329202.6008625,4171136.0,0.01905256495195481
merge_ampm_ls64_l1d_ddr4_1x,merge,ampm,stage1,ls64,l1d,ddr4_1x,0.009789,9789101433.0,37918841.0,38897855.0,29396701.0,1.289903,492639.0,10927176.0,73005.0,213352.0,13334129620.0,27066.735723,6410487802.0,87808.88709,3752112.0,122066.0,5930.0,0.032533,0.633218,3609664.0,3359757.0,249907.0,0.0,9294011.0,3626408.0,0.0,13841.0,1749649.0,2493462.0,556419.0,,,,,,,,,,,,,,,,,13568.0,393.0,34.524173,0.0,0.0,,421934.0,70705.0,0.006471,22139.552394,,73005.0,0.342181,87475.88709,4.8,45.93,0.0,0.0,477304687.4607863,312805012.89704025,477298150.0,312805013.0,790103162.0,19207.0,473.551943,312.425816,43045.41,3332.0,60537.41,3802112.0,388402554.2102072,59796.0,57803.71,,,,,5213253.0,4.454852,26.929732,14052.0,2.0,1739.0,14390893.0,0.011631,1.18817039534171,3752112.0,122066.0,5930.0,0.03253261096683681,0.0015804432277074885,0.04508383501830665,0.342180996662792,0.19857655298069807,3609664.0,0.9620352484147595,1749649.0,13841.0,3626408.0,9294011.0,0.18825553359039493,0.0014892386075290851,0.3901876165199288,388402554.2102072,3802112.0,0.039230545785951296
merge_ampm_ls8_l1d_ddr4_1x,merge,ampm,stage1,ls8,l1d,ddr4_1x,0.009788,9788213322.0,37918841.0,38897855.0,29394034.0,1.29002,459853.0,10927218.0,72619.0,209299.0,12791807046.0,27817.165586,6157904999.0,84797.435919,1304695.0,124054.0,3810.0,0.095083,0.725152,1142714.0,924490.0,218224.0,0.0,3464819.0,1947225.0,0.0,44466.0,4638.0,263432.0,56125.0,,,,,,,,,,,,,,,,,2061.0,133.0,15.496241,0.0,0.0,,412834.0,47019.0,0.004303,20127.77809,,72619.0,0.346963,84464.435919,1.54,46.39,0.0,0.0,474824142.7834301,311643391.86844707,474817604.0,311643392.0,786460996.0,19207.0,471.65952,311.192237,39805.53,3332.0,57297.53,4147456.0,423719412.6815946,65120.0,55019.48,,,,,5213253.0,4.490153,28.13264,13852.0,2.0,1782.0,14390459.0,0.011631,1.188291785860237,1304695.0,124054.0,3810.0,0.09508275880569789,0.002920222734048954,0.04208326401102275,0.34696295730032156,0.2124550656183262,1142714.0,0.8758476118939675,4638.0,44466.0,1947225.0,3464819.0,0.0013385980624096093,0.012833570815676086,0.5619990539188339,423719412.6815946,4147456.0,0.039049703375877466
merge_ampm_ls8_l1d_ddr4_2x,merge,ampm,stage1,ls8,l1d,ddr4_2x,0.009771,9770764788.0,37918836.0,38897850.0,29341636.0,1.292323,449027.0,10926769.0,72630.0,209310.0,10583940420.0,23570.832979,5647863910.0,77762.135619,1320809.0,125482.0,3810.0,0.095004,0.7285,1158564.0,929946.0,228618.0,0.0,3503884.0,1970966.0,0.0,44944.0,4637.0,267011.0,56527.0,,,,,,,,,,,,,,,,,2342.0,79.0,29.64557,0.0,0.0,,402262.0,46765.0,0.00428,18442.318294,,72630.0,0.346997,77429.135619,1.815,46.81,0.0,0.0,475744130.6650765,312213021.8247149,475737581.0,312213021.0,787950602.0,38414.0,470.405756,311.440103,32966.415,3332.0,50458.415,4137088.0,423414961.8544681,65179.0,48403.855,,,,,5213253.0,4.116664,24.727645,10694.0,2.0,1804.0,14389854.0,0.011697,1.197113908504759,1320809.0,125482.0,3810.0,0.09500389533990153,0.002884595728829831,0.04109421549956808,0.34699727676651854,0.21841607355150225,1158564.0,0.8771624057679801,4637.0,44944.0,1970966.0,3503884.0,0.0013233885596669295,0.012826908653368661,0.5625089186742483,423414961.8544681,4137088.0,0.019561832970381714
merge_ampm_ls8_l2_ddr4_1x,merge,ampm,stage1,ls8,l2,ddr4_1x,0.010037,10037208078.0,37919446.0,38898523.0,30141766.0,1.258038,835166.0,11100267.0,24149.0,201593.0,14772530343.0,17688.136661,1956298409.0,81009.499731,,,,,,,,,,,,,,,,,458096.0,48214.0,431.0,0.105249,0.881587,391885.0,326021.0,65864.0,0.0,497048.0,33085.0,0.0,4954.0,0.0,36263.0,25416.0,0.0,0.0,,10.0,2.0,5.0,633816.0,201350.0,0.018139,13673.581977,17673.0,6476.0,0.032124,101497.176189,1.68,46.72,0.0,0.0,463446803.518583,304084559.7980439,463446804.0,304084560.0,767531363.0,19207.0,460.762392,303.740241,43849.73,3332.0,61341.73,,,,,4216320.0,420069003.9734773,66206.0,59669.73,5213390.0,4.423086,25.659053,10351.0,2.0,1723.0,14712201.0,0.011631,1.1588123941416757,458096.0,48214.0,431.0,0.10524868149907443,0.0009408508260277321,0.07523837039235183,0.11979086575426726,0.666279728590578,391885.0,0.855464793405749,0.0,4954.0,33085.0,497048.0,0.0,0.009966844248442807,0.06656298788044615,420069003.9734773,4216320.0,0.038109801006371756
merge_ampm_ls8_l2_ddr4_2x,merge,ampm,stage1,ls8,l2,ddr4_2x,0.009999,9998884440.0,37918841.0,38897855.0,30026680.0,1.26284,831954.0,11101656.0,21569.0,201485.0,11873242190.0,14271.512836,1443069819.0,66904.808707,,,,,,,,,,,,,,,,,490239.0,50783.0,435.0,0.103588,0.886621,424003.0,337111.0,86892.0,0.0,523553.0,27239.0,0.0,4075.0,0.0,38371.0,26490.0,0.0,0.0,,0.0,0.0,,630601.0,201353.0,0.018137,11198.562738,15075.0,6494.0,0.032231,89087.294118,1.84,46.96,0.0,0.0,465421520.563148,305294857.4731203,465421521.0,305294858.0,770716378.0,38414.0,459.558467,304.539574,35392.06,3332.0,52884.06,,,,,4190912.0,419137957.35397065,66219.0,51252.365000000005,5213253.0,3.952099,20.909675,7015.0,2.0,1672.0,14719773.0,0.011697,1.16981698169817,490239.0,50783.0,435.0,0.10358824981284638,0.0008873223060588814,0.07493963062807928,0.1070501526168201,0.7018879920389208,424003.0,0.8648903901974343,0.0,4075.0,27239.0,523553.0,0.0,0.007783357176828325,0.05202720641463233,419137957.35397065,4190912.0,0.019133972378097854
merge_ampm_sd16_l1d_ddr4_1x,merge,ampm,stage1,sd16,l1d,ddr4_1x,0.009795,9794545650.0,37918841.0,38897855.0,29413050.0,1.289186,419621.0,10928791.0,72887.0,211708.0,11626554715.0,27707.275649,6309559210.0,86566.317862,2102063.0,129620.0,5154.0,0.061663,0.703344,1945315.0,1770314.0,175001.0,0.0,5964807.0,3622710.0,0.0,37377.0,57877.0,800893.0,212507.0,,,,,,,,,,,,,,,,,7060.0,299.0,23.61204,0.0,0.0,,364950.0,54671.0,0.005002,20772.765488,,72887.0,0.344281,86233.317862,1.58,46.03,0.0,0.0,476268340.2266852,312317498.8724464,476261806.0,312317499.0,788579305.0,19207.0,472.975079,311.788225,41642.09,3332.0,59134.09,4072128.0,415754660.3501715,63924.0,56703.62,,,,,5213253.0,4.709328,29.103639,15548.0,2.0,1679.0,14392977.0,0.011631,1.1874425727411946,2102063.0,129620.0,5154.0,0.061663232738504985,0.002451877036986998,0.03839592137867766,0.3442808018591645,0.23599840507172626,1945315.0,0.9254313500594417,57877.0,37377.0,3622710.0,5964807.0,0.009703080082892874,0.006266254717042815,0.6073473961521303,415754660.3501715,4072128.0,0.03915488257551886
merge_ampm_sd16_l1d_ddr4_2x,merge,ampm,stage1,sd16,l1d,ddr4_2x,0.009772,9771827724.0,37918836.0,38897850.0,29344828.0,1.292183,404326.0,10927606.0,72889.0,211711.0,9534671624.0,23581.643585,5649242427.0,77504.732223,2117627.0,131873.0,5154.0,0.062274,0.707496,1960726.0,1784712.0,176014.0,0.0,6016538.0,3664147.0,0.0,38476.0,55129.0,816847.0,214451.0,,,,,,,,,,,,,,,,,13669.0,401.0,34.087282,0.0,0.0,,349805.0,54521.0,0.004989,18857.984043,,72889.0,0.344285,77171.732223,2.57,46.805,0.0,0.0,477388686.3091816,313017389.0077475,477382136.0,313017389.0,790399526.0,38414.0,471.592432,312.133215,32796.520000000004,3332.0,50288.52,4057856.0,415260697.8563225,63986.0,47999.08,,,,,5213253.0,4.321294,26.019691,11421.0,2.0,1729.0,14391275.0,0.011697,1.1969914040114615,2117627.0,131873.0,5154.0,0.062273950983813484,0.0024338563873618916,0.0370004189389698,0.3442853701508188,0.24594040645357415,1960726.0,0.9259071592872588,55129.0,38476.0,3664147.0,6016538.0,0.00916291063066501,0.00639503980528337,0.6090125251431969,415260697.8563225,4057856.0,0.019622630490078462
merge_ampm_sd16_l2_ddr4_1x,merge,ampm,stage1,sd16,l2,ddr4_1x,0.010052,10052377227.0,37919496.0,38898575.0,30187319.0,1.256141,834367.0,11102309.0,23672.0,201510.0,15031322282.0,18015.240634,2002494831.0,84593.394348,,,,,,,,,,,,,,,,,718456.0,48882.0,667.0,0.068038,0.876288,652210.0,609842.0,42368.0,0.0,832013.0,103661.0,0.0,8337.0,300.0,116301.0,87867.0,0.0,0.0,,3761.0,47.0,80.021277,633010.0,201357.0,0.018136,13912.085952,16771.0,6901.0,0.034246,103392.808434,1.82,45.88,0.0,0.0,465281385.12723166,304497924.30974,465275018.0,304497924.0,769772943.0,19207.0,461.830659,304.166858,48091.49,3332.0,65583.49,,,,,4205824.0,418390984.0453901,66167.0,63944.54,5213394.0,4.501849,27.195145,12819.0,2.0,2186.0,14720711.0,0.011631,1.15708316752885,718456.0,48882.0,667.0,0.06803756945449686,0.0009283797476811385,0.07515256511055493,0.11747307825914347,0.6737326680817046,652210.0,0.9077939358847306,300.0,8337.0,103661.0,832013.0,0.0003605712891505301,0.010020276125493232,0.124590601348777,418390984.0453901,4205824.0,0.0382211009113111
merge_ampm_sd16_l2_ddr4_2x,merge,ampm,stage1,sd16,l2,ddr4_2x,0.00999,9990417249.0,37918841.0,38897855.0,30001253.0,1.26391,831042.0,11101596.0,19599.0,201488.0,11295230447.0,13591.648132,1336787814.0,68206.939844,,,,,,,,,,,,,,,,,752107.0,52936.0,670.0,0.070384,0.888993,685520.0,628116.0,57404.0,0.0,906578.0,139946.0,0.0,11116.0,152.0,127229.0,90593.0,0.0,0.0,,3790.0,182.0,20.824176,629688.0,201354.0,0.018137,10710.653208,12989.0,6610.0,0.032806,92132.276853,2.67,46.400000000000006,0.0,0.0,468359216.9754832,306431245.4323598,468359217.0,306431245.0,774790463.0,38414.0,462.318228,305.713758,37375.56,3332.0,54867.56,,,,,4206080.0,421011444.784352,66492.0,53078.08500000001,5213253.0,3.882059,21.361074,6740.0,2.0,1811.0,14719693.0,0.011697,1.1708708708708708,752107.0,52936.0,670.0,0.07038360233317865,0.0008908306929732073,0.07485788529865435,0.09727130151671563,0.7297994071827394,685520.0,0.9114660546970046,152.0,11116.0,139946.0,906578.0,0.0001676634553232044,0.0122614932195575,0.15436730209645502,421011444.784352,4206080.0,0.019235116498141483
