benchmark,pf_level,memory,run,prefetcher,stage,config,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization
merge,l2,ddr4_1x,merge_ampm_cfg02_l2_ddr4_1x,ampm,stage2,cfg02,0.010005,10004708610.0,37918850.0,38897865.0,30044170.0,1.262105,840334.0,11101643.0,25128.0,201565.0,13526768352.0,16096.895225,1720344933.0,68463.265401,,,,,,,,,,,,,,,,,330547.0,47121.0,317.0,0.142555,0.950691,260474.0,174412.0,86062.0,0.0,348288.0,13540.0,0.0,3115.0,0.0,22505.0,14726.0,0.0,0.0,,0.0,0.0,6.5,638987.0,201347.0,0.018137,12491.794231,22684.0,2444.0,0.012125,109581.252864,3.41,47.93,0.0,0.0,463871181.1517717,304778091.88287795,463858387.0,304778092.0,768636479.0,19207.0,461.165255,304.432655,47447.86,3332.0,64939.86,,,,,4461696.0,445959615.0097169,70069.0,63930.26,5213254.0,4.070498,21.876005,5554.0,2.0,1567.0,14713964.0,0.011631,1.1625187406296853,330547.0,47121.0,317.0,0.14255461401858133,0.0009590164182400687,0.075694561606782,0.12466450028526778,0.6522027986546527,260474.0,0.788008966954775,0.0,3115.0,13540.0,348288.0,0.0,0.008943747703050349,0.038875872840867326,445959615.0097169,4461696.0,0.03816467270657739
merge,l2,ddr4_2x,merge_ampm_cfg20_l2_ddr4_2x,ampm,stage2,cfg20,0.00997,9970396956.0,37918836.0,38897850.0,29941132.0,1.266448,830082.0,11099439.0,20759.0,201568.0,10733099151.0,12930.167322,1251298449.0,60277.395298,,,,,,,,,,,,,,,,,411274.0,51573.0,396.0,0.125398,0.955569,341003.0,252396.0,88607.0,0.0,460450.0,40443.0,0.0,6004.0,0.0,34424.0,23505.0,0.0,0.0,,0.0,0.0,20.108511,628734.0,201348.0,0.01814,10265.32351,18361.0,2398.0,0.011897,98524.951626,1.855,46.905,0.0,0.0,466456051.9028546,306218499.9728309,466443214.0,306218500.0,772661714.0,38414.0,461.397878,305.422543,37492.975,3332.0,54984.975,,,,,4451264.0,446448022.04402816,70269.0,53808.28,5213253.0,3.69924,18.467711,4449.0,2.0,1833.0,14711139.0,0.011697,1.1732196589769308,411274.0,51573.0,396.0,0.12539815305611343,0.000962861741807165,0.07478594188408982,0.10298757739323702,0.713003926339656,341003.0,0.8291382387410826,0.0,6004.0,40443.0,460450.0,0.0,0.013039417960690629,0.08783364100336627,446448022.04402816,4451264.0,0.019182267712610803
quick,l1d,ddr4_1x,quick_ampm_cfg08_l1d_ddr4_1x,ampm,stage2,cfg08,0.008227,8227432665.0,24424739.0,24707920.0,24707005.0,0.989011,9075.0,9130922.0,28551.0,85136.0,365026608.0,40223.317686,2072423109.0,72586.708311,887763.0,81469.0,1101.0,0.091769,0.974416,805005.0,748991.0,56014.0,0.0,903632.0,13914.0,0.0,66.0,0.0,114509.0,113911.0,,,,,,,,,,,,,,,,,311.0,1.0,311.0,0.0,0.0,,6936.0,2139.0,0.000234,21007.800842,,28551.0,0.335358,72253.708311,2.04,56.2,0.0,0.0,222101848.09820017,176097703.7421916,222094069.0,176097704.0,398191773.0,19207.0,222.08629,175.685424,27167.03,3332.0,44659.03,1777792.0,216081014.86662245,27780.0,44796.64,,,,,4368785.0,2.251531,5.830708,268.0,2.0,1231.0,14126848.0,0.009731,1.1828126899234228,887763.0,81469.0,1101.0,0.09176886173449446,0.0012401958630850801,0.0009938755363368562,0.3353575455741402,0.8997724863050008,805005.0,0.9067791741714849,0.0,66.0,13914.0,903632.0,0.0,7.303858207765993e-05,0.015397861076190308,216081014.86662245,1777792.0,0.019771191071711755
quick,l1d,ddr4_2x,quick_ampm_cfg08_l1d_ddr4_2x,ampm,stage2,cfg08,0.008226,8225953146.0,24424739.0,24707920.0,24702562.0,0.989189,9156.0,9130975.0,28552.0,85135.0,346923729.0,37890.315531,1745468622.0,61132.972191,888027.0,81460.0,1100.0,0.091731,0.974414,805271.0,755297.0,49974.0,0.0,904764.0,14757.0,0.0,69.0,0.0,114634.0,113998.0,,,,,,,,,,,,,,,,,185.0,1.0,185.0,0.0,0.0,,7017.0,2139.0,0.000234,20081.347826,,28552.0,0.335373,60799.972191,1.455,58.93000000000001,0.0,0.0,222149575.56482053,176137156.90862507,222141795.0,176137156.0,398278953.0,38414.0,221.807245,175.257988,15740.815,3332.0,33232.815,1775104.0,215793108.53030723,27780.0,33139.49,,,,,4368785.0,2.248563,5.85011,265.0,2.0,1261.0,14126903.0,0.00967,1.1755409676635058,888027.0,81460.0,1100.0,0.09173144510245747,0.001238701075530361,0.0010027406711769554,0.33537323075115993,0.8989582413701774,805271.0,0.9068091398121904,0.0,69.0,14757.0,904764.0,0.0,7.626298128572754e-05,0.0163103306497606,215793108.53030723,1775104.0,0.009887759885491539
quick,l2,ddr4_1x,quick_ampm_cfg02_l2_ddr4_1x,ampm,stage2,cfg02,0.008581,8580504573.0,24424730.0,24707910.0,25767281.0,0.948315,228486.0,9206519.0,1388.0,82877.0,1376089200.0,6022.641212,98586315.0,71027.604467,,,,,,,,,,,,,,,,,160604.0,27112.0,229.0,0.168813,0.976094,132631.0,116856.0,15775.0,0.0,160607.0,2.0,0.0,1.0,0.0,10439.0,9909.0,0.0,0.0,,0.0,0.0,67.666667,145851.0,82635.0,0.008976,5362.216773,724.0,664.0,0.008012,74827.206325,2.06,60.89,0.0,0.0,213462504.9631099,169440851.3661193,213455046.0,169440851.0,382895898.0,19207.0,213.447587,169.038078,20156.91,3332.0,37648.91,,,,,1788928.0,208487506.157757,27954.0,37407.14,4368784.0,2.660491,8.998558,383.0,2.0,1386.0,14609274.0,0.009731,1.1340170143339936,160604.0,27112.0,229.0,0.16881273193693805,0.0014258673507509152,0.024817849178391964,0.01674771046249261,0.9512982456140351,132631.0,0.8258262558840378,0.0,1.0,2.0,160607.0,0.0,6.226378675898311e-06,1.2452757351796621e-05,208487506.157757,1788928.0,0.01901171363460755
quick,l2,ddr4_2x,quick_ampm_cfg24_l2_ddr4_2x,ampm,stage2,cfg24,0.00856,8560138293.0,24424730.0,24707910.0,25706121.0,0.950571,228169.0,9206250.0,1137.0,82874.0,1275099291.0,5588.398472,75436488.0,66346.955145,,,,,,,,,,,,,,,,,211221.0,27362.0,251.0,0.129542,0.976343,183228.0,167663.0,15565.0,0.0,211227.0,5.0,0.0,1.0,0.0,16019.0,15529.0,0.0,0.0,,0.0,0.0,41.333333,145534.0,82635.0,0.008976,5111.859285,474.0,663.0,0.008,73333.832579,1.235,56.425,0.0,0.0,214097475.67964903,169941179.7107984,214082523.0,169941179.0,384023702.0,38414.0,213.798415,169.073904,12385.145,3332.0,29877.145,,,,,1787712.0,208841485.82761687,27972.0,29454.61,4368784.0,2.629162,7.404319,327.0,2.0,1361.0,14606243.0,0.00967,1.1296728971962617,211221.0,27362.0,251.0,0.129542043641494,0.0011883288120025945,0.024784141208418195,0.01371962255954823,0.9601038632934489,183228.0,0.8674705640064199,0.0,1.0,5.0,211227.0,0.0,4.734243254886922e-06,2.3671216274434614e-05,208841485.82761687,1787712.0,0.009533855924627674
simple_triad,l1d,ddr4_1x,simple_triad_ampm_sd8_l1d_ddr4_1x,ampm,stage1,sd8,0.002519,2518665813.0,3509962.0,4011171.0,7563562.0,0.464064,1974710.0,2003803.0,375421.0,375431.0,113191542486.0,57320.590105,34832202300.0,92781.709867,502758.0,2028.0,5.0,0.004034,0.2028,135566.0,230.0,135336.0,0.0,7434149.0,6077015.0,0.0,326209.0,0.0,284221.0,2616.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1966738.0,7972.0,0.003978,135361.074762,,375421.0,0.999973,92448.710754,10.28,58.15,0.0,0.0,9539552201.00492,3248246733.5574226,9539526791.0,3248246734.0,12787773524.0,19207.0,9539.552201,3248.195913,47157.16,3332.0,64649.16,23500288.0,9330451018.433702,367192.0,63753.81,,,,,1001741.0,173.988578,161.554377,178610.0,2.0,1855.0,2004878.0,0.002897,1.1500595474394602,502758.0,2028.0,5.0,0.004033749835905147,9.945142593454506e-06,0.9854811076737583,0.9999733639470368,0.001025932622330324,135566.0,0.2696446401648507,0.0,326209.0,6077015.0,7434149.0,0.0,0.043879803861881166,0.8174459511102078,9330451018.433702,23500288.0,0.6349440919382852
simple_triad,l1d,ddr4_2x,simple_triad_ampm_cfg01_l1d_ddr4_2x,ampm,stage2,cfg01,0.001768,1767564666.0,3510134.0,4011378.0,5308002.0,0.661294,1961431.0,2003876.0,375406.0,375416.0,78848305416.0,40199.377605,24474492347.0,65194.728766,420407.0,4686.0,10.0,0.011146,0.254868,58958.0,1777.0,57181.0,0.0,11001127.0,9585508.0,0.0,347221.0,0.0,640468.0,365.0,,,,,,,,,,,,,,,,,1425.0,34.0,41.911765,0.0,0.0,,1947731.0,13700.0,0.006837,100041.439927,,375406.0,0.999973,64861.728766,5.135,57.5,0.0,0.0,13592704392.745537,4628361359.199064,13592668184.0,4628361360.0,18221029544.0,38414.0,13592.704392,4629.013104,19564.185,3332.0,37056.185,23132736.0,13087349190.086151,361449.0,35756.54,,,,,1001766.0,114.291396,118.125298,57281.0,2.0,1818.0,2004971.0,0.002605,1.4734162895927603,420407.0,4686.0,10.0,0.011146341521430424,2.378647358393176e-05,0.9788185496507767,0.9999733628827754,0.0023833779983592025,58958.0,0.14024029095614488,0.0,347221.0,9585508.0,11001127.0,0.0,0.03156231175224138,0.8713205474311859,13087349190.086151,23132736.0,0.4523592412816235
simple_triad,l2,ddr4_1x,simple_triad_ampm_hz8k_l2_ddr4_1x,ampm,stage1,hz8k,0.002426,2426174397.0,3509934.0,4011143.0,7285810.0,0.481752,1972658.0,2003831.0,351727.0,375374.0,103298712552.0,52365.241492,21217828266.0,60324.707134,,,,,,,,,,,,,,,,,1019917.0,23637.0,7.0,0.023175,0.795136,650449.0,12392.0,638057.0,0.0,1418183.0,317359.0,0.0,78741.0,0.0,57360.0,1584.0,0.0,0.0,,0.0,0.0,,1597552.0,375106.0,0.187194,57553.590254,345637.0,6090.0,0.016224,150724.275369,14.61,71.32,0.0,0.0,9906625026.510822,3372947967.0211854,9906572269.0,3372947967.0,13279520236.0,19207.0,9906.625027,3372.789693,69028.55,3332.0,86520.55,,,,,23645376.0,9745950674.130371,369459.0,85910.61,1001736.0,150.216103,154.65746,127548.0,2.0,1911.0,2004982.0,0.002897,1.194146743610882,1019917.0,23637.0,7.0,0.023175415254378544,6.863303582546423e-06,0.9844432988610317,0.9370041611832466,0.06297087626943447,650449.0,0.6377469931376769,0.0,78741.0,317359.0,1418183.0,0.0,0.05552245373128856,0.22377859556911908,9745950674.130371,23645376.0,0.6593605135247703
simple_triad,l2,ddr4_2x,simple_triad_ampm_cfg07_l2_ddr4_2x,ampm,stage2,cfg07,0.001553,1553324787.0,3510138.0,4011383.0,4664639.0,0.752503,1960680.0,2003902.0,330859.0,375374.0,63072456408.0,32168.664141,12101980239.0,36577.455167,,,,,,,,,,,,,,,,,850196.0,44505.0,11.0,0.052347,0.879424,480804.0,44883.0,435921.0,0.0,2040949.0,984156.0,0.0,187974.0,0.0,131620.0,5183.0,0.0,0.0,,0.0,0.0,6.666667,1585572.0,375108.0,0.187189,33590.074898,324757.0,6102.0,0.016256,75467.393805,6.92,57.705,0.0,0.0,15471000141.839622,5267627265.385292,15470917738.0,5267627266.0,20738545003.0,38414.0,15471.000142,5266.926832,30890.46,3332.0,48382.46000000001,,,,,23640896.0,15219544681.095726,369389.0,48401.09,1001767.0,84.380727,115.534293,46280.0,2.0,1750.0,2005046.0,0.002605,1.677398583386993,850196.0,44505.0,11.0,0.0523467529840178,1.2938193075479065e-05,0.978431080961045,0.8814116054921225,0.11856491299112329,480804.0,0.565521362132967,0.0,187974.0,984156.0,2040949.0,0.0,0.09210127249627502,0.482205091846979,15219544681.095726,23640896.0,0.5148596274534356
spmv,l1d,ddr4_1x,spmv_ampm_ls16_l1d_ddr4_1x,ampm,stage1,ls16,0.006364,6364398564.0,11279581.0,11329130.0,19112308.0,0.591429,1795220.0,4825917.0,680186.0,4288604.0,31378676580.0,17479.014594,57709835629.0,84844.197953,4053842.0,181342.0,2539685.0,0.044733,0.104153,1325202.0,1163590.0,158350.0,3262.0,10428274.0,2765454.0,0.0,43609.0,3459619.0,1458381.0,334118.0,,,,,,,,,,,,,,,,,703864.0,296329.0,2.375279,0.0,0.0,,235446.0,1559774.0,0.323208,16540.900012,,680186.0,0.158603,84511.198443,7.48,57.44,0.0,0.0,6839908525.879682,16743137.45885636,6839898470.0,16743137.0,6856641607.0,19207.0,6839.84819,16.129725,39442.39,3332.0,56934.39,30599040.0,4807844714.987275,478113.0,59772.81,,,,,4767008.0,22.71004,61.040879,34353.0,2.0,1805.0,4866825.0,0.010599,1.6654619736015086,4053842.0,181342.0,2539685.0,0.0447333665199581,0.6264884028533919,0.37199562280080656,0.1586031258656663,0.09174617340614663,1325202.0,0.32690025906288406,3459619.0,43609.0,2765454.0,10428274.0,0.3317537494699506,0.004181804198854,0.26518808385740533,4807844714.987275,30599040.0,0.34044895076786463
spmv,l1d,ddr4_2x,spmv_ampm_ls32_l1d_ddr4_2x,ampm,stage1,ls32,0.006133,6132594933.0,11279581.0,11329130.0,18416201.0,0.613784,2316185.0,4826449.0,636372.0,3722280.0,50216608791.0,21680.741733,45116436027.0,70896.324834,3563810.0,132602.0,1982707.0,0.037208,0.079449,1378125.0,870931.0,504738.0,2456.0,8706072.0,2052441.0,0.0,32998.0,2957065.0,2066122.0,467723.0,,,,,,,,,,,,,,,,,577837.0,254324.0,2.272051,0.0,0.0,,779776.0,1536409.0,0.318331,15730.898291,,636372.0,0.170963,70563.325357,3.49,57.095,0.0,0.0,6641203021.716028,17376004.96432461,6641192586.0,17376005.0,6658568590.0,38414.0,6641.12997,16.154988000000003,25584.905,3332.0,43076.905,26933248.0,4391819171.859855,420836.0,46079.585,,,,,4767008.0,34.264442,69.16946,28420.0,2.0,1665.0,4865399.0,0.009047,1.4751345181803357,3563810.0,132602.0,1982707.0,0.037207931960458046,0.556344754630578,0.47989422451164404,0.1709629581869177,0.05415007511882414,1378125.0,0.38669990824426664,2957065.0,32998.0,2052441.0,8706072.0,0.33965547264024465,0.003790228245298224,0.23574822261979914,4391819171.859855,26933248.0,0.16530707159661523
spmv,l2,ddr4_1x,spmv_ampm_ls32_l2_ddr4_1x,ampm,stage1,ls32,0.006791,6790835367.0,11279576.0,11329125.0,20392899.0,0.55429,2169924.0,4827802.0,275806.0,1687180.0,36381510072.0,16766.26005,21846227580.0,79208.674141,,,,,,,,,,,,,,,,,5060152.0,371873.0,87214.0,0.07349,0.578083,4596339.0,4443309.0,152938.0,92.0,5105130.0,2145.0,0.0,667.0,42000.0,1482131.0,1227158.0,20000.0,3051.0,6.555228,115940.0,3175.0,36.516535,482929.0,1686995.0,0.349433,17217.151016,4392.0,271414.0,0.160868,79395.868695,8.8,57.34,0.0,0.0,6929084487.699376,15691736.61871223,6929084488.0,15691737.0,6944776224.0,19207.0,6929.009092,15.116844,41288.02,3332.0,58780.02,,,,,29678784.0,4370417245.604829,463736.0,62631.32,4767008.0,24.723285,72.830586,78062.0,2.0,1943.0,4862953.0,0.010599,1.5607421587395083,5060152.0,371873.0,87214.0,0.07349048012786967,0.017235450634684492,0.4494641660946327,0.16347159164997213,0.5741625095147442,4596339.0,0.9083401051984209,42000.0,667.0,2145.0,5105130.0,0.00822701870471467,0.0001306528922867782,0.000420165598133642,4370417245.604829,29678784.0,0.3448250490975987
spmv,l2,ddr4_2x,spmv_ampm_ls32_l2_ddr4_2x,ampm,stage1,ls32,0.006504,6503887935.0,11279576.0,11329125.0,19531195.0,0.578744,2403337.0,4827765.0,329064.0,1687129.0,43867077678.0,18252.570354,21457746617.0,65208.429415,,,,,,,,,,,,,,,,,3513727.0,291440.0,66091.0,0.082943,0.510501,3106635.0,3017162.0,89384.0,89.0,3563901.0,2220.0,0.0,588.0,47203.0,976341.0,794682.0,37424.0,8539.0,4.382715,74212.0,2420.0,30.666116,716391.0,1686946.0,0.349426,16981.058589,49614.0,279450.0,0.165636,69518.499939,4.12,57.1,0.0,0.0,6755737558.6915,16374205.86952348,6755727719.0,16374206.0,6772101924.0,38414.0,6755.678517,15.262256,30159.705,3332.0,47651.705,,,,,26051904.0,4005589312.171935,407064.0,51304.41,4767008.0,29.405494,69.675296,41047.0,2.0,1742.0,4863139.0,0.009047,1.3909901599015988,3513727.0,291440.0,66091.0,0.08294326793174313,0.0188093724982049,0.49781565589874405,0.19504376962283262,0.4696827095393422,3106635.0,0.8841423935325653,47203.0,588.0,2220.0,3563901.0,0.01324475623761715,0.00016498774797616433,0.0006229129260324571,4005589312.171935,26051904.0,0.1681256748322005
