benchmark,memory,pf_level,parameter_family,parameter_name,rank,config,simSeconds,baseline_simSeconds,speedup,pfIssued,pfUseful,pfUnused,accuracy,coverage,pfLate,pfTimely,run_name
merge,ddr4_1x,l1d,ls,limit_stride,1,ls8,0.009777,0.01162,1.1885036309706456,1304608.0,124038.0,3810.0,0.095077,0.725445,1142667.0,161941.0,merge_ampm_ls8_l1d_ddr4_1x
merge,ddr4_1x,l1d,ls,limit_stride,2,ls4,0.009779,0.01162,1.1882605583392987,936575.0,119900.0,2159.0,0.12802,0.750679,770724.0,165851.0,merge_ampm_ls4_l1d_ddr4_1x
merge,ddr4_1x,l1d,sd,start_degree,1,sd1,0.009777,0.01162,1.1885036309706456,2125918.0,131236.0,5315.0,0.061731,0.711989,1967480.0,158438.0,merge_ampm_sd1_l1d_ddr4_1x
merge,ddr4_1x,l1d,sd,start_degree,2,sd16,0.009783,0.01162,1.1877747112337729,2101961.0,129604.0,5154.0,0.061659,0.703605,1945262.0,156699.0,merge_ampm_sd16_l1d_ddr4_1x
merge,ddr4_1x,l2,amt,access_map_table_entries,1,amt256,0.010001,0.01162,1.1618838116188381,378018.0,48079.0,379.0,0.127187,0.965306,307612.0,70406.0,merge_ampm_amt256_l2_ddr4_1x
merge,ddr4_1x,l2,amt,access_map_table_entries,2,amt512,0.010008,0.01162,1.1610711430855316,194067.0,46556.0,219.0,0.239897,0.963733,123903.0,70164.0,merge_ampm_amt512_l2_ddr4_1x
merge,ddr4_1x,l2,assoc,access_map_table_assoc,1,assoc16,0.010036,0.01162,1.1578318055001993,728729.0,49519.0,618.0,0.067953,0.874817,663227.0,65502.0,merge_ampm_assoc16_l2_ddr4_1x
merge,ddr4_1x,l2,assoc,access_map_table_assoc,2,assoc2,0.010036,0.01162,1.1578318055001993,735944.0,49585.0,664.0,0.067376,0.860656,671258.0,64686.0,merge_ampm_assoc2_l2_ddr4_1x
merge,ddr4_1x,l2,default,default,1,default,0.010042,0.01162,1.1571400119498108,715480.0,48680.0,648.0,0.068038,0.879256,649508.0,65972.0,merge_ampm_default_l2_ddr4_1x
merge,ddr4_1x,l2,epoch,epoch_cycles,1,epoch1024k,0.010021,0.01162,1.1595649136812693,719888.0,50382.0,646.0,0.069986,0.877521,654241.0,65647.0,merge_ampm_epoch1024k_l2_ddr4_1x
merge,ddr4_1x,l2,epoch,epoch_cycles,2,epoch512k,0.010026,0.01162,1.158986634749651,722722.0,50378.0,648.0,0.069706,0.875697,657202.0,65520.0,merge_ampm_epoch512k_l2_ddr4_1x
merge,ddr4_1x,l2,hz,hot_zone_size,1,hz1k,0.010001,0.01162,1.1618838116188381,378018.0,48079.0,379.0,0.127187,0.965306,307612.0,70406.0,merge_ampm_hz1k_l2_ddr4_1x
merge,ddr4_1x,l2,hz,hot_zone_size,2,hz512,0.010008,0.01162,1.1610711430855316,194067.0,46556.0,219.0,0.239897,0.963733,123903.0,70164.0,merge_ampm_hz512_l2_ddr4_1x
merge,ddr4_1x,l2,ls,limit_stride,1,ls4,0.010023,0.01162,1.1593335328743888,270028.0,45741.0,277.0,0.169394,0.875962,204516.0,65512.0,merge_ampm_ls4_l2_ddr4_1x
merge,ddr4_1x,l2,ls,limit_stride,2,ls8,0.010027,0.01162,1.1588710481699411,457820.0,48126.0,431.0,0.10512,0.885271,391839.0,65981.0,merge_ampm_ls8_l2_ddr4_1x
merge,ddr4_1x,l2,sd,start_degree,1,sd2,0.010037,0.01162,1.1577164491381886,717490.0,48703.0,583.0,0.06788,0.880196,651462.0,66028.0,merge_ampm_sd2_l2_ddr4_1x
merge,ddr4_1x,l2,sd,start_degree,2,sd16,0.010042,0.01162,1.1571400119498108,718111.0,48784.0,667.0,0.067934,0.879815,652120.0,65991.0,merge_ampm_sd16_l2_ddr4_1x
merge,ddr4_2x,l1d,amt,access_map_table_entries,1,amt16,0.009736,0.011685,1.2001848808545603,907768.0,142873.0,2931.0,0.157389,0.942353,709472.0,198296.0,merge_ampm_amt16_l1d_ddr4_2x
merge,ddr4_2x,l1d,amt,access_map_table_entries,2,amt32,0.009755,0.011685,1.1978472578165043,620997.0,119307.0,1580.0,0.192122,0.911262,427958.0,193039.0,merge_ampm_amt32_l1d_ddr4_2x
merge,ddr4_2x,l1d,assoc,access_map_table_assoc,1,assoc4,0.009761,0.011685,1.197110951746747,2065894.0,131174.0,5148.0,0.063495,0.710862,1907953.0,157941.0,merge_ampm_assoc4_l1d_ddr4_2x
merge,ddr4_2x,l1d,assoc,access_map_table_assoc,2,assoc16,0.009764,0.011685,1.1967431380581728,2122037.0,131431.0,5149.0,0.061936,0.707272,1965138.0,156899.0,merge_ampm_assoc16_l1d_ddr4_2x
merge,ddr4_2x,l1d,default,default,1,default,0.009758,0.011685,1.1974789915966386,2111330.0,131701.0,5149.0,0.062378,0.707245,1954550.0,156780.0,merge_ampm_default_l1d_ddr4_2x
merge,ddr4_2x,l1d,epoch,epoch_cycles,1,epoch1024k,0.009748,0.011685,1.1987074271645466,2057004.0,132783.0,5189.0,0.064552,0.710837,1899749.0,157255.0,merge_ampm_epoch1024k_l1d_ddr4_2x
merge,ddr4_2x,l1d,epoch,epoch_cycles,2,epoch128k,0.009754,0.011685,1.197970063563666,2115724.0,131877.0,5149.0,0.062332,0.707521,1958943.0,156781.0,merge_ampm_epoch128k_l1d_ddr4_2x
merge,ddr4_2x,l1d,hz,hot_zone_size,1,hz1k,0.009736,0.011685,1.2001848808545603,907768.0,142873.0,2931.0,0.157389,0.942353,709472.0,198296.0,merge_ampm_hz1k_l1d_ddr4_2x
merge,ddr4_2x,l1d,hz,hot_zone_size,2,hz512,0.009755,0.011685,1.1978472578165043,620997.0,119307.0,1580.0,0.192122,0.911262,427958.0,193039.0,merge_ampm_hz512_l1d_ddr4_2x
merge,ddr4_2x,l1d,ls,limit_stride,1,ls8,0.00976,0.011685,1.197233606557377,1320690.0,125463.0,3810.0,0.094998,0.728784,1158495.0,162195.0,merge_ampm_ls8_l1d_ddr4_2x
merge,ddr4_2x,l1d,ls,limit_stride,2,ls4,0.00977,0.011685,1.1960081883316274,936352.0,121401.0,2159.0,0.129653,0.756798,769692.0,166660.0,merge_ampm_ls4_l1d_ddr4_2x
merge,ddr4_2x,l1d,sd,start_degree,1,sd1,0.009755,0.011685,1.1978472578165043,2132326.0,133078.0,5314.0,0.06241,0.715281,1973774.0,158552.0,merge_ampm_sd1_l1d_ddr4_2x
merge,ddr4_2x,l1d,sd,start_degree,2,sd2,0.009758,0.011685,1.1974789915966386,2110991.0,131701.0,5136.0,0.062388,0.707245,1954211.0,156780.0,merge_ampm_sd2_l1d_ddr4_2x
merge,ddr4_2x,l2,amt,access_map_table_entries,1,amt64,0.009988,0.011685,1.169903884661594,1075010.0,53111.0,913.0,0.049405,0.952117,1004239.0,70771.0,merge_ampm_amt64_l2_ddr4_2x
merge,ddr4_2x,l2,amt,access_map_table_entries,2,amt128,0.009996,0.011685,1.168967587034814,647493.0,50101.0,614.0,0.077377,0.956436,577092.0,70401.0,merge_ampm_amt128_l2_ddr4_2x
merge,ddr4_2x,l2,assoc,access_map_table_assoc,1,assoc4,0.009973,0.011685,1.1716634914268524,718750.0,52698.0,653.0,0.073319,0.916965,650819.0,67931.0,merge_ampm_assoc4_l2_ddr4_2x
merge,ddr4_2x,l2,assoc,access_map_table_assoc,2,assoc16,0.009983,0.011685,1.1704898327156164,760348.0,53196.0,624.0,0.069963,0.883919,694664.0,65684.0,merge_ampm_assoc16_l2_ddr4_2x
merge,ddr4_2x,l2,default,default,1,default,0.009982,0.011685,1.1706070927669805,749861.0,52812.0,653.0,0.070429,0.892019,683571.0,66290.0,merge_ampm_default_l2_ddr4_2x
merge,ddr4_2x,l2,epoch,epoch_cycles,1,epoch1024k,0.009976,0.011685,1.171311146752205,743017.0,53283.0,653.0,0.071712,0.891825,676785.0,66232.0,merge_ampm_epoch1024k_l2_ddr4_2x
merge,ddr4_2x,l2,epoch,epoch_cycles,2,epoch512k,0.009976,0.011685,1.171311146752205,746533.0,53283.0,653.0,0.071374,0.891825,680301.0,66232.0,merge_ampm_epoch512k_l2_ddr4_2x
merge,ddr4_2x,l2,hz,hot_zone_size,1,hz4k,0.009988,0.011685,1.169903884661594,1075010.0,53111.0,913.0,0.049405,0.952117,1004239.0,70771.0,merge_ampm_hz4k_l2_ddr4_2x
merge,ddr4_2x,l2,hz,hot_zone_size,2,hz2k,0.009996,0.011685,1.168967587034814,647493.0,50101.0,614.0,0.077377,0.956436,577092.0,70401.0,merge_ampm_hz2k_l2_ddr4_2x
merge,ddr4_2x,l2,ls,limit_stride,1,ls16,0.009983,0.011685,1.1704898327156164,787174.0,52926.0,684.0,0.067235,0.887306,721127.0,66047.0,merge_ampm_ls16_l2_ddr4_2x
merge,ddr4_2x,l2,ls,limit_stride,2,ls8,0.00999,0.011685,1.1696696696696696,489819.0,50683.0,435.0,0.103473,0.890003,423845.0,65974.0,merge_ampm_ls8_l2_ddr4_2x
merge,ddr4_2x,l2,sd,start_degree,1,sd8,0.009981,0.011685,1.1707243763149984,750529.0,52818.0,671.0,0.070374,0.892045,684239.0,66290.0,merge_ampm_sd8_l2_ddr4_2x
merge,ddr4_2x,l2,sd,start_degree,2,sd16,0.009982,0.011685,1.1706070927669805,751545.0,52819.0,670.0,0.070281,0.892047,685256.0,66289.0,merge_ampm_sd16_l2_ddr4_2x
quick,ddr4_1x,l1d,amt,access_map_table_entries,1,amt8,0.008251,0.009721,1.1781602230032724,976398.0,79275.0,1144.0,0.081191,0.973966,893782.0,82616.0,quick_ampm_amt8_l1d_ddr4_1x
quick,ddr4_1x,l1d,amt,access_map_table_entries,2,amt16,0.008259,0.009721,1.1770190095653226,536118.0,78605.0,616.0,0.146619,0.973967,454580.0,81538.0,quick_ampm_amt16_l1d_ddr4_1x
quick,ddr4_1x,l1d,assoc,access_map_table_assoc,1,assoc16,0.008327,0.009721,1.167407229494416,994036.0,76547.0,1747.0,0.077006,0.96391,911656.0,82380.0,quick_ampm_assoc16_l1d_ddr4_1x
quick,ddr4_1x,l1d,assoc,access_map_table_assoc,2,assoc4,0.008353,0.009721,1.1637734945528555,1090926.0,75664.0,1695.0,0.069358,0.963664,1008662.0,82264.0,quick_ampm_assoc4_l1d_ddr4_1x
quick,ddr4_1x,l1d,default,default,1,default,0.008346,0.009721,1.1647495806374313,1054182.0,76004.0,1760.0,0.072098,0.963478,971824.0,82358.0,quick_ampm_default_l1d_ddr4_1x
quick,ddr4_1x,l1d,epoch,epoch_cycles,1,epoch1024k,0.008322,0.009721,1.168108627733718,1028653.0,78243.0,1747.0,0.076064,0.975088,945422.0,83231.0,quick_ampm_epoch1024k_l1d_ddr4_1x
quick,ddr4_1x,l1d,epoch,epoch_cycles,2,epoch64k,0.008346,0.009721,1.1647495806374313,1085243.0,76270.0,1762.0,0.070279,0.971407,1002246.0,82997.0,quick_ampm_epoch64k_l1d_ddr4_1x
quick,ddr4_1x,l1d,hz,hot_zone_size,1,hz2k,0.008251,0.009721,1.1781602230032724,976398.0,79275.0,1144.0,0.081191,0.973966,893782.0,82616.0,quick_ampm_hz2k_l1d_ddr4_1x
quick,ddr4_1x,l1d,hz,hot_zone_size,2,hz1k,0.008259,0.009721,1.1770190095653226,536118.0,78605.0,616.0,0.146619,0.973967,454580.0,81538.0,quick_ampm_hz1k_l1d_ddr4_1x
quick,ddr4_1x,l1d,ls,limit_stride,1,ls16,0.008347,0.009721,1.1646100395351624,1109025.0,76171.0,1875.0,0.068683,0.963093,1026436.0,82589.0,quick_ampm_ls16_l1d_ddr4_1x
quick,ddr4_1x,l1d,ls,limit_stride,2,ls8,0.00835,0.009721,1.1641916167664672,661721.0,75479.0,1053.0,0.114065,0.963627,580438.0,81283.0,quick_ampm_ls8_l1d_ddr4_1x
quick,ddr4_1x,l1d,sd,start_degree,1,sd16,0.008342,0.009721,1.1653080795972188,1090111.0,76753.0,1763.0,0.070408,0.972172,1007059.0,83052.0,quick_ampm_sd16_l1d_ddr4_1x
quick,ddr4_1x,l1d,sd,start_degree,2,sd8,0.008346,0.009721,1.1647495806374313,1069178.0,76015.0,1762.0,0.071097,0.963484,986819.0,82359.0,quick_ampm_sd8_l1d_ddr4_1x
quick,ddr4_1x,l2,amt,access_map_table_entries,1,amt64,0.008592,0.009721,1.131401303538175,524560.0,25576.0,329.0,0.048757,0.977228,496876.0,27684.0,quick_ampm_amt64_l2_ddr4_1x
quick,ddr4_1x,l2,amt,access_map_table_entries,2,amt256,0.008599,0.009721,1.1304802884056284,164078.0,25241.0,240.0,0.153835,0.97951,136384.0,27694.0,quick_ampm_amt256_l2_ddr4_1x
quick,ddr4_1x,l2,assoc,access_map_table_assoc,1,assoc16,0.00863,0.009721,1.1264194669756662,274780.0,24707.0,301.0,0.089916,0.975135,247162.0,27618.0,quick_ampm_assoc16_l2_ddr4_1x
quick,ddr4_1x,l2,assoc,access_map_table_assoc,2,assoc4,0.008649,0.009721,1.1239449647358075,308735.0,24460.0,323.0,0.079227,0.974852,281100.0,27635.0,quick_ampm_assoc4_l2_ddr4_1x
quick,ddr4_1x,l2,default,default,1,default,0.008641,0.009721,1.1249855340817037,297238.0,24530.0,327.0,0.082526,0.97496,269581.0,27657.0,quick_ampm_default_l2_ddr4_1x
quick,ddr4_1x,l2,epoch,epoch_cycles,1,epoch1024k,0.00862,0.009721,1.1277262180974479,273607.0,26072.0,329.0,0.09529,0.982218,245788.0,27819.0,quick_ampm_epoch1024k_l2_ddr4_1x
quick,ddr4_1x,l2,epoch,epoch_cycles,2,epoch64k,0.008649,0.009721,1.1239449647358075,306717.0,23663.0,329.0,0.077149,0.974307,279049.0,27668.0,quick_ampm_epoch64k_l2_ddr4_1x
quick,ddr4_1x,l2,hz,hot_zone_size,1,hz4k,0.008592,0.009721,1.131401303538175,524560.0,25576.0,329.0,0.048757,0.977228,496876.0,27684.0,quick_ampm_hz4k_l2_ddr4_1x
quick,ddr4_1x,l2,hz,hot_zone_size,2,hz1k,0.008599,0.009721,1.1304802884056284,164078.0,25241.0,240.0,0.153835,0.97951,136384.0,27694.0,quick_ampm_hz1k_l2_ddr4_1x
quick,ddr4_1x,l2,ls,limit_stride,1,ls16,0.008641,0.009721,1.1249855340817037,310771.0,24558.0,337.0,0.079023,0.974988,283107.0,27664.0,quick_ampm_ls16_l2_ddr4_1x
quick,ddr4_1x,l2,ls,limit_stride,2,ls8,0.008646,0.009721,1.1243349525792274,185215.0,24358.0,259.0,0.131512,0.97471,157601.0,27614.0,quick_ampm_ls8_l2_ddr4_1x
quick,ddr4_1x,l2,sd,start_degree,1,sd16,0.008641,0.009721,1.1249855340817037,323890.0,24553.0,333.0,0.075807,0.974944,296235.0,27655.0,quick_ampm_sd16_l2_ddr4_1x
quick,ddr4_1x,l2,sd,start_degree,2,sd8,0.008642,0.009721,1.1248553575561213,307509.0,24539.0,334.0,0.079799,0.974969,279853.0,27656.0,quick_ampm_sd8_l2_ddr4_1x
quick,ddr4_2x,l1d,amt,access_map_table_entries,1,amt8,0.008247,0.009661,1.1714562871347154,978148.0,79228.0,1166.0,0.080998,0.973987,895505.0,82643.0,quick_ampm_amt8_l1d_ddr4_2x
quick,ddr4_2x,l1d,amt,access_map_table_entries,2,amt16,0.008251,0.009661,1.170888377166404,532855.0,78575.0,613.0,0.14746,0.973752,451339.0,81516.0,quick_ampm_amt16_l1d_ddr4_2x
quick,ddr4_2x,l1d,assoc,access_map_table_assoc,1,assoc16,0.008292,0.009661,1.1650988904968642,1001064.0,77323.0,1749.0,0.077241,0.972396,917996.0,83068.0,quick_ampm_assoc16_l1d_ddr4_2x
quick,ddr4_2x,l1d,assoc,access_map_table_assoc,2,assoc4,0.008307,0.009661,1.162995064403515,1094549.0,76487.0,1697.0,0.06988,0.972301,1011606.0,82943.0,quick_ampm_assoc4_l1d_ddr4_2x
quick,ddr4_2x,l1d,default,default,1,default,0.008299,0.009661,1.164116158573322,1060667.0,76835.0,1762.0,0.07244,0.972103,977625.0,83042.0,quick_ampm_default_l1d_ddr4_2x
quick,ddr4_2x,l1d,epoch,epoch_cycles,1,epoch1024k,0.008276,0.009661,1.1673513774770419,1016948.0,78651.0,1747.0,0.07734,0.97519,933720.0,83228.0,quick_ampm_epoch1024k_l1d_ddr4_2x
quick,ddr4_2x,l1d,epoch,epoch_cycles,2,epoch512k,0.008303,0.009661,1.1635553414428519,1017287.0,76594.0,1745.0,0.075292,0.964551,934874.0,82413.0,quick_ampm_epoch512k_l1d_ddr4_2x
quick,ddr4_2x,l1d,hz,hot_zone_size,1,hz2k,0.008247,0.009661,1.1714562871347154,978148.0,79228.0,1166.0,0.080998,0.973987,895505.0,82643.0,quick_ampm_hz2k_l1d_ddr4_2x
quick,ddr4_2x,l1d,hz,hot_zone_size,2,hz1k,0.008251,0.009661,1.170888377166404,532855.0,78575.0,613.0,0.14746,0.973752,451339.0,81516.0,quick_ampm_hz1k_l1d_ddr4_2x
quick,ddr4_2x,l1d,ls,limit_stride,1,ls16,0.008303,0.009661,1.1635553414428519,1115792.0,76913.0,1877.0,0.068931,0.971627,1032523.0,83269.0,quick_ampm_ls16_l1d_ddr4_2x
quick,ddr4_2x,l1d,ls,limit_stride,2,ls8,0.008303,0.009661,1.1635553414428519,662755.0,76336.0,1054.0,0.11518,0.972396,580789.0,81966.0,quick_ampm_ls8_l1d_ddr4_2x
quick,ddr4_2x,l1d,sd,start_degree,1,sd16,0.008299,0.009661,1.164116158573322,1084857.0,76854.0,1763.0,0.070843,0.972097,1001813.0,83044.0,quick_ampm_sd16_l1d_ddr4_2x
quick,ddr4_2x,l1d,sd,start_degree,2,sd8,0.008299,0.009661,1.164116158573322,1073224.0,76846.0,1764.0,0.071603,0.972094,990187.0,83037.0,quick_ampm_sd8_l1d_ddr4_2x
quick,ddr4_2x,l2,amt,access_map_table_entries,1,amt64,0.008573,0.009661,1.1269100664878104,523964.0,25579.0,335.0,0.048818,0.978015,496259.0,27705.0,quick_ampm_amt64_l2_ddr4_2x
quick,ddr4_2x,l2,amt,access_map_table_entries,2,amt128,0.008575,0.009661,1.1266472303206998,306187.0,25414.0,289.0,0.083002,0.979156,278479.0,27708.0,quick_ampm_amt128_l2_ddr4_2x
quick,ddr4_2x,l2,assoc,access_map_table_assoc,1,assoc16,0.008591,0.009661,1.124548946571994,273959.0,24895.0,298.0,0.090871,0.977002,246297.0,27662.0,quick_ampm_assoc16_l2_ddr4_2x
quick,ddr4_2x,l2,assoc,access_map_table_assoc,2,assoc2,0.008599,0.009661,1.1235027328759157,314189.0,24769.0,320.0,0.078835,0.976888,286509.0,27680.0,quick_ampm_assoc2_l2_ddr4_2x
quick,ddr4_2x,l2,default,default,1,default,0.008597,0.009661,1.1237641037571244,296641.0,24763.0,324.0,0.083478,0.976883,268940.0,27701.0,quick_ampm_default_l2_ddr4_2x
quick,ddr4_2x,l2,epoch,epoch_cycles,1,epoch1024k,0.008577,0.009661,1.1263845167307915,273607.0,26616.0,326.0,0.097278,0.982575,245788.0,27819.0,quick_ampm_epoch1024k_l2_ddr4_2x
quick,ddr4_2x,l2,epoch,epoch_cycles,2,epoch512k,0.008605,0.009661,1.1227193492155723,266685.0,24993.0,324.0,0.093717,0.967109,239248.0,27437.0,quick_ampm_epoch512k_l2_ddr4_2x
quick,ddr4_2x,l2,hz,hot_zone_size,1,hz4k,0.008573,0.009661,1.1269100664878104,523964.0,25579.0,335.0,0.048818,0.978015,496259.0,27705.0,quick_ampm_hz4k_l2_ddr4_2x
quick,ddr4_2x,l2,hz,hot_zone_size,2,hz2k,0.008575,0.009661,1.1266472303206998,306187.0,25414.0,289.0,0.083002,0.979156,278479.0,27708.0,quick_ampm_hz2k_l2_ddr4_2x
quick,ddr4_2x,l2,ls,limit_stride,1,ls16,0.008597,0.009661,1.1237641037571244,310364.0,24823.0,333.0,0.07998,0.977014,282654.0,27710.0,quick_ampm_ls16_l2_ddr4_2x
quick,ddr4_2x,l2,ls,limit_stride,2,ls8,0.0086,0.009661,1.1233720930232558,185083.0,24668.0,260.0,0.133281,0.976796,157423.0,27660.0,quick_ampm_ls8_l2_ddr4_2x
quick,ddr4_2x,l2,sd,start_degree,1,sd16,0.008597,0.009661,1.1237641037571244,323705.0,24751.0,339.0,0.076462,0.976756,295987.0,27718.0,quick_ampm_sd16_l2_ddr4_2x
quick,ddr4_2x,l2,sd,start_degree,2,sd8,0.008597,0.009661,1.1237641037571244,307205.0,24779.0,330.0,0.080659,0.976859,279505.0,27700.0,quick_ampm_sd8_l2_ddr4_2x
spmv,ddr4_1x,l1d,amt,access_map_table_entries,1,amt64,0.008211,0.01059,1.2897332846181953,1083538.0,57381.0,23492.0,0.052957,0.036452,889069.0,194469.0,spmv_ampm_amt64_l1d_ddr4_1x
spmv,ddr4_1x,l1d,amt,access_map_table_entries,2,amt16,0.008749,0.01059,1.2104240484626816,451349.0,49633.0,28802.0,0.109966,0.029928,343542.0,107807.0,spmv_ampm_amt16_l1d_ddr4_1x
spmv,ddr4_1x,l1d,assoc,access_map_table_assoc,1,assoc16,0.006399,0.01059,1.6549460853258322,4029763.0,181562.0,2552717.0,0.045055,0.104266,1287846.0,2741917.0,spmv_ampm_assoc16_l1d_ddr4_1x
spmv,ddr4_1x,l1d,assoc,access_map_table_assoc,2,assoc4,0.007011,0.01059,1.5104835258878906,3381510.0,136707.0,2019563.0,0.040428,0.081987,1152969.0,2228541.0,spmv_ampm_assoc4_l1d_ddr4_1x
spmv,ddr4_1x,l1d,default,default,1,default,0.006399,0.01059,1.6549460853258322,4029763.0,181562.0,2552717.0,0.045055,0.104266,1287846.0,2741917.0,spmv_ampm_default_l1d_ddr4_1x
spmv,ddr4_1x,l1d,epoch,epoch_cycles,1,epoch128k,0.006389,0.01059,1.6575363906714666,4041297.0,181645.0,2550166.0,0.044947,0.10428,1302393.0,2738904.0,spmv_ampm_epoch128k_l1d_ddr4_1x
spmv,ddr4_1x,l1d,epoch,epoch_cycles,2,epoch64k,0.006391,0.01059,1.6570176811140667,4031122.0,181176.0,2543923.0,0.044944,0.104042,1298507.0,2732615.0,spmv_ampm_epoch64k_l1d_ddr4_1x
spmv,ddr4_1x,l1d,hz,hot_zone_size,1,hz256,0.008211,0.01059,1.2897332846181953,1083538.0,57381.0,23492.0,0.052957,0.036452,889069.0,194469.0,spmv_ampm_hz256_l1d_ddr4_1x
spmv,ddr4_1x,l1d,hz,hot_zone_size,2,hz1k,0.008749,0.01059,1.2104240484626816,451349.0,49633.0,28802.0,0.109966,0.029928,343542.0,107807.0,spmv_ampm_hz1k_l1d_ddr4_1x
spmv,ddr4_1x,l1d,ls,limit_stride,1,ls16,0.006356,0.01059,1.6661422278162368,4053580.0,181319.0,2539607.0,0.044731,0.104145,1324995.0,2728585.0,spmv_ampm_ls16_l1d_ddr4_1x
spmv,ddr4_1x,l1d,ls,limit_stride,2,ls8,0.006669,0.01059,1.587944219523167,3936447.0,189343.0,2526079.0,0.0481,0.108796,1212872.0,2723575.0,spmv_ampm_ls8_l1d_ddr4_1x
spmv,ddr4_1x,l1d,sd,start_degree,1,sd16,0.006386,0.01059,1.658315064202944,4023262.0,181140.0,2544112.0,0.045023,0.10404,1290406.0,2732856.0,spmv_ampm_sd16_l1d_ddr4_1x
spmv,ddr4_1x,l1d,sd,start_degree,2,sd8,0.006395,0.01059,1.6559812353401095,4034259.0,180928.0,2549274.0,0.044848,0.103902,1296424.0,2737835.0,spmv_ampm_sd8_l1d_ddr4_1x
spmv,ddr4_1x,l2,amt,access_map_table_entries,1,amt512,0.00761,0.01059,1.3915900131406047,699631.0,223236.0,14188.0,0.319077,0.421502,442436.0,257195.0,spmv_ampm_amt512_l2_ddr4_1x
spmv,ddr4_1x,l2,amt,access_map_table_entries,2,amt256,0.007667,0.01059,1.3812442937263598,724166.0,225956.0,15889.0,0.312022,0.423997,463551.0,260615.0,spmv_ampm_amt256_l2_ddr4_1x
spmv,ddr4_1x,l2,assoc,access_map_table_assoc,1,assoc4,0.007296,0.01059,1.4514802631578947,3851594.0,355968.0,70980.0,0.092421,0.569709,3418932.0,432662.0,spmv_ampm_assoc4_l2_ddr4_1x
spmv,ddr4_1x,l2,assoc,access_map_table_assoc,2,assoc16,0.007309,0.01059,1.4488986181420167,3929099.0,361589.0,77773.0,0.092028,0.572648,3485322.0,443777.0,spmv_ampm_assoc16_l2_ddr4_1x
spmv,ddr4_1x,l2,default,default,1,default,0.007309,0.01059,1.4488986181420167,3929099.0,361589.0,77773.0,0.092028,0.572648,3485322.0,443777.0,spmv_ampm_default_l2_ddr4_1x
spmv,ddr4_1x,l2,epoch,epoch_cycles,1,epoch128k,0.007307,0.01059,1.4492951963870262,3959210.0,362920.0,78071.0,0.091665,0.573853,3513967.0,445243.0,spmv_ampm_epoch128k_l2_ddr4_1x
spmv,ddr4_1x,l2,epoch,epoch_cycles,2,epoch64k,0.007314,0.01059,1.4479081214109926,3954605.0,361764.0,77742.0,0.091479,0.572744,3510539.0,444066.0,spmv_ampm_epoch64k_l2_ddr4_1x
spmv,ddr4_1x,l2,hz,hot_zone_size,1,hz512,0.00761,0.01059,1.3915900131406047,699631.0,223236.0,14188.0,0.319077,0.421502,442436.0,257195.0,spmv_ampm_hz512_l2_ddr4_1x
spmv,ddr4_1x,l2,hz,hot_zone_size,2,hz1k,0.007667,0.01059,1.3812442937263598,724166.0,225956.0,15889.0,0.312022,0.423997,463551.0,260615.0,spmv_ampm_hz1k_l2_ddr4_1x
spmv,ddr4_1x,l2,ls,limit_stride,1,ls16,0.007297,0.01059,1.4512813484993834,4099529.0,364663.0,79611.0,0.088952,0.575268,3650710.0,448819.0,spmv_ampm_ls16_l2_ddr4_1x
spmv,ddr4_1x,l2,ls,limit_stride,2,ls8,0.007436,0.01059,1.4241527703066166,2540165.0,334996.0,57824.0,0.13188,0.549947,2143228.0,396937.0,spmv_ampm_ls8_l2_ddr4_1x
spmv,ddr4_1x,l2,sd,start_degree,1,sd16,0.007306,0.01059,1.4494935669312894,3939258.0,361540.0,77413.0,0.091779,0.572586,3495961.0,443297.0,spmv_ampm_sd16_l2_ddr4_1x
spmv,ddr4_1x,l2,sd,start_degree,2,sd2,0.007314,0.01059,1.4479081214109926,3921651.0,361119.0,77018.0,0.092083,0.5724,3478796.0,442855.0,spmv_ampm_sd2_l2_ddr4_1x
spmv,ddr4_2x,l1d,amt,access_map_table_entries,1,amt64,0.007391,0.009039,1.2229738871600595,1144861.0,57626.0,23529.0,0.050334,0.036618,949643.0,195218.0,spmv_ampm_amt64_l1d_ddr4_2x
spmv,ddr4_2x,l1d,amt,access_map_table_entries,2,amt32,0.007758,0.009039,1.1651198762567672,531826.0,58788.0,25190.0,0.11054,0.035406,420583.0,111243.0,spmv_ampm_amt32_l1d_ddr4_2x
spmv,ddr4_2x,l1d,assoc,access_map_table_assoc,1,assoc16,0.006305,0.009039,1.433624107850912,3422049.0,134682.0,2028771.0,0.039357,0.080802,1185756.0,2236293.0,spmv_ampm_assoc16_l1d_ddr4_2x
spmv,ddr4_2x,l1d,assoc,access_map_table_assoc,2,assoc4,0.006414,0.009039,1.4092609915809167,3327812.0,127279.0,1933724.0,0.038247,0.076961,1182520.0,2145292.0,spmv_ampm_assoc4_l1d_ddr4_2x
spmv,ddr4_2x,l1d,default,default,1,default,0.006305,0.009039,1.433624107850912,3422049.0,134682.0,2028771.0,0.039357,0.080802,1185756.0,2236293.0,spmv_ampm_default_l1d_ddr4_2x
spmv,ddr4_2x,l1d,epoch,epoch_cycles,1,epoch64k,0.006278,0.009039,1.439789741956037,3363344.0,134285.0,2003539.0,0.039926,0.080569,1152965.0,2210379.0,spmv_ampm_epoch64k_l1d_ddr4_2x
