run,benchmark,prefetcher,stage,config,pf_level,memory,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores
bfs_ampm_cfg03_l2_ddr4_1x,bfs,ampm,stage1,cfg03,l2,ddr4_1x,0.021761,21761114436.0,30729211.0,31124590.0,65348692.0,0.470235,6812150.0,11457950.0,1335247.0,3523230.0,221741920113.0,32550.945019,103641202023.0,77619.498133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,768360.0,174189.0,124794.0,0.226702,0.126228,339986.0,139842.0,200142.0,2.0,785496.0,6671.0,0.0,7176.0,30.0,24613.0,8267.0,1003044.0,81347.0,12.330436,131523.0,4755.0,27.659937,3289148.0,3523002.0,0.307472,34134.378239,129479.0,1205768.0,0.342234,81220.122808,6.0,57.57,0.0,0.0,4806003861.042331,462696891.2650407,4806009743.0,462696891.0,5268706634.0,19207.0,4789.863511,462.429258,34923.29,3332.0,52415.29,nan,nan,nan,nan,27367104.0,1257615003.151027,427914.0,47015.54,8774099.0,57.856755,104.185875,137098.0,2.0,1855.0,12811270.0
bfs_ampm_cfg03_l2_ddr4_2x,bfs,ampm,stage1,cfg03,l2,ddr4_2x,0.019375,19374553053.0,30729211.0,31124590.0,58181841.0,0.528159,6683066.0,11366674.0,1307468.0,3523502.0,184008088385.0,27533.483641,83298554182.0,63709.822483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,933925.0,203964.0,129942.0,0.218394,0.14475,497765.0,232881.0,264878.0,6.0,954904.0,10111.0,0.0,7423.0,78.0,34506.0,16176.0,692483.0,67710.0,10.227189,78880.0,3828.0,20.606061,3159792.0,3523274.0,0.309965,28390.757797,102356.0,1205112.0,0.342021,66035.262492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.782208,89.80621,50065.0,2.0,1640.0,12707232.0
bfs_ampm_cfg04_l1d_ddr4_1x,bfs,ampm,stage1,cfg04,l1d,ddr4_1x,0.023202,23201780994.0,30729211.0,31124590.0,69675018.0,0.441037,6089425.0,11462841.0,1572635.0,4045346.0,245127115489.0,40254.558598,126886071207.0,80683.738571,2747362.0,200925.0,480477.0,0.073134,0.060092,1844957.0,350033.0,1494864.0,60.0,6080479.0,2400973.0,0.0,314002.0,57834.0,329451.0,65599.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1759353.0,272223.0,6.462911,0.0,0.0,nan,2946706.0,3142719.0,0.274166,37271.788636,nan,1572635.0,0.388752,80350.738571,5.69,57.54,0.0,0.0,4337973193.783177,435754134.67675287,4337970435.0,435754135.0,4773724570.0,19207.0,4322.807461,435.489327,35879.36,3332.0,53371.36,21167872.0,912338238.408251,331409.0,53153.07,nan,nan,nan,nan,8774099.0,63.046099,107.410804,145470.0,2.0,1890.0,12925258.0
bfs_ampm_cfg04_l1d_ddr4_2x,bfs,ampm,stage1,cfg04,l1d,ddr4_2x,0.020749,20748608622.0,30729211.0,31124590.0,62308134.0,0.493182,5962566.0,11348747.0,1570341.0,4043285.0,205092081945.0,34396.614133,101907339509.0,64895.038408,2809428.0,213739.0,477917.0,0.076079,0.063815,1901968.0,411622.0,1490261.0,85.0,6108121.0,2405350.0,0.0,303544.0,60046.0,336125.0,72325.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1212531.0,244752.0,4.954121,0.0,0.0,nan,2826970.0,3135596.0,0.276294,31309.957983,nan,1570341.0,0.388382,64562.038408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.087327,93.515214,52204.0,2.0,1656.0,12777537.0
bfs_ampm_cfg04_l2_ddr4_1x,bfs,ampm,stage1,cfg04,l2,ddr4_1x,0.021736,21735842400.0,30729211.0,31124590.0,65272800.0,0.470782,6806512.0,11457898.0,1333277.0,3523261.0,221708379354.0,32572.980016,103646448176.0,77738.120568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,801879.0,176838.0,127301.0,0.22053,0.127968,369605.0,162145.0,207457.0,3.0,823441.0,10401.0,0.0,7703.0,8.0,28231.0,10534.0,1012825.0,81362.0,12.448379,129536.0,4726.0,27.409226,3283480.0,3523032.0,0.307476,34136.804479,128228.0,1205049.0,0.342027,81250.233469,6.03,57.63,0.0,0.0,4820960976.419299,463432141.92609346,4820966865.0,463432142.0,5284399007.0,19207.0,4804.804805,463.12592,35048.13,3332.0,52540.13,nan,nan,nan,nan,27618496.0,1270643000.24553,431832.0,47451.74,8774099.0,57.829081,104.414954,138899.0,2.0,1889.0,12810742.0
bfs_ampm_cfg04_l2_ddr4_2x,bfs,ampm,stage1,cfg04,l2,ddr4_2x,0.019357,19356965991.0,30729211.0,31124590.0,58129027.0,0.528639,6681627.0,11366489.0,1305401.0,3523536.0,183948301896.0,27530.465543,83354809355.0,63853.796155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,942428.0,206386.0,130794.0,0.218994,0.146206,505168.0,248854.0,256311.0,3.0,962363.0,9391.0,0.0,7088.0,0.0,35887.0,18598.0,692920.0,67684.0,10.237575,70405.0,3438.0,20.478476,3158319.0,3523308.0,0.309973,28406.238555,100180.0,1205221.0,0.342049,66075.237098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.704559,89.560563,50356.0,2.0,1682.0,12706698.0
bfs_ampm_cfg05_l1d_ddr4_1x,bfs,ampm,stage1,cfg05,l1d,ddr4_1x,0.023172,23171769036.0,30729211.0,31124590.0,69584892.0,0.441608,6044743.0,11466566.0,1580589.0,4143823.0,244365570750.0,40426.13073,127733426259.0,80813.814508,2862100.0,228555.0,569798.0,0.079856,0.068081,1847061.0,459096.0,1387854.0,111.0,6797013.0,2908301.0,0.0,358977.0,105430.0,554889.0,144646.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1929342.0,307972.0,6.264667,0.0,0.0,nan,2916186.0,3128557.0,0.272842,37376.144935,nan,1580589.0,0.381433,80480.814508,5.69,57.51,0.0,0.0,4365560516.45603,436685864.78137726,4365557754.0,436685865.0,4802243619.0,19207.0,4349.695694,436.437286,36013.69,3332.0,53505.69,21981888.0,948649538.4037627,344253.0,53403.49,nan,nan,nan,nan,8774099.0,63.032489,107.418949,146474.0,2.0,1728.0,12925943.0
bfs_ampm_cfg05_l1d_ddr4_2x,bfs,ampm,stage1,cfg05,l1d,ddr4_2x,0.020715,20714518080.0,30729211.0,31124590.0,62205760.0,0.493994,5925513.0,11349025.0,1578829.0,4133901.0,204391088628.0,34493.399749,102452160339.0,64891.232894,2952042.0,240801.0,560419.0,0.081571,0.071617,1939935.0,542681.0,1397145.0,109.0,7040603.0,3094972.0,0.0,350474.0,108408.0,598760.0,169816.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1314857.0,276285.0,4.75906,0.0,0.0,nan,2803948.0,3121565.0,0.275051,31351.423783,nan,1578829.0,0.381922,64558.232894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.043134,93.324232,52152.0,2.0,1729.0,12771924.0
bfs_ampm_cfg05_l2_ddr4_1x,bfs,ampm,stage1,cfg05,l2,ddr4_1x,0.021753,21753044181.0,30729211.0,31124590.0,65324457.0,0.47041,6809059.0,11458564.0,1334277.0,3523291.0,221626317497.0,32548.743886,103812913175.0,77804.618662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,774183.0,175220.0,125115.0,0.226329,0.126855,345702.0,143544.0,202157.0,1.0,791541.0,6828.0,0.0,7155.0,98.0,24830.0,8527.0,1013439.0,81478.0,12.438192,126541.0,4700.0,26.923617,3285995.0,3523064.0,0.307461,34184.390343,128236.0,1206041.0,0.342305,81383.278216,6.0,57.57,0.0,0.0,4808910749.667364,462886201.8675454,4808916634.0,462886202.0,5271802836.0,19207.0,4792.652611,462.624353,35004.63,3332.0,52496.63,nan,nan,nan,nan,27371520.0,1258284577.195288,428019.0,46861.63,8774099.0,57.781652,104.082598,136693.0,2.0,1889.0,12810183.0
bfs_ampm_cfg05_l2_ddr4_2x,bfs,ampm,stage1,cfg05,l2,ddr4_2x,0.01937,19370169441.0,30729211.0,31124590.0,58168677.0,0.528278,6681967.0,11365843.0,1307599.0,3523479.0,183733685062.0,27496.945894,83265421058.0,63678.100899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,936306.0,203923.0,130387.0,0.217795,0.144692,499930.0,232165.0,267762.0,3.0,957270.0,10130.0,0.0,7347.0,127.0,34471.0,16163.0,690320.0,67873.0,10.17076,80286.0,3638.0,22.068719,3158716.0,3523251.0,0.309986,28380.767367,102164.0,1205435.0,0.342115,66007.749194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.752938,89.871176,49852.0,2.0,1724.0,12706332.0
bfs_ampm_cfg06_l1d_ddr4_1x,bfs,ampm,stage1,cfg06,l1d,ddr4_1x,0.023179,23178868263.0,30729211.0,31124590.0,69606211.0,0.441473,6058903.0,11462712.0,1581004.0,4135598.0,244248038104.0,40312.254232,127849620051.0,80866.095248,2835444.0,224813.0,562747.0,0.079287,0.067023,1829527.0,427008.0,1402420.0,99.0,6812632.0,2944840.0,0.0,359660.0,101846.0,537642.0,130771.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1932747.0,305778.0,6.320752,0.0,0.0,nan,2929444.0,3129459.0,0.273012,37361.682033,nan,1581004.0,0.382292,80533.095248,5.69,57.58,0.0,0.0,4365369303.276928,436582489.0662825,4365366542.0,436582489.0,4801949031.0,19207.0,4349.719186,436.339509,36062.29,3332.0,53554.29,21954688.0,947185503.2303654,343790.0,53832.76,nan,nan,nan,nan,8774099.0,63.008619,107.142272,145273.0,2.0,1936.0,12923651.0
bfs_ampm_cfg06_l1d_ddr4_2x,bfs,ampm,stage1,cfg06,l1d,ddr4_2x,0.020715,20714846751.0,30729211.0,31124590.0,62206747.0,0.493986,5921833.0,11345268.0,1578763.0,4134223.0,204358197882.0,34509.280806,102377052271.0,64846.371666,2920129.0,241128.0,560748.0,0.082574,0.071717,1907212.0,518028.0,1389080.0,104.0,7017595.0,3102128.0,0.0,351255.0,105550.0,581327.0,156127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1292464.0,275759.0,4.686933,0.0,0.0,nan,2800755.0,3121078.0,0.2751,31292.672066,nan,1578763.0,0.381877,64513.371666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.11386,93.505023,53397.0,2.0,1726.0,12769837.0
bfs_ampm_cfg06_l2_ddr4_1x,bfs,ampm,stage1,cfg06,l2,ddr4_1x,0.021742,21742478091.0,30729211.0,31124590.0,65292727.0,0.470638,6805873.0,11457544.0,1333577.0,3523320.0,221849253338.0,32596.737162,103626385733.0,77705.588603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800392.0,176693.0,127735.0,0.220758,0.127853,367789.0,160118.0,207668.0,3.0,821748.0,10242.0,0.0,7642.0,8.0,28195.0,10475.0,1019417.0,81198.0,12.554706,132787.0,4582.0,28.98014,3282782.0,3523091.0,0.307491,34131.257118,128266.0,1205311.0,0.342095,81203.697276,6.02,57.6,0.0,0.0,4821226336.817193,463287761.3048897,4821232224.0,463287761.0,5284519985.0,19207.0,4804.67183,462.98752,35027.04,3332.0,52519.04,nan,nan,nan,nan,27637504.0,1271129439.9988458,432179.0,47483.29,8774099.0,57.81764,104.349974,138206.0,2.0,2038.0,12812337.0
bfs_ampm_cfg06_l2_ddr4_2x,bfs,ampm,stage1,cfg06,l2,ddr4_2x,0.019359,19358980641.0,30729211.0,31124590.0,58135077.0,0.528584,6680367.0,11364716.0,1305608.0,3523514.0,183739014726.0,27504.329437,83050936888.0,63610.928309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,941873.0,206349.0,131173.0,0.219084,0.146156,504331.0,247768.0,256561.0,2.0,961333.0,9116.0,0.0,6960.0,0.0,35897.0,18452.0,684078.0,67745.0,10.097837,70121.0,3349.0,20.937892,3157081.0,3523286.0,0.31002,28319.962328,100118.0,1205490.0,0.342127,65817.754816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.750206,89.877464,50834.0,2.0,1716.0,12704844.0
