run,benchmark,prefetcher,stage,config,pf_level,memory,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores
bfs_ampm_cfg01_l1d_ddr4_1x,bfs,ampm,stage1,cfg01,l1d,ddr4_1x,0.023202,23201612163.0,30729211.0,31124590.0,69674511.0,0.44104,6080836.0,11466419.0,1572156.0,4044634.0,244777337621.0,40253.895619,126658270871.0,80563.424286,2770898.0,201988.0,479707.0,0.072896,0.060407,1868289.0,365995.0,1502229.0,65.0,5938579.0,2250759.0,0.0,308873.0,58386.0,317332.0,69260.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1736060.0,272646.0,6.367451,0.0,0.0,nan,2939033.0,3141803.0,0.274,37272.78488,nan,1572156.0,0.388702,80230.424286,5.68,57.43,0.0,0.0,4336683472.386341,435707653.80352247,4336680714.0,435707654.0,4772388368.0,19207.0,4321.352124,435.437328,35761.62,3332.0,53253.62,21146368.0,911418045.0668194,331094.0,52605.06,nan,nan,nan,nan,8774099.0,62.999462,107.165471,145265.0,2.0,1807.0,12929777.0
bfs_ampm_cfg01_l1d_ddr4_2x,bfs,ampm,stage1,cfg01,l1d,ddr4_2x,0.020762,20761767450.0,30729211.0,31124590.0,62347650.0,0.492869,5957806.0,11349417.0,1570237.0,4042940.0,205349495269.0,34467.301431,101901579161.0,64895.668081,2825443.0,214599.0,477452.0,0.075952,0.064052,1918530.0,424571.0,1493885.0,74.0,6094448.0,2385042.0,0.0,302055.0,60401.0,337598.0,74479.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1227380.0,244627.0,5.017353,0.0,0.0,nan,2822005.0,3135801.0,0.276296,31291.708943,nan,1570237.0,0.38839,64562.668081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.157016,93.868227,52850.0,2.0,1732.0,12777385.0
bfs_ampm_cfg01_l2_ddr4_1x,bfs,ampm,stage1,cfg01,l2,ddr4_1x,0.02177,21770467740.0,30729211.0,31124590.0,65376780.0,0.470033,6812528.0,11460841.0,1335535.0,3523246.0,222099576763.0,32601.63874,103637218645.0,77599.777351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,768416.0,174036.0,125207.0,0.226487,0.126109,339734.0,140091.0,199641.0,2.0,785549.0,6649.0,0.0,7178.0,18.0,24654.0,8245.0,998592.0,81628.0,12.233449,130292.0,4725.0,27.575026,3289509.0,3523019.0,0.307396,34133.785534,129526.0,1206009.0,0.342301,81193.583237,6.0,57.5,0.0,0.0,4805558853.831038,462533378.71554613,4805564733.0,462533379.0,5268098112.0,19207.0,4789.484234,462.242342,34902.01,3332.0,52394.01,nan,nan,nan,nan,27385472.0,1257918402.445863,428210.0,47017.68,8774099.0,57.867172,104.035215,137092.0,2.0,1742.0,12815497.0
bfs_ampm_cfg01_l2_ddr4_2x,bfs,ampm,stage1,cfg01,l2,ddr4_2x,0.019378,19378016586.0,30729211.0,31124590.0,58192242.0,0.528064,6682691.0,11367227.0,1307460.0,3523477.0,183641707133.0,27480.203279,83165378162.0,63608.353726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,937725.0,204103.0,130518.0,0.217658,0.144799,501204.0,231859.0,269342.0,3.0,958686.0,10082.0,0.0,7389.0,93.0,34600.0,16067.0,679450.0,67579.0,10.054159,70745.0,3701.0,19.115104,3159442.0,3523249.0,0.309948,28351.412741,102001.0,1205459.0,0.342122,65933.447354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.732131,89.716419,50132.0,2.0,1634.0,12706692.0
bfs_ampm_cfg02_l1d_ddr4_1x,bfs,ampm,stage1,cfg02,l1d,ddr4_1x,0.023198,23198227218.0,30729211.0,31124590.0,69664346.0,0.441104,6089309.0,11462381.0,1572801.0,4045251.0,244980706378.0,40231.281805,126845721894.0,80649.568441,2748752.0,200733.0,480337.0,0.073027,0.060037,1846503.0,349760.0,1496677.0,66.0,6078057.0,2397393.0,0.0,313941.0,58227.0,331605.0,65214.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1778475.0,271844.0,6.542263,0.0,0.0,nan,2946529.0,3142780.0,0.274182,37257.053751,nan,1572801.0,0.388802,80316.568441,5.68,57.57,0.0,0.0,4339095701.325672,435751917.8084637,4339092942.0,435751918.0,4774844860.0,19207.0,4323.930405,435.484311,35844.81,3332.0,53336.81,21169984.0,912569042.4988061,331442.0,53153.6,nan,nan,nan,nan,8774099.0,62.999085,106.987394,145292.0,2.0,1890.0,12924810.0
bfs_ampm_cfg02_l1d_ddr4_2x,bfs,ampm,stage1,cfg02,l1d,ddr4_2x,0.020756,20756342547.0,30729211.0,31124590.0,62331359.0,0.492998,5961814.0,11348958.0,1570303.0,4043683.0,204975045760.0,34381.321819,101783973593.0,64818.046958,2808864.0,214215.0,478249.0,0.076264,0.063948,1901016.0,413934.0,1487005.0,77.0,6107557.0,2406687.0,0.0,302975.0,59656.0,336527.0,72261.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1202456.0,245208.0,4.90382,0.0,0.0,nan,2826207.0,3135607.0,0.27629,31239.344927,nan,1570303.0,0.388335,64485.046958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.108493,93.618246,52997.0,2.0,1740.0,12779092.0
bfs_ampm_cfg02_l2_ddr4_1x,bfs,ampm,stage1,cfg02,l2,ddr4_1x,0.021738,21738474432.0,30729211.0,31124590.0,65280704.0,0.470725,6806700.0,11458728.0,1333643.0,3523239.0,221520537049.0,32544.483678,103655223472.0,77723.366352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,801287.0,176460.0,127438.0,0.220221,0.127713,369060.0,161607.0,207452.0,1.0,822677.0,10280.0,0.0,7618.0,2.0,28204.0,10520.0,1012885.0,81449.0,12.435819,136819.0,4643.0,29.467801,3283688.0,3523012.0,0.307452,34140.053959,128416.0,1205227.0,0.342079,81268.374315,6.02,57.58,0.0,0.0,4820765888.048496,463373086.80557925,4820771776.0,463373087.0,5284144863.0,19207.0,4804.558679,463.116951,35026.34,3332.0,52518.34,nan,nan,nan,nan,27615936.0,1270371390.889699,431815.0,47310.81,8774099.0,57.794369,104.19861,137603.0,2.0,1794.0,12813916.0
bfs_ampm_cfg02_l2_ddr4_2x,bfs,ampm,stage1,cfg02,l2,ddr4_2x,0.01936,19360301652.0,30729211.0,31124590.0,58139044.0,0.528547,6677647.0,11363251.0,1305154.0,3523511.0,183601286593.0,27494.907502,83208036933.0,63753.424449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950851.0,206778.0,131324.0,0.217466,0.146415,513170.0,251068.0,262101.0,1.0,972702.0,10933.0,0.0,7345.0,0.0,36697.0,18755.0,676617.0,67517.0,10.021432,72830.0,3456.0,21.073495,3154364.0,3523283.0,0.310059,28366.043268,99654.0,1205500.0,0.34213,65985.395223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,49.694176,89.642768,50282.0,2.0,1708.0,12703135.0
bfs_ampm_cfg03_l1d_ddr4_1x,bfs,ampm,stage1,cfg03,l1d,ddr4_1x,0.023202,23201881893.0,30729211.0,31124590.0,69675321.0,0.441035,6081216.0,11466862.0,1572148.0,4044607.0,244662768971.0,40232.540494,126624132410.0,80542.119705,2769871.0,201888.0,479679.0,0.072887,0.060377,1867383.0,365975.0,1501343.0,65.0,5937053.0,2250369.0,0.0,308880.0,58386.0,317340.0,69259.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1733626.0,272578.0,6.36011,0.0,0.0,nan,2939319.0,3141897.0,0.273998,37264.121567,nan,1572148.0,0.388702,80209.119705,5.68,57.41,0.0,0.0,4336610989.747184,435702588.5495055,4336608231.0,435702589.0,4772310820.0,19207.0,4321.266028,435.4764,35740.39,3332.0,53232.39,21142080.0,911222636.9180233,331029.0,52592.64,nan,nan,nan,nan,8774099.0,62.986246,107.062983,145555.0,2.0,1807.0,12929857.0
bfs_ampm_cfg03_l1d_ddr4_2x,bfs,ampm,stage1,cfg03,l1d,ddr4_2x,0.020753,20752969590.0,30729211.0,31124590.0,62321230.0,0.493078,5955967.0,11348319.0,1570183.0,4042874.0,205227164055.0,34457.404491,101831887550.0,64853.515514,2826149.0,214735.0,477457.0,0.075981,0.064094,1919105.0,424566.0,1494463.0,76.0,6095935.0,2385677.0,0.0,302075.0,60401.0,337631.0,74481.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1223612.0,244672.0,5.00103,0.0,0.0,nan,2820363.0,3135604.0,0.276306,31272.129544,nan,1570183.0,0.388383,64520.515514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774099.0,55.125912,93.726059,52480.0,2.0,1732.0,12775799.0
