run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused
matmult_stride_deg16_dist16_l1d_ddr4_2x,matmult,stride,deg16_dist16,l1d,ddr4_2x,0.001223,1223072037.0,7397876.0,3672889.0,2.014187,1157236.0,2137633.0,5420.0,1082873.0,27337.0,547.0,5411.0,nan,nan,nan
matmult_stride_deg16_dist16_l2_ddr4_1x,matmult,stride,deg16_dist16,l2,ddr4_1x,0.001227,1226535570.0,7397871.0,3683290.0,2.008498,1159274.0,2138137.0,2390.0,1077717.0,nan,nan,nan,39946.0,3013.0,23.0
matmult_stride_deg16_dist16_l2_ddr4_2x,matmult,stride,deg16_dist16,l2,ddr4_2x,0.001224,1224248526.0,7397871.0,3676422.0,2.01225,1160213.0,2138712.0,2375.0,1077881.0,nan,nan,nan,39946.0,3013.0,23.0
matmult_stride_deg16_dist1_l1d_ddr4_1x,matmult,stride,deg16_dist1,l1d,ddr4_1x,0.001199,1198729737.0,7397871.0,3599789.0,2.055087,1144560.0,2138467.0,5471.0,1079992.0,16594.0,3806.0,2328.0,nan,nan,nan
matmult_stride_deg16_dist1_l1d_ddr4_2x,matmult,stride,deg16_dist1,l1d,ddr4_2x,0.001201,1201419711.0,7397871.0,3607867.0,2.050486,1146071.0,2138461.0,5430.0,1079982.0,15634.0,3477.0,2385.0,nan,nan,nan
matmult_stride_deg16_dist1_l2_ddr4_1x,matmult,stride,deg16_dist1,l2,ddr4_1x,0.001194,1194032106.0,7397876.0,3585682.0,2.063174,1160002.0,2138498.0,1496.0,1077910.0,nan,nan,nan,55891.0,3967.0,5.0
matmult_stride_deg16_dist1_l2_ddr4_2x,matmult,stride,deg16_dist1,l2,ddr4_2x,0.001195,1194560910.0,7397876.0,3587270.0,2.06226,1159029.0,2138559.0,1486.0,1077558.0,nan,nan,nan,55790.0,3958.0,9.0
matmult_stride_deg16_dist32_l1d_ddr4_1x,matmult,stride,deg16_dist32,l1d,ddr4_1x,0.001257,1257272802.0,7397871.0,3775594.0,1.959395,1159307.0,2138461.0,5412.0,1083277.0,31821.0,66.0,5850.0,nan,nan,nan
matmult_stride_deg16_dist32_l1d_ddr4_2x,matmult,stride,deg16_dist32,l1d,ddr4_2x,0.001249,1248945471.0,7397871.0,3750587.0,1.972459,1159209.0,2139208.0,5343.0,1083882.0,32542.0,60.0,5865.0,nan,nan,nan
matmult_stride_deg16_dist32_l2_ddr4_1x,matmult,stride,deg16_dist32,l2,ddr4_1x,0.00126,1260374031.0,7397871.0,3784907.0,1.954574,1160062.0,2138872.0,3445.0,1077947.0,nan,nan,nan,23584.0,1984.0,23.0
matmult_stride_deg16_dist32_l2_ddr4_2x,matmult,stride,deg16_dist32,l2,ddr4_2x,0.001249,1249161588.0,7397871.0,3751236.0,1.972118,1159930.0,2138863.0,3396.0,1077880.0,nan,nan,nan,23584.0,1984.0,22.0
matmult_stride_deg16_dist4_l1d_ddr4_1x,matmult,stride,deg16_dist4,l1d,ddr4_1x,0.001211,1210628493.0,7397876.0,3635521.0,2.03489,1148165.0,2138839.0,5406.0,1080814.0,17892.0,2938.0,2914.0,nan,nan,nan
matmult_stride_deg16_dist4_l1d_ddr4_2x,matmult,stride,deg16_dist4,l1d,ddr4_2x,0.001207,1206892899.0,7397876.0,3624303.0,2.041188,1147506.0,2139119.0,5411.0,1081065.0,19010.0,3127.0,2909.0,nan,nan,nan
matmult_stride_deg16_dist4_l2_ddr4_1x,matmult,stride,deg16_dist4,l2,ddr4_1x,0.001207,1206619506.0,7397871.0,3623482.0,2.041649,1158367.0,2138336.0,1622.0,1077147.0,nan,nan,nan,52206.0,3789.0,2.0
matmult_stride_deg16_dist4_l2_ddr4_2x,matmult,stride,deg16_dist4,l2,ddr4_2x,0.001205,1204718409.0,7397876.0,3617773.0,2.044873,1158501.0,2138177.0,1615.0,1077113.0,nan,nan,nan,52206.0,3789.0,7.0
matmult_stride_deg16_dist8_l1d_ddr4_1x,matmult,stride,deg16_dist8,l1d,ddr4_1x,0.001211,1210875246.0,7397876.0,3636262.0,2.034475,1148778.0,2137722.0,5418.0,1080494.0,17221.0,2435.0,3415.0,nan,nan,nan
matmult_stride_deg16_dist8_l1d_ddr4_2x,matmult,stride,deg16_dist8,l1d,ddr4_2x,0.001211,1211360094.0,7397876.0,3637718.0,2.033661,1147843.0,2137484.0,5400.0,1080751.0,21133.0,2643.0,4055.0,nan,nan,nan
matmult_stride_deg16_dist8_l2_ddr4_1x,matmult,stride,deg16_dist8,l2,ddr4_1x,0.001212,1212083037.0,7397876.0,3639889.0,2.032448,1160307.0,2139134.0,1911.0,1078194.0,nan,nan,nan,48114.0,3528.0,8.0
matmult_stride_deg16_dist8_l2_ddr4_2x,matmult,stride,deg16_dist8,l2,ddr4_2x,0.001218,1217890890.0,7397871.0,3657330.0,2.022754,1157983.0,2137810.0,1856.0,1076587.0,nan,nan,nan,48114.0,3527.0,3.0
matmult_stride_deg1_dist16_l1d_ddr4_1x,matmult,stride,deg1_dist16,l1d,ddr4_1x,0.001222,1222259850.0,7397871.0,3670450.0,2.015524,1154198.0,2138412.0,5391.0,1080510.0,4718.0,1451.0,2986.0,nan,nan,nan
matmult_stride_deg1_dist16_l1d_ddr4_2x,matmult,stride,deg1_dist16,l1d,ddr4_2x,0.001232,1232477289.0,7397876.0,3701133.0,1.998816,1151409.0,2135713.0,5316.0,1078536.0,4422.0,1503.0,2660.0,nan,nan,nan
matmult_stride_deg1_dist16_l2_ddr4_1x,matmult,stride,deg1_dist16,l2,ddr4_1x,0.001226,1225968804.0,7397876.0,3681588.0,2.009428,1159262.0,2137701.0,2414.0,1076862.0,nan,nan,nan,3005.0,2998.0,14.0
matmult_stride_deg1_dist16_l2_ddr4_2x,matmult,stride,deg1_dist16,l2,ddr4_2x,0.001225,1224619488.0,7397871.0,3677536.0,2.01164,1158136.0,2137557.0,2375.0,1077070.0,nan,nan,nan,3005.0,2999.0,14.0
matmult_stride_deg1_dist1_l1d_ddr4_1x,matmult,stride,deg1_dist1,l1d,ddr4_1x,0.001236,1235512251.0,7397871.0,3710247.0,1.993905,1156323.0,2138855.0,5441.0,1081287.0,20327.0,2414.0,3112.0,nan,nan,nan
matmult_stride_deg1_dist1_l1d_ddr4_2x,matmult,stride,deg1_dist1,l1d,ddr4_2x,0.001247,1247313771.0,7397876.0,3745687.0,1.975041,1153216.0,2138119.0,5338.0,1080810.0,21825.0,2912.0,3273.0,nan,nan,nan
matmult_stride_deg1_dist1_l2_ddr4_1x,matmult,stride,deg1_dist1,l2,ddr4_1x,0.001212,1211824962.0,7397871.0,3639114.0,2.032879,1159624.0,2139158.0,3128.0,1078017.0,nan,nan,nan,4425.0,2323.0,2.0
matmult_stride_deg1_dist1_l2_ddr4_2x,matmult,stride,deg1_dist1,l2,ddr4_2x,0.001222,1221810966.0,7397871.0,3669102.0,2.016264,1161342.0,2139718.0,2908.0,1078290.0,nan,nan,nan,4324.0,2452.0,2.0
matmult_stride_deg1_dist32_l1d_ddr4_1x,matmult,stride,deg1_dist32,l1d,ddr4_1x,0.001246,1246134285.0,7397871.0,3742145.0,1.976909,1158360.0,2138964.0,5387.0,1081208.0,4202.0,58.0,3765.0,nan,nan,nan
matmult_stride_deg1_dist32_l1d_ddr4_2x,matmult,stride,deg1_dist32,l1d,ddr4_2x,0.001263,1262517885.0,7397876.0,3791345.0,1.951256,1154612.0,2131936.0,5266.0,1078205.0,4386.0,92.0,3904.0,nan,nan,nan
matmult_stride_deg1_dist32_l2_ddr4_1x,matmult,stride,deg1_dist32,l2,ddr4_1x,0.00125,1249803279.0,7397871.0,3753163.0,1.971105,1160162.0,2138658.0,3470.0,1078043.0,nan,nan,nan,1984.0,1984.0,23.0
matmult_stride_deg1_dist32_l2_ddr4_2x,matmult,stride,deg1_dist32,l2,ddr4_2x,0.001255,1254995748.0,7397871.0,3768756.0,1.96295,1160278.0,2139817.0,3386.0,1078434.0,nan,nan,nan,1984.0,1984.0,23.0
matmult_stride_deg1_dist4_l1d_ddr4_1x,matmult,stride,deg1_dist4,l1d,ddr4_1x,0.001221,1220846265.0,7397876.0,3666205.0,2.017859,1153667.0,2139239.0,5448.0,1078943.0,5354.0,2284.0,744.0,nan,nan,nan
matmult_stride_deg1_dist4_l1d_ddr4_2x,matmult,stride,deg1_dist4,l1d,ddr4_2x,0.001225,1225333773.0,7397871.0,3679681.0,2.010468,1152786.0,2136552.0,5350.0,1076861.0,5576.0,2225.0,769.0,nan,nan,nan
matmult_stride_deg1_dist4_l2_ddr4_1x,matmult,stride,deg1_dist4,l2,ddr4_1x,0.001212,1211842944.0,7397885.0,3639168.0,2.032853,1157470.0,2136655.0,2254.0,1076290.0,nan,nan,nan,3773.0,3150.0,5.0
matmult_stride_deg1_dist4_l2_ddr4_2x,matmult,stride,deg1_dist4,l2,ddr4_2x,0.001219,1219196916.0,7397876.0,3661252.0,2.020589,1160400.0,2139809.0,2282.0,1077976.0,nan,nan,nan,3773.0,3069.0,5.0
matmult_stride_deg1_dist8_l1d_ddr4_1x,matmult,stride,deg1_dist8,l1d,ddr4_1x,0.001211,1211433354.0,7397871.0,3637938.0,2.033537,1153598.0,2138262.0,5438.0,1079143.0,5441.0,2262.0,1093.0,nan,nan,nan
matmult_stride_deg1_dist8_l1d_ddr4_2x,matmult,stride,deg1_dist8,l1d,ddr4_2x,0.00122,1220436342.0,7397876.0,3664974.0,2.018537,1153219.0,2139730.0,5357.0,1079089.0,5383.0,2449.0,1072.0,nan,nan,nan
matmult_stride_deg1_dist8_l2_ddr4_1x,matmult,stride,deg1_dist8,l2,ddr4_1x,0.001206,1205842284.0,7397871.0,3621148.0,2.042965,1159172.0,2138505.0,1952.0,1077851.0,nan,nan,nan,3517.0,3486.0,9.0
matmult_stride_deg1_dist8_l2_ddr4_2x,matmult,stride,deg1_dist8,l2,ddr4_2x,0.001219,1218844269.0,7397871.0,3660193.0,2.021172,1161361.0,2139903.0,1857.0,1078170.0,nan,nan,nan,3517.0,3510.0,9.0
matmult_stride_deg32_dist16_l1d_ddr4_1x,matmult,stride,deg32_dist16,l1d,ddr4_1x,0.00124,1240399026.0,7397876.0,3724922.0,1.986051,1158483.0,2138891.0,5324.0,1085717.0,37855.0,501.0,8073.0,nan,nan,nan
matmult_stride_deg32_dist16_l1d_ddr4_2x,matmult,stride,deg32_dist16,l1d,ddr4_2x,0.001248,1248462288.0,7397871.0,3749136.0,1.973223,1155242.0,2135648.0,5323.0,1083858.0,38522.0,523.0,7738.0,nan,nan,nan
matmult_stride_deg32_dist16_l2_ddr4_1x,matmult,stride,deg32_dist16,l2,ddr4_1x,0.001225,1225104336.0,7397871.0,3678992.0,2.010844,1159564.0,2138405.0,2434.0,1077183.0,nan,nan,nan,61258.0,3013.0,16.0
matmult_stride_deg32_dist16_l2_ddr4_2x,matmult,stride,deg32_dist16,l2,ddr4_2x,0.001221,1221496614.0,7397876.0,3668158.0,2.016785,1159119.0,2138468.0,2415.0,1077349.0,nan,nan,nan,62250.0,3012.0,16.0
matmult_stride_deg32_dist1_l1d_ddr4_1x,matmult,stride,deg32_dist1,l1d,ddr4_1x,0.001226,1225544229.0,7397876.0,3680313.0,2.010124,1149959.0,2135598.0,5291.0,1079981.0,15828.0,2525.0,3636.0,nan,nan,nan
matmult_stride_deg32_dist1_l1d_ddr4_2x,matmult,stride,deg32_dist1,l1d,ddr4_2x,0.001234,1233723042.0,7397876.0,3704874.0,1.996798,1148217.0,2137458.0,5306.0,1080880.0,22136.0,3304.0,3855.0,nan,nan,nan
matmult_stride_deg32_dist1_l2_ddr4_1x,matmult,stride,deg32_dist1,l2,ddr4_1x,0.001194,1194045426.0,7397876.0,3585722.0,2.063151,1158750.0,2138313.0,1517.0,1077590.0,nan,nan,nan,93633.0,3963.0,10.0
matmult_stride_deg32_dist1_l2_ddr4_2x,matmult,stride,deg32_dist1,l2,ddr4_2x,0.001194,1194269535.0,7397876.0,3586395.0,2.062764,1157637.0,2137831.0,1479.0,1076666.0,nan,nan,nan,94102.0,3958.0,10.0
matmult_stride_deg32_dist32_l1d_ddr4_1x,matmult,stride,deg32_dist32,l1d,ddr4_1x,0.001255,1254844899.0,7397871.0,3768303.0,1.963186,1159755.0,2139206.0,5371.0,1085030.0,34935.0,132.0,6525.0,nan,nan,nan
matmult_stride_deg32_dist32_l1d_ddr4_2x,matmult,stride,deg32_dist32,l1d,ddr4_2x,0.001262,1261656414.0,7397876.0,3788758.0,1.952588,1159418.0,2138947.0,5303.0,1084487.0,34871.0,132.0,6582.0,nan,nan,nan
matmult_stride_deg32_dist32_l2_ddr4_1x,matmult,stride,deg32_dist32,l2,ddr4_1x,0.001248,1247796621.0,7397885.0,3747137.0,1.974279,1159803.0,2139014.0,3404.0,1078070.0,nan,nan,nan,29824.0,1979.0,16.0
matmult_stride_deg32_dist32_l2_ddr4_2x,matmult,stride,deg32_dist32,l2,ddr4_2x,0.001259,1259142264.0,7397871.0,3781208.0,1.956486,1159106.0,2136285.0,3350.0,1077046.0,nan,nan,nan,29859.0,1976.0,18.0
matmult_stride_deg32_dist4_l1d_ddr4_1x,matmult,stride,deg32_dist4,l1d,ddr4_1x,0.001238,1238122305.0,7397871.0,3718085.0,1.989702,1149201.0,2138136.0,5303.0,1080942.0,19861.0,2288.0,3601.0,nan,nan,nan
matmult_stride_deg32_dist4_l1d_ddr4_2x,matmult,stride,deg32_dist4,l1d,ddr4_2x,0.001236,1236258171.0,7397871.0,3712487.0,1.992702,1148616.0,2135686.0,5298.0,1079831.0,21166.0,2359.0,3990.0,nan,nan,nan
matmult_stride_deg32_dist4_l2_ddr4_1x,matmult,stride,deg32_dist4,l2,ddr4_1x,0.001201,1200883581.0,7397876.0,3606257.0,2.051403,1160127.0,2138241.0,1692.0,1077624.0,nan,nan,nan,85798.0,3791.0,13.0
matmult_stride_deg32_dist4_l2_ddr4_2x,matmult,stride,deg32_dist4,l2,ddr4_2x,0.0012,1200114684.0,7397876.0,3603948.0,2.052717,1158665.0,2138337.0,1650.0,1077720.0,nan,nan,nan,86886.0,3791.0,13.0
matmult_stride_deg32_dist8_l1d_ddr4_1x,matmult,stride,deg32_dist8,l1d,ddr4_1x,0.001235,1235446983.0,7397871.0,3710051.0,1.99401,1149514.0,2136360.0,5305.0,1081492.0,20993.0,2310.0,4768.0,nan,nan,nan
matmult_stride_deg32_dist8_l1d_ddr4_2x,matmult,stride,deg32_dist8,l1d,ddr4_2x,0.001232,1232489277.0,7397885.0,3701169.0,1.998799,1151204.0,2134894.0,5336.0,1080859.0,19976.0,1857.0,5092.0,nan,nan,nan
matmult_stride_deg32_dist8_l2_ddr4_1x,matmult,stride,deg32_dist8,l2,ddr4_1x,0.001207,1207076049.0,7397876.0,3624853.0,2.040879,1158918.0,2138063.0,1943.0,1077081.0,nan,nan,nan,77618.0,3533.0,16.0
matmult_stride_deg32_dist8_l2_ddr4_2x,matmult,stride,deg32_dist8,l2,ddr4_2x,0.001207,1207128330.0,7397876.0,3625010.0,2.04079,1159701.0,2138928.0,1916.0,1077853.0,nan,nan,nan,78578.0,3533.0,16.0
matmult_stride_deg4_dist16_l1d_ddr4_1x,matmult,stride,deg4_dist16,l1d,ddr4_1x,0.001223,1222589853.0,7397871.0,3671441.0,2.01498,1154696.0,2138112.0,5386.0,1080835.0,9751.0,1217.0,3639.0,nan,nan,nan
matmult_stride_deg4_dist16_l1d_ddr4_2x,matmult,stride,deg4_dist16,l1d,ddr4_2x,0.001232,1231892874.0,7397876.0,3699378.0,1.999765,1154378.0,2138388.0,5334.0,1080675.0,9774.0,1476.0,3113.0,nan,nan,nan
matmult_stride_deg4_dist16_l2_ddr4_1x,matmult,stride,deg4_dist16,l2,ddr4_1x,0.001225,1224908199.0,7397871.0,3678403.0,2.011166,1159780.0,2138597.0,2400.0,1077628.0,nan,nan,nan,11634.0,3000.0,14.0
matmult_stride_deg4_dist16_l2_ddr4_2x,matmult,stride,deg4_dist16,l2,ddr4_2x,0.001232,1232257842.0,7397871.0,3700474.0,1.999171,1160362.0,2140883.0,2347.0,1078757.0,nan,nan,nan,11634.0,2999.0,13.0
matmult_stride_deg4_dist1_l1d_ddr4_1x,matmult,stride,deg4_dist1,l1d,ddr4_1x,0.001213,1213140312.0,7397885.0,3643064.0,2.030679,1152853.0,2138895.0,5468.0,1080862.0,16144.0,3291.0,3061.0,nan,nan,nan
matmult_stride_deg4_dist1_l1d_ddr4_2x,matmult,stride,deg4_dist1,l1d,ddr4_2x,0.001227,1226515257.0,7397871.0,3683229.0,2.008531,1150480.0,2138103.0,5350.0,1080667.0,18620.0,3138.0,3630.0,nan,nan,nan
matmult_stride_deg4_dist1_l2_ddr4_1x,matmult,stride,deg4_dist1,l2,ddr4_1x,0.001194,1193680791.0,7397871.0,3584627.0,2.06378,1158217.0,2138432.0,2012.0,1077321.0,nan,nan,nan,16110.0,3417.0,5.0
matmult_stride_deg4_dist1_l2_ddr4_2x,matmult,stride,deg4_dist1,l2,ddr4_2x,0.001213,1213310142.0,7397876.0,3643574.0,2.030392,1160619.0,2139158.0,2108.0,1077997.0,nan,nan,nan,15913.0,3251.0,5.0
matmult_stride_deg4_dist32_l1d_ddr4_1x,matmult,stride,deg4_dist32,l1d,ddr4_1x,0.001247,1246980771.0,7397876.0,3744687.0,1.975568,1160674.0,2138713.0,5375.0,1082207.0,12033.0,59.0,4399.0,nan,nan,nan
matmult_stride_deg4_dist32_l1d_ddr4_2x,matmult,stride,deg4_dist32,l1d,ddr4_2x,0.001261,1261239165.0,7397876.0,3787505.0,1.953234,1159032.0,2135988.0,5264.0,1081125.0,11950.0,60.0,4433.0,nan,nan,nan
matmult_stride_deg4_dist32_l2_ddr4_1x,matmult,stride,deg4_dist32,l2,ddr4_1x,0.001257,1257000075.0,7397871.0,3774775.0,1.95982,1161088.0,2139434.0,3429.0,1078408.0,nan,nan,nan,7552.0,1984.0,23.0
matmult_stride_deg4_dist32_l2_ddr4_2x,matmult,stride,deg4_dist32,l2,ddr4_2x,0.001262,1262421315.0,7397885.0,3791055.0,1.951408,1161201.0,2140252.0,3386.0,1078643.0,nan,nan,nan,7552.0,1984.0,23.0
matmult_stride_deg4_dist4_l1d_ddr4_1x,matmult,stride,deg4_dist4,l1d,ddr4_1x,0.001211,1211450337.0,7397876.0,3637989.0,2.033509,1152237.0,2138125.0,5443.0,1078383.0,10273.0,2416.0,1071.0,nan,nan,nan
matmult_stride_deg4_dist4_l1d_ddr4_2x,matmult,stride,deg4_dist4,l1d,ddr4_2x,0.001219,1218827619.0,7397876.0,3660143.0,2.021201,1152028.0,2138900.0,5368.0,1078435.0,10122.0,2491.0,1102.0,nan,nan,nan
matmult_stride_deg4_dist4_l2_ddr4_1x,matmult,stride,deg4_dist4,l2,ddr4_1x,0.001199,1199176623.0,7397871.0,3601131.0,2.054321,1158204.0,2137984.0,1881.0,1077154.0,nan,nan,nan,14708.0,3547.0,8.0
matmult_stride_deg4_dist4_l2_ddr4_2x,matmult,stride,deg4_dist4,l2,ddr4_2x,0.001217,1216543239.0,7397876.0,3653283.0,2.024996,1161436.0,2140241.0,1604.0,1078448.0,nan,nan,nan,14708.0,3757.0,8.0
matmult_stride_deg4_dist8_l1d_ddr4_1x,matmult,stride,deg4_dist8,l1d,ddr4_1x,0.001213,1213343442.0,7397876.0,3643674.0,2.030337,1151648.0,2138829.0,5426.0,1079165.0,10949.0,2499.0,1362.0,nan,nan,nan
matmult_stride_deg4_dist8_l1d_ddr4_2x,matmult,stride,deg4_dist8,l1d,ddr4_2x,0.001225,1224610497.0,7397876.0,3677509.0,2.011657,1151181.0,2139357.0,5354.0,1079400.0,11365.0,2672.0,1389.0,nan,nan,nan
matmult_stride_deg4_dist8_l2_ddr4_1x,matmult,stride,deg4_dist8,l2,ddr4_1x,0.001212,1212382071.0,7397876.0,3640787.0,2.031947,1160879.0,2139403.0,1931.0,1078220.0,nan,nan,nan,13684.0,3491.0,12.0
matmult_stride_deg4_dist8_l2_ddr4_2x,matmult,stride,deg4_dist8,l2,ddr4_2x,0.001222,1222065045.0,7397876.0,3669865.0,2.015847,1160834.0,2139047.0,1854.0,1078010.0,nan,nan,nan,13684.0,3518.0,12.0
matmult_stride_deg8_dist16_l1d_ddr4_1x,matmult,stride,deg8_dist16,l1d,ddr4_1x,0.00123,1230195240.0,7397876.0,3694280.0,2.002524,1156105.0,2137947.0,5370.0,1081791.0,17217.0,676.0,4534.0,nan,nan,nan
matmult_stride_deg8_dist16_l1d_ddr4_2x,matmult,stride,deg8_dist16,l1d,ddr4_2x,0.001254,1253608470.0,7397871.0,3764590.0,1.965122,1154920.0,2136978.0,5296.0,1080746.0,16248.0,992.0,4022.0,nan,nan,nan
matmult_stride_deg8_dist16_l2_ddr4_1x,matmult,stride,deg8_dist16,l2,ddr4_1x,0.001231,1230504597.0,7397871.0,3695209.0,2.002019,1158608.0,2138271.0,2400.0,1076928.0,nan,nan,nan,22250.0,3005.0,18.0
matmult_stride_deg8_dist16_l2_ddr4_2x,matmult,stride,deg8_dist16,l2,ddr4_2x,0.001228,1228451319.0,7397871.0,3689043.0,2.005366,1158688.0,2137643.0,2343.0,1077307.0,nan,nan,nan,22250.0,3012.0,22.0
matmult_stride_deg8_dist1_l1d_ddr4_1x,matmult,stride,deg8_dist1,l1d,ddr4_1x,0.00121,1210453668.0,7397871.0,3634996.0,2.035182,1151872.0,2138839.0,5435.0,1081099.0,16033.0,2895.0,3178.0,nan,nan,nan
matmult_stride_deg8_dist1_l1d_ddr4_2x,matmult,stride,deg8_dist1,l1d,ddr4_2x,0.001219,1218740706.0,7397871.0,3659882.0,2.021344,1150616.0,2139758.0,5382.0,1081488.0,17707.0,3188.0,3342.0,nan,nan,nan
matmult_stride_deg8_dist1_l2_ddr4_1x,matmult,stride,deg8_dist1,l2,ddr4_1x,0.001197,1196543925.0,7397871.0,3593225.0,2.058841,1159169.0,2138943.0,1514.0,1077880.0,nan,nan,nan,30519.0,3929.0,9.0
matmult_stride_deg8_dist1_l2_ddr4_2x,matmult,stride,deg8_dist1,l2,ddr4_2x,0.001212,1212042411.0,7397871.0,3639767.0,2.032515,1160001.0,2139391.0,1482.0,1078318.0,nan,nan,nan,30473.0,3897.0,9.0
matmult_stride_deg8_dist32_l1d_ddr4_1x,matmult,stride,deg8_dist32,l1d,ddr4_1x,0.001247,1247106978.0,7397871.0,3745066.0,1.975367,1160780.0,2139305.0,5369.0,1083217.0,20396.0,60.0,4986.0,nan,nan,nan
matmult_stride_deg8_dist32_l1d_ddr4_2x,matmult,stride,deg8_dist32,l1d,ddr4_2x,0.001267,1267371693.0,7397876.0,3805921.0,1.943783,1158189.0,2135451.0,5263.0,1081356.0,20689.0,124.0,4923.0,nan,nan,nan
matmult_stride_deg8_dist32_l2_ddr4_1x,matmult,stride,deg8_dist32,l2,ddr4_1x,0.001257,1256990418.0,7397876.0,3774746.0,1.959837,1158495.0,2137283.0,3427.0,1076411.0,nan,nan,nan,14080.0,1984.0,23.0
matmult_stride_deg8_dist32_l2_ddr4_2x,matmult,stride,deg8_dist32,l2,ddr4_2x,0.001262,1262243826.0,7397885.0,3790522.0,1.951682,1161212.0,2140029.0,3371.0,1078643.0,nan,nan,nan,14080.0,1984.0,23.0
matmult_stride_deg8_dist4_l1d_ddr4_1x,matmult,stride,deg8_dist4,l1d,ddr4_1x,0.001216,1215807975.0,7397871.0,3651075.0,2.02622,1152318.0,2137845.0,5410.0,1078695.0,15784.0,2470.0,1418.0,nan,nan,nan
matmult_stride_deg8_dist4_l1d_ddr4_2x,matmult,stride,deg8_dist4,l1d,ddr4_2x,0.00122,1219974471.0,7397871.0,3663587.0,2.0193,1149712.0,2137474.0,5365.0,1078677.0,19032.0,2875.0,1430.0,nan,nan,nan
matmult_stride_deg8_dist4_l2_ddr4_1x,matmult,stride,deg8_dist4,l2,ddr4_1x,0.001211,1211118003.0,7397871.0,3636991.0,2.034066,1159037.0,2140215.0,1644.0,1078294.0,nan,nan,nan,28392.0,3731.0,12.0
matmult_stride_deg8_dist4_l2_ddr4_2x,matmult,stride,deg8_dist4,l2,ddr4_2x,0.001219,1218505941.0,7397876.0,3659177.0,2.021735,1157709.0,2137550.0,1588.0,1076787.0,nan,nan,nan,28392.0,3759.0,12.0
matmult_stride_deg8_dist8_l1d_ddr4_1x,matmult,stride,deg8_dist8,l1d,ddr4_1x,0.00121,1210059063.0,7397885.0,3633811.0,2.03585,1146934.0,2138492.0,5400.0,1079616.0,14314.0,2985.0,1929.0,nan,nan,nan
matmult_stride_deg8_dist8_l1d_ddr4_2x,matmult,stride,deg8_dist8,l1d,ddr4_2x,0.001228,1227818952.0,7397876.0,3687144.0,2.0064,1145114.0,2134949.0,5329.0,1077893.0,14079.0,2961.0,2229.0,nan,nan,nan
matmult_stride_deg8_dist8_l2_ddr4_1x,matmult,stride,deg8_dist8,l2,ddr4_1x,0.001219,1219129317.0,7397871.0,3661049.0,2.0207,1159912.0,2139037.0,1863.0,1077968.0,nan,nan,nan,26352.0,3523.0,15.0
matmult_stride_deg8_dist8_l2_ddr4_2x,matmult,stride,deg8_dist8,l2,ddr4_2x,0.00122,1220353425.0,7397871.0,3664725.0,2.018673,1159468.0,2138464.0,1831.0,1077750.0,nan,nan,nan,26344.0,3525.0,16.0
merge_stride_deg16_dist16_l1d_ddr4_1x,merge,stride,deg16_dist16,l1d,ddr4_1x,0.010296,10296035325.0,37919489.0,30919025.0,1.226414,378431.0,11012670.0,73465.0,215217.0,1271018.0,135341.0,7941.0,nan,nan,nan
merge_stride_deg16_dist16_l1d_ddr4_2x,merge,stride,deg16_dist16,l1d,ddr4_2x,0.010203,10203130656.0,37919492.0,30640032.0,1.237581,362084.0,11009542.0,73472.0,215244.0,1304945.0,137240.0,7955.0,nan,nan,nan
merge_stride_deg16_dist16_l2_ddr4_1x,merge,stride,deg16_dist16,l2,ddr4_1x,0.010649,10648605402.0,37919517.0,31977794.0,1.185809,958914.0,11136592.0,28847.0,200349.0,nan,nan,nan,391469.0,42296.0,521.0
merge_stride_deg16_dist16_l2_ddr4_2x,merge,stride,deg16_dist16,l2,ddr4_2x,0.010543,10543118661.0,37919455.0,31661017.0,1.197671,957288.0,11133499.0,28528.0,200218.0,nan,nan,nan,406521.0,42582.0,545.0
merge_stride_deg16_dist1_l1d_ddr4_1x,merge,stride,deg16_dist1,l1d,ddr4_1x,0.00982,9820087416.0,37918829.0,29489752.0,1.285832,197651.0,10931962.0,73098.0,212981.0,1272788.0,167054.0,6197.0,nan,nan,nan
merge_stride_deg16_dist1_l1d_ddr4_2x,merge,stride,deg16_dist1,l1d,ddr4_2x,0.009779,9778753125.0,37918829.0,29365625.0,1.291267,197378.0,10933908.0,73115.0,213019.0,1283874.0,166914.0,6227.0,nan,nan,nan
merge_stride_deg16_dist1_l2_ddr4_1x,merge,stride,deg16_dist1,l2,ddr4_1x,0.010276,10276162218.0,37919489.0,30859346.0,1.228786,919261.0,11102740.0,27396.0,201388.0,nan,nan,nan,430156.0,44790.0,228.0
merge_stride_deg16_dist1_l2_ddr4_2x,merge,stride,deg16_dist1,l2,ddr4_2x,0.010216,10215586854.0,37919461.0,30677438.0,1.236071,918014.0,11102575.0,25736.0,201496.0,nan,nan,nan,454804.0,46561.0,231.0
merge_stride_deg16_dist32_l1d_ddr4_1x,merge,stride,deg16_dist32,l1d,ddr4_1x,0.010732,10732223700.0,37919517.0,32228900.0,1.17657,631901.0,11098632.0,73456.0,223786.0,972723.0,90452.0,11174.0,nan,nan,nan
