run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
quick_stride_deg8_dist1_l2_ddr4_2x,quick,stride,deg8_dist1,l2,ddr4_2x,0.008573,8572629789.0,24424718.0,25743633.0,0.949185,228263.0,9216047.0,1291.0,82821.0,,,,205788.0,27203.0,19.0,0.00967,1.1279598740230956,205788.0,27203.0,19.0,0.1321894376737224,9.232802690147142e-05,0.024767994347251,0.0155878340034532,stride: deg8_dist1
quick_stride_deg16_dist1_l2_ddr4_2x,quick,stride,deg16_dist1,l2,ddr4_2x,0.008574,8573586831.0,24424718.0,25746507.0,0.949079,228312.0,9216092.0,1248.0,82818.0,,,,383579.0,27252.0,35.0,0.00967,1.1278283181712152,383579.0,27252.0,35.0,0.0710466422822938,9.124587112433164e-05,0.0247731901981881,0.015069187857712,stride: deg16_dist1
quick_stride_deg4_dist1_l2_ddr4_2x,quick,stride,deg4_dist1,l2,ddr4_2x,0.008582,8581829913.0,24424723.0,25771261.0,0.948168,228532.0,9216290.0,1434.0,82823.0,,,,106401.0,27060.0,11.0,0.00967,1.1267769750640877,106401.0,27060.0,11.0,0.2543209180364846,0.0001033824870067,0.024796528755063,0.0173140311266194,stride: deg4_dist1
quick_stride_deg32_dist1_l2_ddr4_2x,quick,stride,deg32_dist1,l2,ddr4_2x,0.008584,8583902172.0,24424723.0,25777484.0,0.947939,228189.0,9216019.0,1244.0,82823.0,,,,652050.0,27262.0,60.0,0.00967,1.1265144454799627,652050.0,27262.0,60.0,0.041809677171996,9.201748332183116e-05,0.0247600400997437,0.0150199823720464,stride: deg32_dist1
quick_stride_deg1_dist1_l2_ddr4_2x,quick,stride,deg1_dist1,l2,ddr4_2x,0.008613,8613115596.0,24424723.0,25865212.0,0.944724,233727.0,9220219.0,4206.0,82824.0,,,,27260.0,24285.0,4.0,0.00967,1.1227214675490536,27260.0,24285.0,4.0,0.8908657373440939,0.0001467351430667,0.0253493978830654,0.0507823819182845,stride: deg1_dist1
quick_stride_deg4_dist4_l2_ddr4_2x,quick,stride,deg4_dist4,l2,ddr4_2x,0.008627,8626884480.0,24424718.0,25906560.0,0.943216,233518.0,9219896.0,2632.0,82820.0,,,,101124.0,25862.0,16.0,0.00967,1.1208995015648546,101124.0,25862.0,16.0,0.2557454214627586,0.0001582215893358,0.0253276175783327,0.0317797633421878,stride: deg4_dist4
quick_stride_deg8_dist4_l2_ddr4_2x,quick,stride,deg8_dist4,l2,ddr4_2x,0.008631,8631231795.0,24424718.0,25919615.0,0.942741,233494.0,9219852.0,2617.0,82820.0,,,,195264.0,25881.0,24.0,0.00967,1.1203800254895149,195264.0,25881.0,24.0,0.1325436332350049,0.0001229105211406,0.0253251353709365,0.031598647669645,stride: deg8_dist4
quick_stride_deg16_dist4_l2_ddr4_2x,quick,stride,deg16_dist4,l2,ddr4_2x,0.008636,8636471550.0,24424718.0,25935350.0,0.942169,233544.0,9219867.0,2578.0,82819.0,,,,362522.0,25923.0,40.0,0.00967,1.1197313571097731,362522.0,25923.0,40.0,0.0715073843794307,0.000110338131203,0.02533051724065,0.0311281227737596,stride: deg16_dist4
quick_stride_deg1_dist4_l2_ddr4_2x,quick,stride,deg1_dist4,l2,ddr4_2x,0.008639,8638556130.0,24424723.0,25941610.0,0.941942,233491.0,9219902.0,2780.0,82825.0,,,,25938.0,25716.0,10.0,0.00967,1.1193425164949646,25938.0,25716.0,10.0,0.991441128845709,0.0003855347366797,0.0253246726483643,0.0335647449441593,stride: deg1_dist4
quick_stride_deg32_dist4_l2_ddr4_2x,quick,stride,deg32_dist4,l2,ddr4_2x,0.008649,8649360981.0,24424718.0,25974057.0,0.940765,233802.0,9220038.0,2578.0,82818.0,,,,609583.0,25923.0,59.0,0.00967,1.1180483292866226,609583.0,25923.0,59.0,0.0425257922218959,9.678747602869504e-05,0.0253580299777506,0.0311284986355623,stride: deg32_dist4
