run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
simple_triad_stride_deg8_dist4_l2_ddr4_2x,simple_triad,stride,deg8_dist4,l2,ddr4_2x,0.001588,1588193550.0,3510133.0,4769350.0,0.735981,1910430.0,2003830.0,196608.0,374476.0,,,,688308.0,177858.0,397.0,0.002605,1.6404282115869018,688308.0,177858.0,397.0,0.2583988563259471,0.000576776675558,0.9533892595679274,0.5250216302246339,stride: deg8_dist4
simple_triad_stride_deg8_dist8_l2_ddr4_2x,simple_triad,stride,deg8_dist8,l2,ddr4_2x,0.001605,1605469923.0,3510110.0,4821231.0,0.728056,1912705.0,2003838.0,132425.0,371176.0,,,,720013.0,238741.0,1051.0,0.002605,1.6230529595015577,720013.0,238741.0,1051.0,0.3315787353839444,0.0014596958666024,0.9545207746334784,0.3567714507403496,stride: deg8_dist8
simple_triad_stride_deg4_dist8_l2_ddr4_2x,simple_triad,stride,deg4_dist8,l2,ddr4_2x,0.001625,1625446926.0,3510087.0,4881222.0,0.719104,1925735.0,2003836.0,235631.0,374368.0,,,,606221.0,138727.0,15.0,0.002605,1.6030769230769233,606221.0,138727.0,15.0,0.2288389877618888,2.474345164552201e-05,0.9610242554779932,0.6294100991537738,stride: deg4_dist8
simple_triad_stride_deg4_dist4_l2_ddr4_2x,simple_triad,stride,deg4_dist4,l2,ddr4_2x,0.001647,1647158526.0,3510145.0,4946422.0,0.709637,1926717.0,2003830.0,264759.0,375367.0,,,,666886.0,110598.0,8.0,0.002605,1.581663630843959,666886.0,110598.0,8.0,0.1658424378379513,1.1996053298464803e-05,0.9615171945723938,0.7053337134058135,stride: deg4_dist4
simple_triad_stride_deg8_dist16_l2_ddr4_2x,simple_triad,stride,deg8_dist16,l2,ddr4_2x,0.001655,1654866477.0,3510095.0,4969569.0,0.706321,1925037.0,2003825.0,123791.0,370242.0,,,,805295.0,246441.0,561.0,0.002605,1.5740181268882176,805295.0,246441.0,561.0,0.3060257421193476,0.0006966391198256,0.9606811972103352,0.3343515862597976,stride: deg8_dist16
simple_triad_stride_deg16_dist1_l2_ddr4_2x,simple_triad,stride,deg16_dist1,l2,ddr4_2x,0.001657,1657233441.0,3510101.0,4976677.0,0.705314,1836693.0,2003827.0,146467.0,373938.0,,,,1243101.0,227461.0,104.0,0.002605,1.572118286059143,1243101.0,227461.0,104.0,0.1829786960190684,8.366174590801551e-05,0.9165926000597856,0.3916879268755783,stride: deg16_dist1
simple_triad_stride_deg8_dist1_l2_ddr4_2x,simple_triad,stride,deg8_dist1,l2,ddr4_2x,0.001673,1672784541.0,3510110.0,5023377.0,0.698759,1928578.0,2003814.0,276673.0,375286.0,,,,677156.0,98603.0,43.0,0.002605,1.557083084279737,677156.0,98603.0,43.0,0.1456134184737342,6.350087719816408e-05,0.9624536009829256,0.7372324040864834,stride: deg8_dist1
simple_triad_stride_deg16_dist4_l2_ddr4_2x,simple_triad,stride,deg16_dist4,l2,ddr4_2x,0.001683,1683055593.0,3510085.0,5054221.0,0.694489,1816352.0,2003818.0,123143.0,372317.0,,,,1128191.0,249164.0,405.0,0.002605,1.5478312537136067,1128191.0,249164.0,405.0,0.2208526747687226,0.000358981768158,0.9064455953584608,0.3307477230424611,stride: deg16_dist4
simple_triad_stride_deg4_dist16_l2_ddr4_2x,simple_triad,stride,deg4_dist16,l2,ddr4_2x,0.001707,1706502789.0,3510106.0,5124633.0,0.684951,1943702.0,2003825.0,176849.0,372862.0,,,,660773.0,196003.0,31.0,0.002605,1.5260691271236089,660773.0,196003.0,31.0,0.2966268294860716,4.691474984601368e-05,0.9699958828740036,0.474301484195225,stride: deg4_dist16
simple_triad_stride_deg1_dist16_l2_ddr4_2x,simple_triad,stride,deg1_dist16,l2,ddr4_2x,0.001716,1716165117.0,3510087.0,5153649.0,0.681091,1922865.0,2003837.0,177515.0,374935.0,,,,264704.0,197410.0,158.0,0.002605,1.518065268065268,264704.0,197410.0,158.0,0.745776414410058,0.0005968931334622,0.9595915236618549,0.4734553989358155,stride: deg1_dist16
simple_triad_stride_deg16_dist8_l2_ddr4_2x,simple_triad,stride,deg16_dist8,l2,ddr4_2x,0.001718,1718024256.0,3510101.0,5159232.0,0.680357,1854604.0,2003845.0,114643.0,369615.0,,,,1069620.0,254962.0,394.0,0.002605,1.5162980209545984,1069620.0,254962.0,394.0,0.2383668966548867,0.0003683551167704,0.9255226826426196,0.3101686890412997,stride: deg16_dist8
simple_triad_stride_deg4_dist1_l2_ddr4_2x,simple_triad,stride,deg4_dist1,l2,ddr4_2x,0.001748,1747958292.0,3510138.0,5249124.0,0.668713,1950818.0,2003826.0,307396.0,375348.0,,,,1024454.0,67942.0,5.0,0.002605,1.490274599542334,1024454.0,67942.0,5.0,0.0663202056900553,4.880648618678828e-06,0.973546605343977,0.8189626693095474,stride: deg4_dist1
simple_triad_stride_deg1_dist8_l2_ddr4_2x,simple_triad,stride,deg1_dist8,l2,ddr4_2x,0.001756,1756177398.0,3510138.0,5273806.0,0.665583,1921525.0,2003828.0,237824.0,375376.0,,,,322264.0,137542.0,9.0,0.002605,1.483485193621868,322264.0,137542.0,9.0,0.4267991460417545,2.792741354913984e-05,0.958927113504752,0.633562081752696,stride: deg1_dist8
simple_triad_stride_deg16_dist16_l2_ddr4_2x,simple_triad,stride,deg16_dist16,l2,ddr4_2x,0.001766,1765980585.0,3510089.0,5303245.0,0.661879,1885898.0,2003842.0,130887.0,368991.0,,,,1370957.0,238094.0,135.0,0.002605,1.4750849377123445,1370957.0,238094.0,135.0,0.1736699254608277,9.84713597873602e-05,0.941141068008356,0.354715968682163,stride: deg16_dist16
simple_triad_stride_default_l2_ddr4_2x,simple_triad,stride,default,l2,ddr4_2x,0.001774,1774268289.0,3510133.0,5328133.0,0.658796,1952128.0,2003828.0,321074.0,375377.0,,,,1221010.0,54293.0,4.0,0.002605,1.4684329199549042,1221010.0,54293.0,4.0,0.0444656472919959,3.275976445729355e-06,0.9741993823821208,0.8553374340995852,Stride default
simple_triad_stride_deg1_dist4_l2_ddr4_2x,simple_triad,stride,deg1_dist4,l2,ddr4_2x,0.001795,1795447089.0,3510112.0,5391733.0,0.651021,1930350.0,2003843.0,292291.0,375376.0,,,,345700.0,83075.0,5.0,0.002605,1.4512534818941505,345700.0,83075.0,5.0,0.2403095169221868,1.4463407578825572e-05,0.9633239729859076,0.7786619283065513,stride: deg1_dist4
simple_triad_stride_deg1_dist1_l2_ddr4_2x,simple_triad,stride,deg1_dist1,l2,ddr4_2x,0.001883,1882625490.0,3510091.0,5653530.0,0.62087,1993344.0,2003828.0,367199.0,375377.0,,,,363277.0,8168.0,2.0,0.002605,1.3834306956983538,363277.0,8168.0,2.0,0.022484220030445,5.505440751822989e-06,0.9947680140211634,0.9782139022902308,stride: deg1_dist1
