run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
matmult_stride_deg16_dist1_l2_ddr4_1x,matmult,stride,deg16_dist1,l2,ddr4_1x,0.001194,1194032106.0,7397876.0,3585682.0,2.063174,1160002.0,2138498.0,1496.0,1077910.0,,,,55891.0,3967.0,5.0,0.001279,1.0711892797319933,55891.0,3967.0,5.0,0.0709774382279794,8.94598414771609e-05,0.5424377296588541,0.0013878709725301,stride: deg16_dist1
matmult_stride_deg32_dist1_l2_ddr4_1x,matmult,stride,deg32_dist1,l2,ddr4_1x,0.001194,1194045426.0,7397876.0,3585722.0,2.063151,1158750.0,2138313.0,1517.0,1077590.0,,,,93633.0,3963.0,10.0,0.001279,1.0711892797319933,93633.0,3963.0,10.0,0.0423248213770785,0.000106799953008,0.5418991513403323,0.0014077710446459,stride: deg32_dist1
matmult_stride_deg4_dist1_l2_ddr4_1x,matmult,stride,deg4_dist1,l2,ddr4_1x,0.001194,1193680791.0,7397871.0,3584627.0,2.06378,1158217.0,2138432.0,2012.0,1077321.0,,,,16110.0,3417.0,5.0,0.001279,1.0711892797319933,16110.0,3417.0,5.0,0.2121042830540037,0.0003103662321539,0.5416197475533475,0.0018675956376975,stride: deg4_dist1
matmult_stride_deg8_dist1_l2_ddr4_1x,matmult,stride,deg8_dist1,l2,ddr4_1x,0.001197,1196543925.0,7397871.0,3593225.0,2.058841,1159169.0,2138943.0,1514.0,1077880.0,,,,30519.0,3929.0,9.0,0.001279,1.0685045948203844,30519.0,3929.0,9.0,0.1287394737704381,0.0002948982601002,0.5419354325945105,0.0014046090473893,stride: deg8_dist1
matmult_stride_deg4_dist4_l2_ddr4_1x,matmult,stride,deg4_dist4,l2,ddr4_1x,0.001199,1199176623.0,7397871.0,3601131.0,2.054321,1158204.0,2137984.0,1881.0,1077154.0,,,,14708.0,3547.0,8.0,0.001279,1.066722268557131,14708.0,3547.0,8.0,0.2411612727767201,0.0005439216752787,0.5417271597916542,0.0017462684073029,stride: deg4_dist4
matmult_stride_deg32_dist4_l2_ddr4_1x,matmult,stride,deg32_dist4,l2,ddr4_1x,0.001201,1200883581.0,7397876.0,3606257.0,2.051403,1160127.0,2138241.0,1692.0,1077624.0,,,,85798.0,3791.0,13.0,0.001279,1.0649458784346375,85798.0,3791.0,13.0,0.0441851791417049,0.0001515186834191,0.542561385737155,0.0015701209327186,stride: deg32_dist4
matmult_stride_deg1_dist8_l2_ddr4_1x,matmult,stride,deg1_dist8,l2,ddr4_1x,0.001206,1205842284.0,7397871.0,3621148.0,2.042965,1159172.0,2138505.0,1952.0,1077851.0,,,,3517.0,3486.0,9.0,0.001279,1.060530679933665,3517.0,3486.0,9.0,0.9911856696047768,0.0025589991470002,0.5420478324811024,0.0018110109838929,stride: deg1_dist8
matmult_stride_deg16_dist4_l2_ddr4_1x,matmult,stride,deg16_dist4,l2,ddr4_1x,0.001207,1206619506.0,7397871.0,3623482.0,2.041649,1158367.0,2138336.0,1622.0,1077147.0,,,,52206.0,3789.0,2.0,0.001279,1.059652029826015,52206.0,3789.0,2.0,0.0725778646132628,3.830977282304716e-05,0.5417142114242103,0.0015058297521136,stride: deg16_dist4
matmult_stride_deg32_dist8_l2_ddr4_1x,matmult,stride,deg32_dist8,l2,ddr4_1x,0.001207,1207076049.0,7397876.0,3624853.0,2.040879,1158918.0,2138063.0,1943.0,1077081.0,,,,77618.0,3533.0,16.0,0.001279,1.059652029826015,77618.0,3533.0,16.0,0.0455177922646808,0.0002061377515524,0.542041090463658,0.0018039497493688,stride: deg32_dist8
matmult_stride_deg8_dist4_l2_ddr4_1x,matmult,stride,deg8_dist4,l2,ddr4_1x,0.001211,1211118003.0,7397871.0,3636991.0,2.034066,1159037.0,2140215.0,1644.0,1078294.0,,,,28392.0,3731.0,12.0,0.001279,1.0561519405450042,28392.0,3731.0,12.0,0.1314102564102564,0.0004226542688081,0.5415516665381749,0.0015246305738509,stride: deg8_dist4
matmult_stride_deg16_dist8_l2_ddr4_1x,matmult,stride,deg16_dist8,l2,ddr4_1x,0.001212,1212083037.0,7397876.0,3639889.0,2.032448,1160307.0,2139134.0,1911.0,1078194.0,,,,48114.0,3528.0,8.0,0.001279,1.0552805280528053,48114.0,3528.0,8.0,0.0733258511036288,0.00016627177121,0.5424190349926653,0.0017724083049989,stride: deg16_dist8
matmult_stride_deg1_dist1_l2_ddr4_1x,matmult,stride,deg1_dist1,l2,ddr4_1x,0.001212,1211824962.0,7397871.0,3639114.0,2.032879,1159624.0,2139158.0,3128.0,1078017.0,,,,4425.0,2323.0,2.0,0.001279,1.0552805280528053,4425.0,2323.0,2.0,0.5249717514124294,0.0004519774011299,0.5420936648905784,0.0029016240003636,stride: deg1_dist1
matmult_stride_deg1_dist4_l2_ddr4_1x,matmult,stride,deg1_dist4,l2,ddr4_1x,0.001212,1211842944.0,7397885.0,3639168.0,2.032853,1157470.0,2136655.0,2254.0,1076290.0,,,,3773.0,3150.0,5.0,0.001279,1.0552805280528053,3773.0,3150.0,5.0,0.8348794063079777,0.001325205406838,0.5417205866178676,0.002094231108716,stride: deg1_dist4
