run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
merge_stride_deg32_dist1_l2_ddr4_1x,merge,stride,deg32_dist1,l2,ddr4_1x,0.010253,10253269800.0,37919536.0,30790600.0,1.231531,905301.0,11102516.0,24016.0,201302.0,,,,683886.0,48274.0,414.0,0.011631,1.1343996878962257,683886.0,48274.0,414.0,0.07058778802315,0.0006053640519033,0.0815401662109741,0.1193033352872798,stride: deg32_dist1
merge_stride_deg16_dist1_l2_ddr4_1x,merge,stride,deg16_dist1,l2,ddr4_1x,0.010276,10276162218.0,37919489.0,30859346.0,1.228786,919261.0,11102740.0,27396.0,201388.0,,,,430156.0,44790.0,228.0,0.011631,1.1318606461658234,430156.0,44790.0,228.0,0.104125015110797,0.0005300402644621,0.082795868407258,0.1360359107791924,stride: deg16_dist1
merge_stride_deg8_dist1_l2_ddr4_1x,merge,stride,deg8_dist1,l2,ddr4_1x,0.010305,10304886465.0,37919564.0,30945605.0,1.225363,939777.0,11102885.0,37945.0,201442.0,,,,263937.0,34295.0,119.0,0.011631,1.1286754002911208,263937.0,34295.0,119.0,0.1299363105589591,0.0004508651685818,0.0846425951453158,0.1883668748324579,stride: deg8_dist1
merge_stride_default_l2_ddr4_1x,merge,stride,default,l2,ddr4_1x,0.010315,10314548127.0,37919536.0,30974619.0,1.224215,953267.0,11100775.0,40391.0,201546.0,,,,192901.0,31798.0,50.0,0.011631,1.1275811924381969,192901.0,31798.0,50.0,0.1648410324466954,0.0002592003151875,0.0858739142086926,0.2004058626814722,Stride default
merge_stride_deg32_dist4_l2_ddr4_1x,merge,stride,deg32_dist4,l2,ddr4_1x,0.010326,10326411585.0,37919514.0,31010245.0,1.222807,915690.0,11110067.0,23925.0,200940.0,,,,635347.0,47999.0,474.0,0.011631,1.1263800116211506,635347.0,47999.0,474.0,0.0755476928355686,0.0007460490094389,0.0824198449928339,0.1190653926545237,stride: deg32_dist4
merge_stride_deg4_dist1_l2_ddr4_1x,merge,stride,deg4_dist1,l2,ddr4_1x,0.010333,10333314009.0,37919467.0,31030973.0,1.221989,953000.0,11103351.0,40100.0,201546.0,,,,189698.0,32088.0,56.0,0.011631,1.1256169553856576,189698.0,32088.0,56.0,0.1691530748874526,0.000295206064376,0.0858299444915323,0.1989620235578974,stride: deg4_dist1
merge_stride_deg16_dist4_l2_ddr4_1x,merge,stride,deg16_dist4,l2,ddr4_1x,0.010354,10354316652.0,37919464.0,31094044.0,1.21951,927621.0,11110074.0,26737.0,201118.0,,,,410277.0,45181.0,324.0,0.011631,1.1233339772068769,410277.0,45181.0,324.0,0.1101231606938726,0.0007897103664109,0.0834936833003992,0.1329418550303801,stride: deg16_dist4
merge_stride_deg8_dist4_l2_ddr4_1x,merge,stride,deg8_dist4,l2,ddr4_1x,0.01038,10379597013.0,37919508.0,31169961.0,1.216541,944536.0,11110159.0,37856.0,201441.0,,,,228391.0,34383.0,134.0,0.011631,1.120520231213873,228391.0,34383.0,134.0,0.1505444610339286,0.0005867131366822,0.0850155249803355,0.1879259932188581,stride: deg8_dist4
merge_stride_deg4_dist4_l2_ddr4_1x,merge,stride,deg4_dist4,l2,ddr4_1x,0.010401,10401200721.0,37919517.0,31234837.0,1.214015,956385.0,11110785.0,39881.0,201544.0,,,,150448.0,32307.0,68.0,0.011631,1.118257859821171,150448.0,32307.0,68.0,0.2147386472402424,0.0004519834095501,0.0860771763651263,0.197877386575636,stride: deg4_dist4
merge_stride_deg32_dist8_l2_ddr4_1x,merge,stride,deg32_dist8,l2,ddr4_1x,0.010438,10437982236.0,37919508.0,31345292.0,1.209737,930200.0,11119150.0,23324.0,200550.0,,,,599532.0,48306.0,538.0,0.011631,1.1142939260394713,599532.0,48306.0,538.0,0.08057284682052,0.0008973666126245,0.0836574738176929,0.1163001745200698,stride: deg32_dist8
