run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,default_simSeconds,speedup_vs_imp_default,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_coverage_l1d,pf_unused_ratio
bfs_imp_sthr2_l2_ddr4_1x,bfs,imp,sthr2,l2,ddr4_1x,0.025609,25608629070.0,30729211.0,76902790.0,0.399586,7056139.0,11493070.0,1351724.0,3528877.0,,,,1245452.0,260240.0,458528.0,0.02562,1.0004295364910774,0.6139472743139996,0.3830465045962214,1245452.0,260240.0,458528.0,0.2089522518732155,0.036881359621742146,0.3681619203309321
bfs_imp_sthr2_l2_ddr4_2x,bfs,imp,sthr2,l2,ddr4_2x,0.022034,22033574370.0,30729211.0,66166890.0,0.46442,6934890.0,11406648.0,1346028.0,3529233.0,,,,1254766.0,266327.0,461973.0,0.022034,1.0,0.6079691422054928,0.38139391760192654,1254766.0,266327.0,461973.0,0.21225232433776497,0.03840392565707603,0.36817462379439675
bfs_imp_sthr8_l1d_ddr4_1x,bfs,imp,sthr8,l1d,ddr4_1x,0.023401,23401147095.0,30729211.0,70273715.0,0.437279,6168813.0,11514931.0,2095439.0,5926818.0,4961337.0,312405.0,2231527.0,,,,0.023393,0.9996581342677663,0.5357229669895547,0.3535521083994818,4961337.0,312405.0,2231527.0,0.06296790562705173,0.05064264389275538,0.4497833950808018
bfs_imp_sthr8_l1d_ddr4_2x,bfs,imp,sthr8,l1d,ddr4_2x,0.020737,20736982926.0,30729211.0,62273222.0,0.493458,6016105.0,11419323.0,2121149.0,5949118.0,4956125.0,321644.0,2253706.0,,,,0.020727,0.9995177701692627,0.5268355225611886,0.35654848332139316,4956125.0,321644.0,2253706.0,0.0648982824283084,0.05346382750965949,0.45473146863729225
bfs_imp_sthr8_l2_ddr4_1x,bfs,imp,sthr8,l2,ddr4_1x,0.025611,25611352344.0,30729211.0,76910968.0,0.399543,7054982.0,11486411.0,1351786.0,3528851.0,,,,1244075.0,260066.0,458215.0,0.02562,1.00035141150287,0.6142024693352867,0.3830668962787038,1244075.0,260066.0,458215.0,0.20904366698149227,0.036862744653352764,0.36831782649759864
bfs_imp_sthr8_l2_ddr4_2x,bfs,imp,sthr8,l2,ddr4_2x,0.022041,22041364572.0,30729211.0,66190284.0,0.464256,6937476.0,11410225.0,1346477.0,3529144.0,,,,1254539.0,266021.0,462449.0,0.022034,0.9996824100539903,0.6080051883288892,0.38153076213382053,1254539.0,266021.0,462449.0,0.21204681560318173,0.038345502024079076,0.36862066464255
bfs_imp_thr1_l1d_ddr4_1x,bfs,imp,thr1,l1d,ddr4_1x,0.023393,23393219031.0,30729211.0,70249907.0,0.437428,6169647.0,11507814.0,2094566.0,5922664.0,4964319.0,312862.0,2227696.0,,,,0.023393,1.0,0.5361267570018077,0.3536526806180462,4964319.0,312862.0,2227696.0,0.06302213858537294,0.05070987043505082,0.4487415091576508
bfs_imp_thr1_l1d_ddr4_2x,bfs,imp,thr1,l1d,ddr4_2x,0.020727,20726640279.0,30729211.0,62242163.0,0.493705,6022529.0,11419388.0,2121072.0,5950664.0,4956620.0,321255.0,2255403.0,,,,0.020727,1.0,0.5273950758131697,0.35644291124486277,4956620.0,321255.0,2255403.0,0.0648133203675085,0.053342208895963805,0.455028426629437
bfs_imp_thr1_l2_ddr4_1x,bfs,imp,thr1,l2,ddr4_1x,0.02562,25619891130.0,30729211.0,76936610.0,0.39941,7053475.0,11488481.0,1351155.0,3528869.0,,,,1243469.0,260786.0,458053.0,0.02562,1.0,0.6139606271708157,0.38288613150559003,1243469.0,260786.0,458053.0,0.2097245689277336,0.03697269785460358,0.3683670441321818
bfs_imp_thr1_l2_ddr4_2x,bfs,imp,thr1,l2,ddr4_2x,0.022034,22034098512.0,30729211.0,66168464.0,0.464409,6935868.0,11405851.0,1346276.0,3529169.0,,,,1255627.0,266135.0,462189.0,0.022034,1.0,0.6080973703759588,0.38147110552087476,1255627.0,266135.0,462189.0,0.21195386846571473,0.03837082827989229,0.36809418720686954
bfs_imp_thr3_l1d_ddr4_1x,bfs,imp,thr3,l1d,ddr4_1x,0.023393,23393219031.0,30729211.0,70249907.0,0.437428,6169647.0,11507814.0,2094566.0,5922664.0,4964319.0,312862.0,2227696.0,,,,0.023393,1.0,0.5361267570018077,0.3536526806180462,4964319.0,312862.0,2227696.0,0.06302213858537294,0.05070987043505082,0.4487415091576508
bfs_imp_thr3_l1d_ddr4_2x,bfs,imp,thr3,l1d,ddr4_2x,0.020727,20726640279.0,30729211.0,62242163.0,0.493705,6022529.0,11419388.0,2121072.0,5950664.0,4956620.0,321255.0,2255403.0,,,,0.020727,1.0,0.5273950758131697,0.35644291124486277,4956620.0,321255.0,2255403.0,0.0648133203675085,0.053342208895963805,0.455028426629437
bfs_imp_thr3_l2_ddr4_1x,bfs,imp,thr3,l2,ddr4_1x,0.02562,25619891130.0,30729211.0,76936610.0,0.39941,7053475.0,11488481.0,1351155.0,3528869.0,,,,1243469.0,260786.0,458053.0,0.02562,1.0,0.6139606271708157,0.38288613150559003,1243469.0,260786.0,458053.0,0.2097245689277336,0.03697269785460358,0.3683670441321818
bfs_imp_thr3_l2_ddr4_2x,bfs,imp,thr3,l2,ddr4_2x,0.022034,22034098512.0,30729211.0,66168464.0,0.464409,6935868.0,11405851.0,1346276.0,3529169.0,,,,1255627.0,266135.0,462189.0,0.022034,1.0,0.6080973703759588,0.38147110552087476,1255627.0,266135.0,462189.0,0.21195386846571473,0.03837082827989229,0.36809418720686954
bfs_imp_thr4_l1d_ddr4_1x,bfs,imp,thr4,l1d,ddr4_1x,0.023393,23393219031.0,30729211.0,70249907.0,0.437428,6169647.0,11507814.0,2094566.0,5922664.0,4964319.0,312862.0,2227696.0,,,,0.023393,1.0,0.5361267570018077,0.3536526806180462,4964319.0,312862.0,2227696.0,0.06302213858537294,0.05070987043505082,0.4487415091576508
bfs_imp_thr4_l1d_ddr4_2x,bfs,imp,thr4,l1d,ddr4_2x,0.020727,20726640279.0,30729211.0,62242163.0,0.493705,6022529.0,11419388.0,2121072.0,5950664.0,4956620.0,321255.0,2255403.0,,,,0.020727,1.0,0.5273950758131697,0.35644291124486277,4956620.0,321255.0,2255403.0,0.0648133203675085,0.053342208895963805,0.455028426629437
bfs_imp_thr4_l2_ddr4_1x,bfs,imp,thr4,l2,ddr4_1x,0.02562,25619891130.0,30729211.0,76936610.0,0.39941,7053475.0,11488481.0,1351155.0,3528869.0,,,,1243469.0,260786.0,458053.0,0.02562,1.0,0.6139606271708157,0.38288613150559003,1243469.0,260786.0,458053.0,0.2097245689277336,0.03697269785460358,0.3683670441321818
bfs_imp_thr4_l2_ddr4_2x,bfs,imp,thr4,l2,ddr4_2x,0.022034,22034098512.0,30729211.0,66168464.0,0.464409,6935868.0,11405851.0,1346276.0,3529169.0,,,,1255627.0,266135.0,462189.0,0.022034,1.0,0.6080973703759588,0.38147110552087476,1255627.0,266135.0,462189.0,0.21195386846571473,0.03837082827989229,0.36809418720686954
matmult_imp_addrlen16_l1d_ddr4_1x,matmult,imp,addrlen16,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_addrlen16_l1d_ddr4_2x,matmult,imp,addrlen16,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_addrlen16_l2_ddr4_1x,matmult,imp,addrlen16,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_addrlen16_l2_ddr4_2x,matmult,imp,addrlen16,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_addrlen2_l1d_ddr4_1x,matmult,imp,addrlen2,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_addrlen2_l1d_ddr4_2x,matmult,imp,addrlen2,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_addrlen2_l2_ddr4_1x,matmult,imp,addrlen2,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_addrlen2_l2_ddr4_2x,matmult,imp,addrlen2,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_addrlen8_l1d_ddr4_1x,matmult,imp,addrlen8,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_addrlen8_l1d_ddr4_2x,matmult,imp,addrlen8,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_addrlen8_l2_ddr4_1x,matmult,imp,addrlen8,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_addrlen8_l2_ddr4_2x,matmult,imp,addrlen8,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_default_l1d_ddr4_1x,matmult,imp,default,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_default_l1d_ddr4_2x,matmult,imp,default,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_default_l2_ddr4_1x,matmult,imp,default,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_default_l2_ddr4_2x,matmult,imp,default,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_dist32_l1d_ddr4_1x,matmult,imp,dist32,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_dist32_l1d_ddr4_2x,matmult,imp,dist32,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_dist32_l2_ddr4_1x,matmult,imp,dist32,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_dist32_l2_ddr4_2x,matmult,imp,dist32,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_dist4_l1d_ddr4_1x,matmult,imp,dist4,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_dist4_l1d_ddr4_2x,matmult,imp,dist4,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_dist4_l2_ddr4_1x,matmult,imp,dist4,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_dist4_l2_ddr4_2x,matmult,imp,dist4,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_dist64_l1d_ddr4_1x,matmult,imp,dist64,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_dist64_l1d_ddr4_2x,matmult,imp,dist64,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_dist64_l2_ddr4_1x,matmult,imp,dist64,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_dist64_l2_ddr4_2x,matmult,imp,dist64,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_dist8_l1d_ddr4_1x,matmult,imp,dist8,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_dist8_l1d_ddr4_2x,matmult,imp,dist8,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_dist8_l2_ddr4_1x,matmult,imp,dist8,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_dist8_l2_ddr4_2x,matmult,imp,dist8,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_ipd16_l1d_ddr4_1x,matmult,imp,ipd16,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_ipd16_l1d_ddr4_2x,matmult,imp,ipd16,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_ipd16_l2_ddr4_1x,matmult,imp,ipd16,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_ipd16_l2_ddr4_2x,matmult,imp,ipd16,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_ipd2_l1d_ddr4_1x,matmult,imp,ipd2,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_ipd2_l1d_ddr4_2x,matmult,imp,ipd2,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_ipd2_l2_ddr4_1x,matmult,imp,ipd2,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_ipd2_l2_ddr4_2x,matmult,imp,ipd2,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_ipd8_l1d_ddr4_1x,matmult,imp,ipd8,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_ipd8_l1d_ddr4_2x,matmult,imp,ipd8,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_ipd8_l2_ddr4_1x,matmult,imp,ipd8,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_ipd8_l2_ddr4_2x,matmult,imp,ipd8,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_pt32_l1d_ddr4_1x,matmult,imp,pt32,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_pt32_l1d_ddr4_2x,matmult,imp,pt32,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_pt32_l2_ddr4_1x,matmult,imp,pt32,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_pt32_l2_ddr4_2x,matmult,imp,pt32,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_pt64_l1d_ddr4_1x,matmult,imp,pt64,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_pt64_l1d_ddr4_2x,matmult,imp,pt64,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_pt64_l2_ddr4_1x,matmult,imp,pt64,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
matmult_imp_pt64_l2_ddr4_2x,matmult,imp,pt64,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,1.0,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0023284975326550218,0.0017464198393293748
matmult_imp_pt8_l1d_ddr4_1x,matmult,imp,pt8,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,1.0,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.004087142667636576,0.11997909646261691
matmult_imp_pt8_l1d_ddr4_2x,matmult,imp,pt8,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,1.0,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.004063325362964352,0.14673735429754167
matmult_imp_pt8_l2_ddr4_1x,matmult,imp,pt8,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,1.0,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.0023561614009440196,0.001342056701895655
