run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,imp_default_simSeconds,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,speedup_vs_imp_default,speedup_vs_stage1_best,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,pf_coverage_l1d
matmult_imp_stage2_aggr_s16_sth2_d32_ipd16_l2_ddr4_1x,matmult,imp,aggr_s16_sth2_d32_ipd16,l2,ddr4_1x,0.001226,1226037069.0,7397871.0,3681793.0,2.009314,1158574.0,2138832.0,1945.0,1078071.0,,,,6685.0,3487.0,20.0,0.001238,sdist16,0.001225,1.010612244897959,1.0097879282218596,0.999184339314845,0.5416853684627871,0.0018041483353137223,6685.0,3487.0,20.0,0.5216155572176514,0.0029917726252804786,0.00300973438036759
matmult_imp_stage2_aggr_s16_sth2_d32_ipd16_l2_ddr4_2x,matmult,imp,aggr_s16_sth2_d32_ipd16,l2,ddr4_2x,0.001216,1215700416.0,7397871.0,3650752.0,2.026399,1158301.0,2138328.0,1908.0,1077294.0,,,,6485.0,3502.0,10.0,0.00123,sdist16,0.001214,1.013179571663921,1.0115131578947367,0.9983552631578947,0.5416853728707663,0.0017711042668018201,6485.0,3502.0,10.0,0.5400154202004626,0.0015420200462606013,0.0030233937465304786
matmult_imp_stage2_cons_s2_sth8_pt8_l1d_ddr4_1x,matmult,imp,cons_s2_sth8_pt8,l1d,ddr4_1x,0.001273,1273126266.0,7397871.0,3823202.0,1.934996,1152901.0,2139077.0,5469.0,1085366.0,59042.0,3625.0,7203.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,0.9756480754124116,0.9489395129615082,0.5389712478793424,0.005038853253188326,59042.0,3625.0,7203.0,0.06139697164730192,0.12199789980014226,0.00314424222027737
matmult_imp_stage2_cons_s2_sth8_pt8_l1d_ddr4_2x,matmult,imp,cons_s2_sth8_pt8,l1d,ddr4_2x,0.001283,1283142906.0,7397876.0,3853282.0,1.919892,1154531.0,2137814.0,5350.0,1084018.0,64569.0,3719.0,6783.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,0.9828526890101325,0.9532346063912703,0.5400521280148788,0.004935342402063434,64569.0,3719.0,6783.0,0.05759729901345847,0.1050504111880314,0.0032212214310399635
matmult_imp_stage2_cons_s2_sth8_pt8_l2_ddr4_1x,matmult,imp,cons_s2_sth8_pt8,l2,ddr4_1x,0.001258,1258172235.0,7397876.0,3778295.0,1.957996,1158876.0,2139320.0,3531.0,1078165.0,,,,5187.0,1886.0,3.0,0.001238,sdist16,0.001225,1.010612244897959,0.9841017488076311,0.9737678855325914,0.541702971037526,0.0032750089272050196,5187.0,1886.0,3.0,0.36360131096973203,0.000578368999421631,0.0016274390012391317
matmult_imp_stage2_cons_s2_sth8_pt8_l2_ddr4_2x,matmult,imp,cons_s2_sth8_pt8,l2,ddr4_2x,0.001248,1248375375.0,7397871.0,3748875.0,1.97336,1160146.0,2139733.0,3361.0,1078396.0,,,,4881.0,2016.0,3.0,0.00123,sdist16,0.001214,1.013179571663921,0.9855769230769231,0.9727564102564102,0.5421919463783565,0.003116665863003943,4881.0,2016.0,3.0,0.4130301167793485,0.0006146281499692685,0.0017377123224145926
matmult_imp_stage2_cons_s8_sth8_pt8_ipd8_l1d_ddr4_1x,matmult,imp,cons_s8_sth8_pt8_ipd8,l1d,ddr4_1x,0.001221,1221203907.0,7397871.0,3667279.0,2.017267,1148949.0,2137730.0,5458.0,1082773.0,36599.0,4235.0,5421.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.017199017199017,0.9893529893529893,0.5374621678135219,0.0050407610828862555,36599.0,4235.0,5421.0,0.11571354408590398,0.14811880106013825,0.003685977358438016
matmult_imp_stage2_cons_s8_sth8_pt8_ipd8_l1d_ddr4_2x,matmult,imp,cons_s8_sth8_pt8_ipd8,l1d,ddr4_2x,0.001229,1228864239.0,7397871.0,3690283.0,2.004692,1150474.0,2138832.0,5360.0,1083826.0,37152.0,3983.0,6123.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0260374288039056,0.9951179820992676,0.537898254748386,0.004945443272259569,37152.0,3983.0,6123.0,0.107208225667528,0.1648094315245478,0.003462051293640708
matmult_imp_stage2_cons_s8_sth8_pt8_ipd8_l2_ddr4_1x,matmult,imp,cons_s8_sth8_pt8_ipd8,l2,ddr4_1x,0.001252,1251531549.0,7397876.0,3758353.0,1.968385,1159156.0,2139141.0,2196.0,1078284.0,,,,5948.0,3189.0,12.0,0.001238,sdist16,0.001225,1.010612244897959,0.9888178913738018,0.9784345047923322,0.5418791935641456,0.0020365692155313443,5948.0,3189.0,12.0,0.5361466039004708,0.0020174848688634837,0.002751139622276898
matmult_imp_stage2_cons_s8_sth8_pt8_ipd8_l2_ddr4_2x,matmult,imp,cons_s8_sth8_pt8_ipd8,l2,ddr4_2x,0.001229,1229334435.0,7397871.0,3691695.0,2.003925,1159033.0,2138698.0,2188.0,1077652.0,,,,6131.0,3198.0,4.0,0.00123,sdist16,0.001214,1.013179571663921,1.000813669650122,0.9877949552481692,0.5419339242847752,0.002030340035558789,6131.0,3198.0,4.0,0.5216114826292612,0.0006524221171097701,0.0027591966751593787
matmult_imp_stage2_default_l1d_ddr4_1x,matmult,imp,default,l1d,ddr4_1x,0.001242,1242151938.0,7397885.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,55493.0,4714.0,6658.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0,0.9726247987117552,0.5392937583258404,0.005041538070111395,55493.0,4714.0,6658.0,0.08494765105508803,0.11997909646261691,0.004087142667636576
matmult_imp_stage2_default_l1d_ddr4_2x,matmult,imp,default,l1d,ddr4_2x,0.001261,1261173564.0,7397876.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,55078.0,4680.0,8082.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0,0.9698651863600317,0.538242114225844,0.004929336965056478,55078.0,4680.0,8082.0,0.08497040560659429,0.14673735429754167,0.004063325362964352
matmult_imp_stage2_default_l2_ddr4_1x,matmult,imp,default,l2,ddr4_1x,0.001238,1238238522.0,7397885.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,,,,5961.0,2727.0,8.0,0.001238,sdist16,0.001225,1.010612244897959,1.0,0.9894991922455574,0.5411988109806136,0.0024916920398559365,5961.0,2727.0,8.0,0.45747357825868146,0.001342056701895655,0.0023561614009440196
matmult_imp_stage2_default_l2_ddr4_2x,matmult,imp,default,l2,ddr4_2x,0.00123,1230256179.0,7397876.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,,,,5726.0,2700.0,10.0,0.00123,sdist16,0.001214,1.013179571663921,1.0,0.9869918699186992,0.5420118475957738,0.0024897950856916065,5726.0,2700.0,10.0,0.4715333566189312,0.0017464198393293748,0.0023284975326550218
matmult_imp_stage2_s16_dist32_addr16_l1d_ddr4_1x,matmult,imp,s16_dist32_addr16,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_dist32_addr16_l1d_ddr4_2x,matmult,imp,s16_dist32_addr16,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_dist32_addr16_l2_ddr4_1x,matmult,imp,s16_dist32_addr16,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_dist32_addr16_l2_ddr4_2x,matmult,imp,s16_dist32_addr16,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_dist8_addr16_l1d_ddr4_1x,matmult,imp,s16_dist8_addr16,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_dist8_addr16_l1d_ddr4_2x,matmult,imp,s16_dist8_addr16,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_dist8_addr16_l2_ddr4_1x,matmult,imp,s16_dist8_addr16,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_dist8_addr16_l2_ddr4_2x,matmult,imp,s16_dist8_addr16,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_ipd16_addr16_l1d_ddr4_1x,matmult,imp,s16_ipd16_addr16,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_ipd16_addr16_l1d_ddr4_2x,matmult,imp,s16_ipd16_addr16,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_ipd16_addr16_l2_ddr4_1x,matmult,imp,s16_ipd16_addr16,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_ipd16_addr16_l2_ddr4_2x,matmult,imp,s16_ipd16_addr16,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_ipd16_pt32_l1d_ddr4_1x,matmult,imp,s16_ipd16_pt32,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_ipd16_pt32_l1d_ddr4_2x,matmult,imp,s16_ipd16_pt32,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_ipd16_pt32_l2_ddr4_1x,matmult,imp,s16_ipd16_pt32,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_ipd16_pt32_l2_ddr4_2x,matmult,imp,s16_ipd16_pt32,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_ipd8_addr8_l1d_ddr4_1x,matmult,imp,s16_ipd8_addr8,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_ipd8_addr8_l1d_ddr4_2x,matmult,imp,s16_ipd8_addr8,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_ipd8_addr8_l2_ddr4_1x,matmult,imp,s16_ipd8_addr8,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_ipd8_addr8_l2_ddr4_2x,matmult,imp,s16_ipd8_addr8,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_l1d_ddr4_1x,matmult,imp,s16,l1d,ddr4_1x,0.001208,1207908882.0,7397876.0,3627354.0,2.039471,1150500.0,2138816.0,5475.0,1083178.0,34743.0,3667.0,5007.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0281456953642383,1.0,0.5379144349023011,0.005054570901550807,34743.0,3667.0,5007.0,0.1055464410096998,0.14411536136775754,0.003187309865275967
matmult_imp_stage2_s16_l1d_ddr4_2x,matmult,imp,s16,l1d,ddr4_2x,0.001223,1222542900.0,7397876.0,3671300.0,2.015059,1151777.0,2140009.0,5364.0,1082513.0,31853.0,3474.0,4209.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0310711365494685,1.0,0.5382112878964528,0.0049551367974333795,31853.0,3474.0,4209.0,0.10906351050136565,0.1321382601324836,0.003016208866820574
matmult_imp_stage2_s16_l2_ddr4_1x,matmult,imp,s16,l2,ddr4_1x,0.001225,1225199907.0,7397876.0,3679279.0,2.010689,1157985.0,2138080.0,1932.0,1076921.0,,,,6610.0,3480.0,5.0,0.001238,sdist16,0.001225,1.010612244897959,1.010612244897959,1.0,0.5416004078425504,0.0017940034598638154,6610.0,3480.0,5.0,0.5264750378214826,0.0007564296520423601,0.003005220274874027
matmult_imp_stage2_s16_l2_ddr4_2x,matmult,imp,s16,l2,ddr4_2x,0.001214,1213927191.0,7397876.0,3645427.0,2.02936,1159562.0,2139089.0,1912.0,1078053.0,,,,6424.0,3499.0,14.0,0.00123,sdist16,0.001214,1.013179571663921,1.013179571663921,1.0,0.542082166754165,0.0017735677188412814,6424.0,3499.0,14.0,0.5446762141967622,0.0021793275217932753,0.003017518683778875
matmult_imp_stage2_s16_pt8_sth2_l1d_ddr4_1x,matmult,imp,s16_pt8_sth2,l1d,ddr4_1x,0.001212,1212489963.0,7397871.0,3641111.0,2.031764,1146579.0,2138559.0,5476.0,1081616.0,31746.0,3611.0,4317.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0247524752475248,0.9966996699669968,0.5361456008461772,0.005062794929069097,31746.0,3611.0,4317.0,0.11374661374661375,0.13598563598563598,0.0031493686871990503
matmult_imp_stage2_s16_pt8_sth2_l1d_ddr4_2x,matmult,imp,s16_pt8_sth2,l1d,ddr4_2x,0.001221,1221087690.0,7397876.0,3666930.0,2.01746,1150477.0,2139319.0,5380.0,1082013.0,30522.0,3567.0,4212.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0327600327600326,1.0016380016380015,0.5377772085415966,0.004972213827375457,30522.0,3567.0,4212.0,0.11686652250835462,0.13799882052290152,0.0031004531164030226
matmult_imp_stage2_s16_pt8_sth2_l2_ddr4_1x,matmult,imp,s16_pt8_sth2,l2,ddr4_1x,0.001221,1220895882.0,7397876.0,3666354.0,2.017777,1158184.0,2138468.0,1925.0,1077465.0,,,,6462.0,3498.0,19.0,0.001238,sdist16,0.001225,1.010612244897959,1.0139230139230138,1.003276003276003,0.541595198057675,0.0017866009568756295,6462.0,3498.0,19.0,0.5413184772516249,0.002940266171463943,0.0030202454877636025
matmult_imp_stage2_s16_pt8_sth2_l2_ddr4_2x,matmult,imp,s16_pt8_sth2,l2,ddr4_2x,0.001217,1216559223.0,7397876.0,3653331.0,2.02497,1158222.0,2138910.0,1875.0,1077804.0,,,,6429.0,3528.0,12.0,0.00123,sdist16,0.001214,1.013179571663921,1.0106820049301561,0.9975349219391948,0.5415010449247514,0.0017396483961833506,6429.0,3528.0,12.0,0.5487634157722818,0.0018665422305179655,0.003046048166931728
matmult_imp_stage2_s16_pt8_sth8_l1d_ddr4_1x,matmult,imp,s16_pt8_sth8,l1d,ddr4_1x,0.001213,1213133319.0,7397876.0,3643043.0,2.030688,1151284.0,2138917.0,5454.0,1083072.0,33484.0,3377.0,4745.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0239076669414673,0.9958779884583677,0.538255575134519,0.00503567629852863,33484.0,3377.0,4745.0,0.10085413929040736,0.14170947318122087,0.0029332467054176033
matmult_imp_stage2_s16_pt8_sth8_l1d_ddr4_2x,matmult,imp,s16_pt8_sth8,l1d,ddr4_2x,0.001222,1221884559.0,7397871.0,3669323.0,2.016143,1150390.0,2139297.0,5372.0,1081761.0,32427.0,3486.0,4004.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0319148936170213,1.0008183306055647,0.5377420713439975,0.004965976773058004,32427.0,3486.0,4004.0,0.10750300675363124,0.12347734912264471,0.003030276688775111
matmult_imp_stage2_s16_pt8_sth8_l2_ddr4_1x,matmult,imp,s16_pt8_sth8,l2,ddr4_1x,0.001226,1226207565.0,7397871.0,3682305.0,2.009035,1158140.0,2138534.0,1939.0,1077241.0,,,,6604.0,3476.0,20.0,0.001238,sdist16,0.001225,1.010612244897959,1.0097879282218596,0.999184339314845,0.5415579083615224,0.001799968623548491,6604.0,3476.0,20.0,0.5263476680799516,0.0030284675953967293,0.0030013642564802184
matmult_imp_stage2_s16_pt8_sth8_l2_ddr4_2x,matmult,imp,s16_pt8_sth8,l2,ddr4_2x,0.001215,1214545239.0,7397871.0,3647283.0,2.028326,1159146.0,2139140.0,1911.0,1078366.0,,,,6173.0,3505.0,12.0,0.00123,sdist16,0.001214,1.013179571663921,1.0123456790123457,0.9991769547325103,0.5418747721046776,0.0017721256048503012,6173.0,3505.0,12.0,0.5677952373238295,0.00194394945731411,0.003023777850244922
matmult_imp_stage2_s16_sth2_l1d_ddr4_1x,matmult,imp,s16_sth2,l1d,ddr4_1x,0.001212,1212489963.0,7397871.0,3641111.0,2.031764,1146579.0,2138559.0,5476.0,1081616.0,31746.0,3611.0,4317.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0247524752475248,0.9966996699669968,0.5361456008461772,0.005062794929069097,31746.0,3611.0,4317.0,0.11374661374661375,0.13598563598563598,0.0031493686871990503
matmult_imp_stage2_s16_sth2_l1d_ddr4_2x,matmult,imp,s16_sth2,l1d,ddr4_2x,0.001221,1221087690.0,7397876.0,3666930.0,2.01746,1150477.0,2139319.0,5380.0,1082013.0,30522.0,3567.0,4212.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0327600327600326,1.0016380016380015,0.5377772085415966,0.004972213827375457,30522.0,3567.0,4212.0,0.11686652250835462,0.13799882052290152,0.0031004531164030226
matmult_imp_stage2_s16_sth2_l2_ddr4_1x,matmult,imp,s16_sth2,l2,ddr4_1x,0.001226,1226037069.0,7397871.0,3681793.0,2.009314,1158574.0,2138832.0,1945.0,1078071.0,,,,6685.0,3487.0,20.0,0.001238,sdist16,0.001225,1.010612244897959,1.0097879282218596,0.999184339314845,0.5416853684627871,0.0018041483353137223,6685.0,3487.0,20.0,0.5216155572176514,0.0029917726252804786,0.00300973438036759
matmult_imp_stage2_s16_sth2_l2_ddr4_2x,matmult,imp,s16_sth2,l2,ddr4_2x,0.001216,1215700416.0,7397871.0,3650752.0,2.026399,1158301.0,2138328.0,1908.0,1077294.0,,,,6485.0,3502.0,10.0,0.00123,sdist16,0.001214,1.013179571663921,1.0115131578947367,0.9983552631578947,0.5416853728707663,0.0017711042668018201,6485.0,3502.0,10.0,0.5400154202004626,0.0015420200462606013,0.0030233937465304786
matmult_imp_stage2_s16_sth8_l1d_ddr4_1x,matmult,imp,s16_sth8,l1d,ddr4_1x,0.001213,1213133319.0,7397876.0,3643043.0,2.030688,1151284.0,2138917.0,5454.0,1083072.0,33484.0,3377.0,4745.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,1.0239076669414673,0.9958779884583677,0.538255575134519,0.00503567629852863,33484.0,3377.0,4745.0,0.10085413929040736,0.14170947318122087,0.0029332467054176033
matmult_imp_stage2_s16_sth8_l1d_ddr4_2x,matmult,imp,s16_sth8,l1d,ddr4_2x,0.001222,1221884559.0,7397871.0,3669323.0,2.016143,1150390.0,2139297.0,5372.0,1081761.0,32427.0,3486.0,4004.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,1.0319148936170213,1.0008183306055647,0.5377420713439975,0.004965976773058004,32427.0,3486.0,4004.0,0.10750300675363124,0.12347734912264471,0.003030276688775111
matmult_imp_stage2_s16_sth8_l2_ddr4_1x,matmult,imp,s16_sth8,l2,ddr4_1x,0.001226,1226207565.0,7397871.0,3682305.0,2.009035,1158140.0,2138534.0,1939.0,1077241.0,,,,6604.0,3476.0,20.0,0.001238,sdist16,0.001225,1.010612244897959,1.0097879282218596,0.999184339314845,0.5415579083615224,0.001799968623548491,6604.0,3476.0,20.0,0.5263476680799516,0.0030284675953967293,0.0030013642564802184
matmult_imp_stage2_s16_sth8_l2_ddr4_2x,matmult,imp,s16_sth8,l2,ddr4_2x,0.001215,1214545239.0,7397871.0,3647283.0,2.028326,1159146.0,2139140.0,1911.0,1078366.0,,,,6173.0,3505.0,12.0,0.00123,sdist16,0.001214,1.013179571663921,1.0123456790123457,0.9991769547325103,0.5418747721046776,0.0017721256048503012,6173.0,3505.0,12.0,0.5677952373238295,0.00194394945731411,0.003023777850244922
matmult_imp_stage2_s2_l1d_ddr4_1x,matmult,imp,s2,l1d,ddr4_1x,0.001279,1278912474.0,7397871.0,3840578.0,1.926241,1153849.0,2138224.0,5448.0,1084909.0,60567.0,4069.0,6792.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,0.9710711493354184,0.9444878811571541,0.5396296178510764,0.005021619324754426,60567.0,4069.0,6792.0,0.06718179866924233,0.11214027440685521,0.0035264579680703454
matmult_imp_stage2_s2_l1d_ddr4_2x,matmult,imp,s2,l1d,ddr4_2x,0.001299,1298515185.0,7397871.0,3899445.0,1.897162,1156421.0,2139910.0,5341.0,1085073.0,63840.0,3662.0,6382.0,,,,0.001261,sdist16,0.001223,1.0310711365494685,0.9707467282525019,0.9414934565050037,0.5404063722306078,0.004922249470772935,63840.0,3662.0,6382.0,0.05736215538847118,0.099968671679198,0.003166666810789496
matmult_imp_stage2_s2_l2_ddr4_1x,matmult,imp,s2,l2,ddr4_1x,0.001255,1254525885.0,7397876.0,3767345.0,1.963687,1159420.0,2138816.0,3370.0,1077774.0,,,,4904.0,2051.0,3.0,0.001238,sdist16,0.001225,1.010612244897959,0.9864541832669322,0.9760956175298804,0.5420849666357461,0.0031268150836817367,4904.0,2051.0,3.0,0.4182300163132137,0.0006117455138662316,0.0017689879422469856
matmult_imp_stage2_s2_l2_ddr4_2x,matmult,imp,s2,l2,ddr4_2x,0.001247,1246891194.0,7397871.0,3744418.0,1.975709,1158925.0,2138670.0,3407.0,1077472.0,,,,4981.0,1953.0,3.0,0.00123,sdist16,0.001214,1.013179571663921,0.9863672814755412,0.9735364875701684,0.5418905207442009,0.003162031124706721,4981.0,1953.0,3.0,0.3920899417787593,0.0006022886970487854,0.0016851823888517376
matmult_imp_stage2_s2_sth2_l1d_ddr4_1x,matmult,imp,s2_sth2,l1d,ddr4_1x,0.001277,1276781274.0,7397871.0,3834178.0,1.929457,1153979.0,2139072.0,5472.0,1084406.0,61696.0,4242.0,6149.0,,,,0.001242,sdist16,0.001208,1.0281456953642385,0.9725920125293658,0.9459671104150353,0.5394764645603327,0.005046080527035078,61696.0,4242.0,6149.0,0.06875648340248963,0.09966610477178424,0.0036759767725409215
