run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization
bfs_nextline_deg8_l1d_ddr4_1x,bfs,nextline,deg8,l1d,ddr4_1x,0.02384,23840158644.0,30729211.0,31124590.0,71592068.0,0.429227,5444897.0,11453838.0,3554498.0,8154868.0,226698211317.0,41634.986175,298095048411.0,83864.176717,11006708.0,1820673.0,6.045406,0.0,0.0,,2246643.0,3198254.0,0.27923,36673.235075,,3554498.0,0.435874,83531.176717,9.69,57.91,0.0,0.0,9542213011.122444,429460229.39225537,9542213011.0,429460229.0,9971673241.0,19207.0,9508.865582,429.033387,38725.74,3332.0,56217.74,8774099.0,63.504496,112.706234,231392.0,2.0,1807.0,12977546.0,6909392.0,382864.0,4371189.0,0.055412,0.106912,1953001.0,981360.0,970765.0,876.0,43434559.0,17194906.0,0.0,1199782.0,16024802.0,3187569.0,225289.0,,,,,,,,,,,,,,,,,151224384.0,6343262486.554786,2370428.0,55554.58,,,,,0.02764,1.1593959731543624,6909392.0,382864.0,4371189.0,0.05541211151429822,0.6326445221229307,0.475377511014212,0.43587437589425115,0.06569658570418382,1953001.0,0.2826588793919928,16024802.0,1199782.0,17194906.0,43434559.0,0.3689412847497772,0.027622750814622062,0.39588075476949125,6343262486.554786,151224384.0,0.49511785607003544
bfs_nextline_deg8_l1d_ddr4_2x,bfs,nextline,deg8,l1d,ddr4_2x,0.020497,20496624192.0,30729211.0,31124590.0,61551424.0,0.499245,5334756.0,11359985.0,3755241.0,8425399.0,183522093621.0,34401.21603,245809366331.0,65457.6807,7980208.0,1687422.0,4.729231,0.0,0.0,,2153221.0,3181535.0,0.280065,30774.666668,,3755241.0,0.445705,65124.6807,,,,,,,,,,,,,,,,8774099.0,53.191405,94.841851,72993.0,2.0,1643.0,12826532.0,7413920.0,394277.0,4636093.0,0.053181,0.110262,2170281.0,1090410.0,1078828.0,1043.0,42708534.0,16562978.0,0.0,1162986.0,15511332.0,3123770.0,230535.0,,,,,,,,,,,,,,,,,,,,,,,,,0.025176,1.2282773088744694,7413920.0,394277.0,4636093.0,0.05318063858255821,0.6253227712195438,0.46960942289976615,0.4457048265607362,0.06882086383513587,2170281.0,0.29273056628612126,15511332.0,1162986.0,16562978.0,42708534.0,0.3631904574387873,0.027230763762577288,0.3878142480844695,,,
bfs_nextline_deg8_l2_ddr4_1x,bfs,nextline,deg8,l2,ddr4_1x,0.026743,26743076820.0,30729211.0,31124590.0,80309540.0,0.382635,6633585.0,11516410.0,1354027.0,3523148.0,263945088368.0,39789.207249,124372634515.0,91853.880694,1674608.0,89560.0,18.698169,9146561.0,598775.0,15.275456,3110669.0,3522916.0,0.305904,42112.461522,130781.0,1223246.0,0.347203,94696.767296,13.35,59.84,0.0,0.0,11359166861.937763,383297706.13133216,11359162076.0,383297706.0,11742459782.0,19207.0,11322.733657,382.943521,50913.57,3332.0,68405.57,8774099.0,68.055206,125.012958,418328.0,2.0,2053.0,12830763.0,,,,,,,,,,,,,,,,,7563020.0,588720.0,2802331.0,0.077842,0.324907,4039296.0,3426283.0,612689.0,324.0,14436523.0,1079933.0,0.0,241056.0,5360200.0,1105453.0,345510.0,,,,,224675968.0,8401275945.629954,3520939.0,68512.06,0.02764,1.033541487492054,7563020.0,588720.0,2802331.0,0.07784192029110064,0.3705306874766958,0.5760115348446261,0.38432305426851215,0.3030348264596471,4039296.0,0.5340850612585978,5360200.0,241056.0,1079933.0,14436523.0,0.3712943899303177,0.016697649427081577,0.07480561628308977,8401275945.629954,224675968.0,0.5830417194526336
bfs_nextline_deg8_l2_ddr4_2x,bfs,nextline,deg8,l2,ddr4_2x,0.021661,21661298352.0,30729211.0,31124590.0,65048944.0,0.472402,6534368.0,11408707.0,1347464.0,3523209.0,200709389364.0,30715.960497,94630805165.0,70228.818852,1075061.0,70343.0,15.283127,6253653.0,542106.0,11.535849,3011388.0,3522980.0,0.308797,32863.336029,135834.0,1211630.0,0.3439,73058.271583,,,,,,,,,,,,,,,,8774099.0,53.821705,99.571728,111739.0,2.0,1812.0,12712607.0,,,,,,,,,,,,,,,,,8424839.0,633145.0,3135844.0,0.075152,0.34321,4517945.0,3879191.0,638180.0,574.0,14715349.0,994473.0,0.0,228203.0,4879261.0,1129523.0,374350.0,,,,,,,,,0.025176,1.1622732099164397,8424839.0,633145.0,3135844.0,0.07515217798227361,0.3722141159017994,0.5727527229860492,0.3824536097631449,0.31967187869993524,4517945.0,0.53626484731637,4879261.0,228203.0,994473.0,14715349.0,0.3315763017241385,0.015507821119295233,0.06758066016646971,,,
matmult_nextline_default_l1d_ddr4_1x,matmult,nextline,default,l1d,ddr4_1x,0.001267,1266827904.0,7397876.0,7415199.0,3804288.0,1.944617,1156609.0,2138004.0,5391.0,1116664.0,19221138711.0,16618.527706,347398263.0,64440.412354,944038.0,526341.0,1.793586,0.0,0.0,,93606.0,1063003.0,0.497194,16307.255897,,5391.0,0.004828,64107.227045,1.48,58.6,0.0,0.0,272554779.4690825,208445045.42899615,272504260.0,208445045.0,480949305.0,19207.0,267.553311,208.596605,20228.94,3332.0,37720.94,2106632.0,30.164693,28.843236,1520.0,2.0,1309.0,2150411.0,62306.0,14771.0,37664.0,0.237072,0.013705,8861.0,6844.0,1959.0,58.0,2287722.0,172848.0,0.0,5538.0,2038443.0,55044.0,641.0,,,,,,,,,,,,,,,,,136448.0,107708394.77814344,2151.0,37963.03,,,,,0.001279,1.009471191791634,62306.0,14771.0,37664.0,0.2370718710878567,0.6045003691458286,0.5409760692683456,0.004827772723039339,0.012609913093957554,8861.0,0.14221744294289473,2038443.0,5538.0,172848.0,2287722.0,0.8910361486229533,0.0024207486748827,0.07555463469774737,107708394.77814344,136448.0,0.023880304038732546
matmult_nextline_default_l1d_ddr4_2x,matmult,nextline,default,l1d,ddr4_2x,0.001267,1267112286.0,7397876.0,7415199.0,3805142.0,1.944181,1150501.0,2137973.0,5359.0,1113220.0,19169534234.0,16661.90141,322801356.0,60235.371525,960042.0,526220.0,1.824412,0.0,0.0,,90387.0,1060114.0,0.49585,16316.830537,,5359.0,0.004814,59902.185109,,,,,,,,,,,,,,,,2106632.0,30.178324,28.528422,1051.0,2.0,1313.0,2151605.0,59616.0,16779.0,35094.0,0.281451,0.015581,6725.0,5026.0,1598.0,101.0,2279079.0,165787.0,0.0,5331.0,2039345.0,55489.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001298,1.0244672454617205,59616.0,16779.0,35094.0,0.2814512882447665,0.5886674718196457,0.5381270016038556,0.00481396309803992,0.014374443149886916,6725.0,0.1128052871712292,2039345.0,5331.0,165787.0,2279079.0,0.8948110179594476,0.0023391027691449045,0.0727429808269042,,,
matmult_nextline_default_l2_ddr4_1x,matmult,nextline,default,l2,ddr4_1x,0.001186,1186286193.0,7397871.0,7415194.0,3562421.0,2.076644,1160663.0,2139241.0,2251.0,1078238.0,19058269602.0,16420.157791,109021478.0,48432.464682,872551.0,499269.0,1.747657,3600.0,150.0,24.0,82653.0,1078010.0,0.503922,16165.768727,1729.0,522.0,0.000484,85975.130268,1.25,57.08,0.0,0.0,307891975.9458079,234843835.866848,307838026.0,234843836.0,542681862.0,19207.0,292.35441,234.574086,26869.43,3332.0,44361.43,2106632.0,29.581535,27.956584,964.0,2.0,1541.0,2146922.0,,,,,,,,,,,,,,,,,10391.0,3293.0,72.0,0.316909,0.863172,5196.0,3264.0,1928.0,4.0,10820.0,10.0,0.0,6.0,410.0,268.0,154.0,,,,,319936.0,269695459.56774026,5183.0,40268.97,0.001279,1.0784148397976392,10391.0,3293.0,72.0,0.31690886343951497,0.006929073236454624,0.5425583185812164,0.0020876652464483724,0.5939754689754689,5196.0,0.500048118564142,410.0,6.0,10.0,10820.0,0.03789279112754159,0.00055452865064695,0.0009242144177449168,269695459.56774026,319936.0,0.026945475804077728
matmult_nextline_default_l2_ddr4_2x,matmult,nextline,default,l2,ddr4_2x,0.001203,1202641488.0,7397876.0,7415199.0,3611536.0,2.048404,1157879.0,2138645.0,2194.0,1077583.0,19208716625.0,16589.571643,108794695.0,49587.372379,895733.0,495650.0,1.807189,2824.0,185.0,15.264865,80525.0,1077354.0,0.503755,16274.728569,1602.0,592.0,0.000549,67603.385135,,,,,,,,,,,,,,,,2106632.0,29.985801,29.52232,1419.0,2.0,1600.0,2150115.0,,,,,,,,,,,,,,,,,10080.0,3266.0,72.0,0.324008,0.846553,5036.0,3133.0,1901.0,2.0,10659.0,7.0,0.0,4.0,565.0,261.0,143.0,,,,,,,,,0.001298,1.078969243557772,10080.0,3266.0,72.0,0.3240079365079365,0.007142857142857143,0.5414077605212646,0.0020360380592492643,0.5981684981684982,5036.0,0.4996031746031746,565.0,4.0,7.0,10659.0,0.05300684867248335,0.00037526972511492634,0.0006567220189511212,,,
matmult_nextline_deg16_l1d_ddr4_1x,matmult,nextline,deg16,l1d,ddr4_1x,0.001263,1262651085.0,7397871.0,7415194.0,3791745.0,1.951049,1150111.0,2139376.0,5626.0,1102288.0,18928754056.0,16458.197562,390417052.0,69395.138998,936299.0,521356.0,1.795892,0.0,0.0,,81580.0,1068531.0,0.499459,16317.190131,,5626.0,0.005104,69061.84305,1.45,56.23,0.0,0.0,285469203.869571,207715340.45765305,285418517.0,207715340.0,493133857.0,19207.0,278.525084,208.272897,25575.07,3332.0,43067.07,2106632.0,29.730677,27.068573,626.0,2.0,1260.0,2150776.0,140026.0,7123.0,24239.0,0.050869,0.006622,106484.0,105698.0,764.0,22.0,16063226.0,670591.0,0.0,756875.0,14479606.0,2452550.0,15034.0,,,,,,,,,,,,,,,,,158976.0,125906516.76349686,2491.0,48921.76,,,,,0.001279,1.0126682501979414,140026.0,7123.0,24239.0,0.050869124305486124,0.17310356648051076,0.5375918024695051,0.005103929281639644,0.006155194195815194,106484.0,0.7604587719423536,14479606.0,756875.0,670591.0,16063226.0,0.9014133275594828,0.04711849288555114,0.041746969133099415,125906516.76349686,158976.0,0.024485296713242694
matmult_nextline_deg16_l1d_ddr4_2x,matmult,nextline,deg16,l1d,ddr4_2x,0.001245,1244588499.0,7397876.0,7415199.0,3737503.0,1.979366,1147573.0,2137884.0,5603.0,1091310.0,19245928399.0,16770.98398,392575337.0,70065.203819,974343.0,526103.0,1.852,0.0,0.0,,78839.0,1068734.0,0.499903,16605.612834,,5603.0,0.005134,69731.906657,,,,,,,,,,,,,,,,2106632.0,30.092931,28.572264,615.0,2.0,1851.0,2148217.0,56325.0,7518.0,14059.0,0.133475,0.006985,33963.0,33501.0,458.0,4.0,16026081.0,661015.0,0.0,764263.0,14527239.0,2455423.0,14537.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001298,1.042570281124498,56325.0,7518.0,14059.0,0.13347536617842876,0.24960497114957833,0.5367798252851885,0.005134196516113662,0.0065085781120275375,33963.0,0.602982689747004,14527239.0,764263.0,661015.0,16026081.0,0.906474826877513,0.047688701935301586,0.04124620361022761,,,
matmult_nextline_deg16_l2_ddr4_1x,matmult,nextline,deg16,l2,ddr4_1x,0.001166,1166183982.0,7397871.0,7415194.0,3502054.0,2.11244,1159905.0,2139475.0,817.0,1078422.0,18544714881.0,15988.132546,73544552.0,90017.811506,805795.0,471421.0,1.70929,6327.0,303.0,20.881188,81707.0,1078198.0,0.503954,15897.098059,128.0,689.0,0.000639,98334.808418,2.02,58.68,0.0,1.0,346621121.7433785,245916600.1475743,345578405.0,245916600.0,591495005.0,19207.0,332.68164,245.422682,43345.12,3332.0,60837.12,2106632.0,28.865006,25.584145,638.0,2.0,1523.0,2146977.0,,,,,,,,,,,,,,,,,68519.0,4804.0,255.0,0.070112,0.874568,62809.0,54803.0,8006.0,0.0,78005.0,553.0,0.0,670.0,8206.0,11931.0,10050.0,,,,,351552.0,301455006.6080396,5621.0,56718.33,0.001279,1.0969125214408233,68519.0,4804.0,255.0,0.07011193975393687,0.0037215954698696712,0.5421446850278689,0.000757588402313751,0.8546521971179506,62809.0,0.9166654504589967,8206.0,670.0,553.0,78005.0,0.10519838471892827,0.00858919300044869,0.00708928914813153,301455006.6080396,351552.0,0.02936916720732475
matmult_nextline_deg16_l2_ddr4_2x,matmult,nextline,deg16,l2,ddr4_2x,0.001158,1157959881.0,7397871.0,7415194.0,3477357.0,2.127443,1159977.0,2139479.0,803.0,1078422.0,18482376281.0,15933.398922,67270901.0,83774.47198,798759.0,470346.0,1.698237,4269.0,241.0,17.713693,81779.0,1078198.0,0.503954,15851.048209,143.0,660.0,0.000612,94764.089394,,,,,,,,,,,,,,,,2106632.0,28.747742,25.375716,294.0,2.0,1509.0,2147008.0,,,,,,,,,,,,,,,,,69087.0,4824.0,303.0,0.069825,0.87965,63287.0,55517.0,7770.0,0.0,77940.0,361.0,0.0,613.0,7858.0,12092.0,10282.0,,,,,,,,,0.001298,1.1208981001727114,69087.0,4824.0,303.0,0.06982500325676322,0.004385774458291719,0.5421773244794644,0.0007446064713071506,0.857295183934601,63287.0,0.9160478816564621,7858.0,613.0,361.0,77940.0,0.1008211444701052,0.007865024377726456,0.0046317680266871955,,,
matmult_nextline_deg1_l1d_ddr4_1x,matmult,nextline,deg1,l1d,ddr4_1x,0.001262,1261844226.0,7397876.0,7415199.0,3789322.0,1.952298,1157993.0,2137475.0,5448.0,1118219.0,19360501070.0,16719.013906,379300896.0,69622.044053,898370.0,500961.0,1.793293,0.0,0.0,,89623.0,1068370.0,0.499828,16189.089333,,5448.0,0.004872,69288.921806,1.31,57.95,0.0,0.0,276471527.0013052,213528733.93423128,276420808.0,213528734.0,489949542.0,19207.0,267.646349,213.528734,26244.29,3332.0,43736.29,2106632.0,30.20054,32.647777,2164.0,2.0,1222.0,2147433.0,53469.0,9478.0,39572.0,0.177262,0.008793,3837.0,2436.0,1400.0,1.0,1149168.0,74927.0,0.0,5424.0,1005586.0,18306.0,125.0,,,,,,,,,,,,,,,,,129792.0,102858972.07093136,2054.0,42704.89,,,,,0.001279,1.013470681458003,53469.0,9478.0,39572.0,0.17726159082833043,0.7400923899829808,0.5417574474555258,0.0048720331169475745,0.008118402941058065,3837.0,0.0717612074286035,1005586.0,5424.0,74927.0,1149168.0,0.8750556924662016,0.00471993651058853,0.06520108461077928,102858972.07093136,129792.0,0.024327187720123145
matmult_nextline_deg1_l1d_ddr4_2x,matmult,nextline,deg1,l1d,ddr4_2x,0.001271,1271346381.0,7397871.0,7415194.0,3817857.0,1.937705,1157158.0,2138600.0,5387.0,1118339.0,19468699039.0,16824.581465,327076434.0,60715.877854,963491.0,535170.0,1.800346,0.0,0.0,,88572.0,1068586.0,0.499666,16405.476517,,5387.0,0.004817,60382.754223,,,,,,,,,,,,,,,,2106632.0,30.452866,29.442545,1203.0,2.0,1644.0,2150497.0,53082.0,9480.0,39403.0,0.178592,0.008794,3545.0,2110.0,1417.0,18.0,1148341.0,76127.0,0.0,5326.0,1006142.0,18301.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001298,1.021243115656963,53082.0,9480.0,39403.0,0.17859161297615012,0.7423043592931691,0.5410820162723277,0.0048169651599380865,0.008125913951028511,3545.0,0.06678346708865529,1006142.0,5326.0,76127.0,1148341.0,0.8761700575003418,0.0046379951599742585,0.06629302620040563,,,
matmult_nextline_deg1_l2_ddr4_1x,matmult,nextline,deg1,l2,ddr4_1x,0.001199,1199258208.0,7397876.0,7415199.0,3601376.0,2.054183,1160502.0,2138778.0,2471.0,1078158.0,19229139111.0,16569.673392,134646127.0,54490.541076,864580.0,492009.0,1.757244,3455.0,176.0,19.630682,82565.0,1077937.0,0.503997,16192.310237,1941.0,530.0,0.000492,71689.7,1.23,56.74,0.0,0.0,297837444.5280428,229528552.0363935,297730712.0,229528552.0,527259264.0,19207.0,284.762696,229.581918,25760.81,3332.0,43252.81,2106632.0,29.863457,29.555059,1420.0,2.0,1523.0,2146828.0,,,,,,,,,,,,,,,,,5315.0,3032.0,40.0,0.570461,0.851207,259.0,244.0,11.0,4.0,5415.0,0.0,0.0,10.0,90.0,88.0,50.0,,,,,314368.0,262135374.93670425,5050.0,40825.18,0.001279,1.066722268557131,5315.0,3032.0,40.0,0.5704609595484478,0.007525870178739417,0.5426004943009513,0.0022918718777767268,0.5509721969834636,259.0,0.048730009407337724,90.0,10.0,0.0,5415.0,0.01662049861495845,0.0018467220683287165,0.0,262135374.93670425,314368.0,0.02617970626147043
matmult_nextline_deg1_l2_ddr4_2x,matmult,nextline,deg1,l2,ddr4_2x,0.001207,1207241883.0,7397871.0,7415194.0,3625351.0,2.040597,1159286.0,2138738.0,2382.0,1077826.0,19379884208.0,16717.086386,113710396.0,47737.361881,923803.0,504675.0,1.830491,2474.0,200.0,12.37,81681.0,1077605.0,0.503851,16399.528319,1837.0,545.0,0.000506,64488.755963,,,,,,,,,,,,,,,,2106632.0,30.165748,27.530172,1260.0,2.0,1588.0,2149036.0,,,,,,,,,,,,,,,,,5278.0,3077.0,40.0,0.582986,0.849531,274.0,261.0,10.0,3.0,5372.0,0.0,0.0,12.0,82.0,87.0,50.0,,,,,,,,,0.001298,1.0753935376967687,5278.0,3077.0,40.0,0.5829859795377037,0.007578628268283441,0.5420420827609553,0.0022100042121826714,0.5636563473163583,274.0,0.05191360363774157,82.0,12.0,0.0,5372.0,0.01526433358153388,0.0022338049143708115,0.0,,,
matmult_nextline_deg32_l1d_ddr4_1x,matmult,nextline,deg32,l1d,ddr4_1x,0.001257,1256978763.0,7397871.0,7415194.0,3774711.0,1.959853,1146112.0,2134353.0,5720.0,1094354.0,18970689130.0,16552.212288,494769781.0,86498.213462,957864.0,515228.0,1.859107,0.0,0.0,,79626.0,1066486.0,0.499676,16444.797781,,5720.0,0.005227,86165.038811,2.64,56.38,0.0,0.0,291441678.0802844,209620088.8638244,291390762.0,209620089.0,501010851.0,19207.0,285.179042,209.925583,42870.23,3332.0,60362.23,2106632.0,29.735949,28.110375,654.0,2.0,1606.0,2147874.0,123103.0,7741.0,18665.0,0.062882,0.007206,95450.0,93815.0,1635.0,0.0,27376772.0,9299717.0,0.0,719456.0,16528176.0,9546620.0,79855.0,,,,,,,,,,,,,,,,,192384.0,153052705.15536943,3016.0,70100.2,,,,,0.001279,1.0175019888623706,123103.0,7741.0,18665.0,0.06288230181230352,0.15162100030056133,0.5369833387448093,0.0052268278820198945,0.006708826860960625,95450.0,0.775366969123417,16528176.0,719456.0,9299717.0,27376772.0,0.6037299065061432,0.026279796610060528,0.3396937009228115,153052705.15536943,192384.0,0.024876408644740906
matmult_nextline_deg32_l1d_ddr4_2x,matmult,nextline,deg32,l1d,ddr4_2x,0.001256,1255654422.0,7397871.0,7415194.0,3770734.0,1.96192,1149180.0,2136563.0,5750.0,1095684.0,19024779293.0,16555.090841,392560375.0,68271.369565,955880.0,518754.0,1.842646,0.0,0.0,,80969.0,1068211.0,0.499967,16472.500685,,5750.0,0.005248,67938.311652,,,,,,,,,,,,,,,,2106632.0,29.826422,27.326584,638.0,2.0,1575.0,2146518.0,117999.0,7461.0,18734.0,0.063229,0.006936,90742.0,88807.0,1913.0,22.0,27426150.0,9308678.0,0.0,719920.0,16572177.0,9586458.0,78884.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001298,1.03343949044586,117999.0,7461.0,18734.0,0.06322934940126611,0.1587640573225197,0.5378638495565073,0.005247863435077997,0.006450575416226815,90742.0,0.7690065170043814,16572177.0,719920.0,9308678.0,27426150.0,0.6042472968316734,0.026249400663235636,0.33940884885410455,,,
matmult_nextline_deg32_l2_ddr4_1x,matmult,nextline,deg32,l2,ddr4_1x,0.001165,1165004163.0,7397876.0,7415199.0,3498511.0,2.114581,1160529.0,2139538.0,899.0,1078479.0,18452162191.0,15899.785521,79509250.0,88441.879867,789244.0,464335.0,1.69973,6303.0,282.0,22.351064,82268.0,1078261.0,0.503969,15829.830491,183.0,716.0,0.000664,99389.113128,3.11,60.02,0.0,30.0,352630499.5701547,247593965.03547084,351971274.0,247593965.0,599565239.0,19207.0,337.742999,248.143319,60891.65,3332.0,78383.65,2106632.0,28.693143,25.621215,693.0,2.0,1342.0,2147055.0,,,,,,,,,,,,,,,,,105613.0,4711.0,285.0,0.044606,0.868067,99804.0,95073.0,4727.0,4.0,132864.0,14807.0,0.0,776.0,10983.0,46656.0,39193.0,,,,,355072.0,304781743.51382124,5695.0,75382.64,0.001279,1.0978540772532188,105613.0,4711.0,285.0,0.0446062511243881,0.0026985314307897703,0.5424203729964132,0.0008335813678337733,0.8397504456327985,99804.0,0.9449973014685692,10983.0,776.0,14807.0,132864.0,0.082663475433526,0.005840558766859345,0.11144478564547206,304781743.51382124,355072.0,0.02976987397533581
matmult_nextline_deg32_l2_ddr4_2x,matmult,nextline,deg32,l2,ddr4_2x,0.001159,1158733440.0,7397876.0,7415199.0,3479680.0,2.126025,1159848.0,2139536.0,821.0,1078484.0,18496156282.0,15947.051926,62845687.0,76547.730816,798077.0,468194.0,1.704586,3095.0,206.0,15.024272,81588.0,1078260.0,0.503969,15874.72983,168.0,653.0,0.000605,87482.511485,,,,,,,,,,,,,,,,2106632.0,28.758427,24.980639,279.0,2.0,1507.0,2147106.0,,,,,,,,,,,,,,,,,110481.0,4775.0,318.0,0.04322,0.879698,104560.0,98181.0,6379.0,0.0,132337.0,10540.0,0.0,631.0,10100.0,46735.0,39845.0,,,,,,,,,0.001298,1.1199309749784294,110481.0,4775.0,318.0,0.04322010119387044,0.002878322969560377,0.5421025867290852,0.0007612537599074257,0.8532880629020729,104560.0,0.9464070745196007,10100.0,631.0,10540.0,132337.0,0.07632030346766211,0.004768129850306415,0.07964514837120382,,,
matmult_nextline_deg4_l1d_ddr4_1x,matmult,nextline,deg4,l1d,ddr4_1x,0.001243,1242562860.0,7397871.0,7415194.0,3731420.0,1.982591,1147590.0,2137794.0,5438.0,1096637.0,19169985626.0,16704.559665,389724368.0,71666.856933,947473.0,520203.0,1.821352,0.0,0.0,,84772.0,1062818.0,0.497156,16385.890771,,5438.0,0.004959,71333.550754,3.15,57.75,0.0,0.0,280401105.8241351,211949035.7212189,280349599.0,211949036.0,492298635.0,19207.0,274.838409,211.794516,27659.48,3332.0,45151.48,2106632.0,29.96308,29.71552,1430.0,2.0,1585.0,2148478.0,39694.0,13538.0,19030.0,0.341059,0.012578,6091.0,4837.0,1245.0,9.0,4463332.0,301142.0,0.0,3465.0,4108911.0,181192.0,2017.0,,,,,,,,,,,,,,,,,188288.0,151531971.58975118,2953.0,43488.73,,,,,0.001279,1.0289621882542237,39694.0,13538.0,19030.0,0.34105910213130447,0.47941754421323124,0.5368103755553623,0.004958796757723841,0.011659351940526799,6091.0,0.15344888396231168,4108911.0,3465.0,301142.0,4463332.0,0.9205927320665368,0.0007763258480435692,0.06747022179842324,151531971.58975118,188288.0,0.024443825907291872
matmult_nextline_deg4_l1d_ddr4_2x,matmult,nextline,deg4,l1d,ddr4_2x,0.001258,1257900174.0,7397876.0,7415199.0,3777478.0,1.958419,1145626.0,2136626.0,5359.0,1095392.0,19511922217.0,17031.668465,364007262.0,67924.475089,1003739.0,531721.0,1.887717,0.0,0.0,,83306.0,1062320.0,0.497195,16716.064494,,5359.0,0.004892,67591.164396,,,,,,,,,,,,,,,,2106632.0,30.604719,30.440601,1150.0,2.0,1660.0,2146947.0,39360.0,13108.0,18886.0,0.333028,0.012189,6504.0,5433.0,1061.0,10.0,4453838.0,297580.0,0.0,3122.0,4102780.0,181110.0,1881.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001298,1.0317965023847375,39360.0,13108.0,18886.0,0.3330284552845528,0.4798272357723577,0.5361846200504908,0.004892312523735795,0.011312346060441828,6504.0,0.1652439024390244,4102780.0,3122.0,297580.0,4453838.0,0.9211785430902516,0.0007009684680942594,0.0668142846686386,,,
matmult_nextline_deg4_l2_ddr4_1x,matmult,nextline,deg4,l2,ddr4_1x,0.001178,1177770051.0,7397885.0,7415209.0,3536847.0,2.091664,1159291.0,2137050.0,1963.0,1076134.0,18777601435.0,16197.48746,99012771.0,50439.516556,814168.0,474835.0,1.714634,4220.0,230.0,18.347826,83383.0,1075908.0,0.503455,15997.59625,1341.0,622.0,0.000578,85608.115756,1.32,59.79,0.0,0.0,316421698.5171072,235563809.5606491,315878299.0,235563810.0,551442108.0,19207.0,301.912924,235.944189,31252.65,3332.0,48744.65,2106633.0,29.272795,26.81578,1159.0,2.0,1264.0,2146239.0,,,,,,,,,,,,,,,,,19754.0,3579.0,133.0,0.181178,0.85194,14532.0,9481.0,5050.0,1.0,21278.0,19.0,0.0,4.0,1497.0,890.0,493.0,,,,,323520.0,274688594.53958046,5200.0,44881.28,0.001279,1.0857385398981323,19754.0,3579.0,133.0,0.18117849549458337,0.006732813607370659,0.542472567324115,0.0018241222747353025,0.6457957416095272,14532.0,0.735648476257973,1497.0,4.0,19.0,21278.0,0.07035435661246357,0.00018798759281887396,0.0008929410658896513,274688594.53958046,323520.0,0.027380443347973214
