run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused
spmv_nextline_deg32_l1d_ddr4_1x,spmv,nextline,deg32,l1d,ddr4_1x,0.006169,6168817341.0,11279576.0,18524977.0,0.61018,1973748.0,4825049.0,693896.0,4468086.0,3757761.0,164924.0,2716972.0,nan,nan,nan
spmv_nextline_deg32_l1d_ddr4_2x,spmv,nextline,deg32,l1d,ddr4_2x,0.005501,5500858968.0,11279581.0,16519096.0,0.684273,1978327.0,4825368.0,692993.0,4377910.0,3672713.0,162957.0,2628035.0,nan,nan,nan
spmv_nextline_deg32_l2_ddr4_1x,spmv,nextline,deg32,l2,ddr4_1x,0.008151,8151380460.0,11279795.0,24478620.0,0.461782,2253925.0,4828636.0,221618.0,1687313.0,nan,nan,nan,11038487.0,629051.0,427070.0
spmv_nextline_deg32_l2_ddr4_2x,spmv,nextline,deg32,l2,ddr4_2x,0.006472,6472430091.0,11279576.0,19436727.0,0.581557,2251645.0,4828463.0,216723.0,1687202.0,nan,nan,nan,11898254.0,649439.0,465352.0
spmv_nextline_deg4_l1d_ddr4_1x,spmv,nextline,deg4,l1d,ddr4_1x,0.006614,6613518528.0,11279576.0,19860416.0,0.569151,1726144.0,4826477.0,685344.0,4504975.0,3471224.0,213882.0,2753570.0,nan,nan,nan
spmv_nextline_deg4_l1d_ddr4_2x,spmv,nextline,deg4,l1d,ddr4_2x,0.005904,5904080676.0,11279576.0,17729972.0,0.63754,1722181.0,4826855.0,684753.0,4471287.0,3433443.0,213832.0,2720418.0,nan,nan,nan
spmv_nextline_deg4_l2_ddr4_1x,spmv,nextline,deg4,l2,ddr4_1x,0.007721,7720784154.0,11279576.0,23185538.0,0.487527,2184430.0,4827728.0,252429.0,1687210.0,nan,nan,nan,2504744.0,401912.0,96419.0
spmv_nextline_deg4_l2_ddr4_2x,spmv,nextline,deg4,l2,ddr4_2x,0.006975,6975409608.0,11279576.0,20947176.0,0.539623,2200101.0,4828061.0,252448.0,1687218.0,nan,nan,nan,2505952.0,402088.0,96540.0
spmv_nextline_deg8_l1d_ddr4_1x,spmv,nextline,deg8,l1d,ddr4_1x,0.006205,6205335453.0,11279581.0,18634641.0,0.606589,1912410.0,4825845.0,684089.0,4492322.0,3472650.0,172435.0,2740959.0,nan,nan,nan
spmv_nextline_deg8_l1d_ddr4_2x,spmv,nextline,deg8,l1d,ddr4_2x,0.005613,5612909805.0,11279576.0,16855585.0,0.670613,1927392.0,4826423.0,684604.0,4450154.0,3440490.0,171125.0,2699322.0,nan,nan,nan
spmv_nextline_deg8_l2_ddr4_1x,spmv,nextline,deg8,l2,ddr4_1x,0.007919,7918597143.0,11279581.0,23779571.0,0.475348,2206027.0,4828390.0,223844.0,1687251.0,nan,nan,nan,5527616.0,543109.0,233701.0
spmv_nextline_deg8_l2_ddr4_2x,spmv,nextline,deg8,l2,ddr4_2x,0.006817,6817155021.0,11279581.0,20471937.0,0.55215,2216053.0,4828439.0,223751.0,1687307.0,nan,nan,nan,5549284.0,544195.0,235249.0
