benchmark,pf_level,memory,family,config,speedup_vs_nopf,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_coverage,pf_unused_ratio,pf_late,pf_late_ratio,pf_removed_full,pf_removed_full_ratio,pf_buffer_hit,pf_buffer_hit_ratio,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,mem_avg_rdq_len,mem_avg_wrq_len,dram_bw_total,dram_bw_utilization,dram_avg_q_lat,dram_avg_mem_acc_lat,prefetcher_read_rate,prefetcher_read_bytes
merge,l1d,ddr4_1x,Next-line,deg4,1.1851436723048707,0.05113158888342239,0.3511965339769126,1589994.0,111054.0,2253.0,0.069846,0.54669,0.0014169864791942612,1475913.0,0.9282506726440477,906.0,0.00035179192555989664,857429.0,0.3329322284115857,36.0,3.0,12.0,1.43,47.33,783330445.0,0.03889426389626587,34370.46,51862.46,301855826.31454635,2962368.0
merge,l1d,ddr4_1x,Stride,deg32_dist1,1.1847815014770298,0.023081018388738016,0.33253272053346095,2098560.0,159467.0,10489.0,0.075989,0.794843,0.00499818923452272,1918494.0,0.9141954483074108,1526417.0,0.3903308774266271,273128.0,0.06984349092664704,56998.0,2114.0,26.962157,5.15,48.26,793814416.0,0.03941481858344492,61515.41,79007.41,406380198.3297702,3989248.0
merge,l1d,ddr4_2x,No prefetch,none,1.0,0.09471320271825076,0.3578520146665542,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
merge,l1d,ddr4_2x,IMP,s32_sth8,1.1788953839951624,0.07031496040729399,0.3436670693201375,214165.0,77236.0,6962.0,0.3606378259752994,0.09106000084886841,0.03250764597389863,123997.0,0.5820799534324771,1742.0,0.0009613707756529263,1070149.0,0.5905912595833545,33322.0,1131.0,29.462423,,,,,,,,
merge,l1d,ddr4_2x,Next-line,deg4,1.189686737184703,0.05087276130001099,0.3511822547893556,1561289.0,111203.0,2253.0,0.071225,0.547033,0.0014430384124912172,1447204.0,0.9269289670266043,906.0,0.0003532137578707994,880324.0,0.34320369556716734,0.0,0.0,28.714286,,,,,,,,
merge,l1d,ddr4_2x,Stride,deg32_dist1,1.2008007391438251,0.021405439537805382,0.33272241382423573,2114484.0,162543.0,10512.0,0.076871,0.813223,0.004971425652783374,1930578.0,0.9130255892217676,1494968.0,0.3825709729128835,285747.0,0.07312431289294334,41859.0,1812.0,23.100993,,,,,,,,
merge,l2,ddr4_1x,No prefetch,none,1.0,0.0951809118436763,0.3578311220490022,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
merge,l2,ddr4_1x,IMP,s32,1.145572737122033,0.07605281628158359,0.0857086066388392,85093.0,54694.0,373.0,0.6427555733139036,0.760251313558144,0.004383439295829269,38169.0,0.3820185359409092,3685.0,0.018453695496497054,86694.0,0.43414509562369485,30621.0,765.0,40.027451,9.92,48.29,742587979.0,0.03687130125705856,70592.57,88084.57,378541780.7197138,3919232.0
merge,l2,ddr4_1x,Next-line,deg4,1.1551296057205285,0.07534752545979262,0.13053983121902332,277774.0,45960.0,469.0,0.165458,0.640495,0.0016884229625522907,230835.0,0.831017301835305,0.0,0.0,31.0,0.00011158263774156742,0.0,0.0,40.421053,1.43,46.47,765825730.0,0.03802511217493973,34447.84,51939.84,297240560.96810204,2992768.0
merge,l2,ddr4_1x,Stride,deg32_dist1,1.1343996878962255,0.08154016621097417,0.11930333528727981,683886.0,48274.0,414.0,0.070588,0.746294,0.0006053640519033875,627494.0,0.9175418125243096,343135.0,0.2946611742136372,131953.0,0.11331232873653829,28222.0,952.0,29.644958,5.41,48.86,752094127.0,0.03734330465142294,73446.3,90938.3,349060160.3012534,3579008.0
merge,l2,ddr4_2x,No prefetch,none,1.0,0.09471320271825076,0.3578520146665542,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
merge,l2,ddr4_2x,IMP,s32_sth2_dist32_ipd16,1.1637647995224358,0.07635632760795039,0.06664945100239861,91741.0,58651.0,391.0,0.6393106680764326,0.8137834387834387,0.004261998452164245,36597.0,0.3696741348310067,1654.0,0.01074298036515741,48025.0,0.31192964452036553,13729.0,387.0,35.475452,,,,,,,,
merge,l2,ddr4_2x,Next-line,deg4,1.1609925558312655,0.07513019494756838,0.1301955686971017,277787.0,46031.0,476.0,0.165706,0.640824,0.0017135431103687357,230843.0,0.8310072105606093,0.0,0.0,25.0,8.998340705973818e-05,0.0,0.0,27.5,,,,,,,,
merge,l2,ddr4_2x,Stride,deg32_dist1,1.1520732788338421,0.0815328519880308,0.10434570943160028,716213.0,51287.0,425.0,0.071609,0.772592,0.0005933988911120015,658509.0,0.9194317891465248,308836.0,0.2653098041506523,133412.0,0.11460940949677766,22491.0,1013.0,22.202369,,,,,,,,
quick,l1d,ddr4_1x,No prefetch,none,1.0,0.035004918962317035,0.34397411440851905,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
quick,l1d,ddr4_1x,IMP,s32_sth2_pt8,1.1555634722717016,0.005300489118072483,0.3281420859375899,175910.0,74424.0,2299.0,0.4230799840827696,0.6051420486884687,0.013069183104996874,93804.0,0.5650911456764539,1.0,1.2356861208970586e-06,78298.0,0.0967517518939979,0.0,0.0,,6.72,57.02,385104719.0,0.019121386975433228,46985.97,64477.97,182772412.2227384,1553088.0
quick,l1d,ddr4_1x,Next-line,deg32,1.1828126899234228,0.0008931461030409133,0.3118050168088958,1970185.0,83684.0,6714.0,0.042475,0.977069,0.0034078018054142126,1879574.0,0.954008887490261,28084.0,0.01268532939216657,208124.0,0.09400802928412175,393.0,12.0,32.75,4.29,57.13,404391212.0,0.02007900831284401,55542.05,73034.05,219337287.8024996,1804480.0
quick,l1d,ddr4_1x,Stride,deg8_dist1,1.1779445587701247,0.0015631702864893646,0.33947236838972356,603831.0,79577.0,589.0,0.131787,0.957479,0.0009754384918959113,523601.0,0.8671316974451461,0.0,0.0,100.0,0.000165580184688138,0.0,0.0,477.0,1.34,57.69,396096836.0,0.019667172348777972,22601.85,40093.85,211404523.4107604,1746432.0
quick,l1d,ddr4_2x,No prefetch,none,1.0,0.035008919720362866,0.34399826141549755,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
quick,l1d,ddr4_2x,IMP,s32_dist32_addr16,1.1528373867429662,0.005101154745906671,0.3279692870032989,172896.0,74633.0,2323.0,0.43166412178419394,0.6149466485395295,0.013435822691097539,90734.0,0.5572177800705013,1.0,1.2773724958708933e-06,77420.0,0.09889417863032457,0.0,0.0,,,,,,,,,
quick,l1d,ddr4_2x,Next-line,deg16,1.1759698406907455,0.0009184277165845529,0.32520774373950007,1176617.0,82584.0,3744.0,0.070188,0.977742,0.0031820039996022496,1090037.0,0.926416157509198,294.0,0.00023113970744317029,89094.0,0.07004476562905379,160.0,12.0,13.333333,,,,,,,,
quick,l1d,ddr4_2x,Stride,deg8_dist1,1.1712693798449614,0.0014554220789662466,0.33944408070948157,603812.0,79580.0,592.0,0.131796,0.957342,0.0009804376196564494,523587.0,0.867135797234901,0.0,0.0,126.0,0.0002086279236885417,0.0,0.0,9.0,,,,,,,,
quick,l2,ddr4_1x,No prefetch,none,1.0,0.035004918962317035,0.34397411440851905,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
quick,l2,ddr4_1x,IMP,s32_dist32_addr16,1.124711049468331,0.025406168565106052,0.026453365529731362,28315.0,26303.0,19.0,0.9289422567543705,0.9231066189373202,0.0006710224262758256,5473.0,0.1818755815499136,0.0,0.0,10.0,0.0003321707357581797,0.0,0.0,,8.3,59.13,371469611.0,0.018444370663618505,51035.44,68527.44,178759174.46955308,1575296.0
quick,l2,ddr4_1x,Next-line,deg8,1.1358701996031284,0.024772650521099854,0.009677341506383184,211744.0,27697.0,756.0,0.130804,0.979766,0.0035703491008009674,183123.0,0.8648320613571104,39.0,0.00018403865755596663,109.0,0.0005143644531692401,398.0,11.0,36.181818,1.91,56.14,390002288.0,0.01936456320119089,23222.24,40714.24,212878614.6017581,1823680.0
quick,l2,ddr4_1x,Stride,default,1.1332246419005474,0.024935496309006693,0.017472047139510734,108165.0,27041.0,8.0,0.249998,0.971614,7.39610779827116e-05,80452.0,0.7437895807331392,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.36,55.49,380933024.0,0.01891425216117903,17784.1,35276.1,206516663.15534675,1773376.0
quick,l2,ddr4_2x,No prefetch,none,1.0,0.035008919720362866,0.34399826141549755,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
quick,l2,ddr4_2x,IMP,s32_dist8_addr16,1.1210294458613494,0.02528795400371906,0.02647783251231527,28397.0,26300.0,19.0,0.9261541712152692,0.9230337275822131,0.0006690847624749093,5729.0,0.18878307575707648,0.0,0.0,10.0,0.00032938076416337287,0.0,0.0,,,,,,,,,
quick,l2,ddr4_2x,Next-line,deg16,1.1309941520467837,0.02475757246267795,0.009182503770739064,394872.0,27747.0,1170.0,0.070268,0.980044,0.0029629854737737798,365843.0,0.9264850381895906,268.0,0.0006774725219167416,403.0,0.0010187366654195778,316.0,16.0,19.75,,,,,,,,
quick,l2,ddr4_2x,Stride,deg8_dist1,1.1279598740230956,0.02476799434725105,0.01558783400345323,205788.0,27203.0,19.0,0.132189,0.956438,9.232802690147142e-05,178499.0,0.8673926565203024,0.0,0.0,0.0,0.0,0.0,0.0,340.666667,,,,,,,,
matmult,l1d,ddr4_1x,No prefetch,none,1.0,0.5425800049754687,0.005070230675081171,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
matmult,l1d,ddr4_1x,IMP,s64_ipd16_addr16,1.059652029826015,0.5374172566384098,0.005074519297402681,24225.0,3014.0,4710.0,0.12441692466460268,0.002616001527592133,0.19442724458204336,21515.0,0.6192614339579195,49009.0,0.017024751875070996,1300507.0,0.45177026641622875,965365.0,536710.0,1.798672,3.9,56.96,515588559.0,0.02560022734165713,38442.71,55934.71,190107054.78031245,229632.0
matmult,l1d,ddr4_1x,Next-line,deg8,1.0356275303643725,0.536986353922218,0.005063421326425384,29421.0,8886.0,11843.0,0.302029,0.008257,0.4025356038204004,7911.0,0.2688895686754359,8070230.0,0.9379382658957119,485604.0,0.0564378677772531,950089.0,514882.0,1.845256,6.44,57.92,498247850.0,0.024739218917563064,36131.79,53623.79,175303672.59882814,216576.0
matmult,l1d,ddr4_1x,Stride,deg16_dist1,1.066722268557131,0.5352245323402232,0.005065778265024186,16594.0,3806.0,2328.0,0.22936,0.003536,0.14029167168856213,9388.0,0.5657466554176208,45171.0,0.05035033785365397,87093.0,0.09707914313803735,987067.0,537108.0,1.837744,4.25,57.74,518842555.0,0.02576179616609034,42298.65,59790.65,202988207.00733143,243328.0
matmult,l1d,ddr4_2x,No prefetch,none,1.0,0.5435125964346933,0.004959456788703016,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
