benchmark,pf_level,memory,family,run,prefetcher,config,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization,source_file,nopf_simSeconds,pf_accuracy_calc,pf_coverage_calc,pf_per_demand_access,pf_hit_in_cache,pf_hit_in_mshr,pf_hit_in_wb,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,pf_accuracy_direct,pf_coverage_direct,imp_default_simSeconds,improvement_over_stage2_best_pct,pf_coverage_l1d,speedup_vs_imp_default,speedup_vs_stage1_best,speedup_vs_stage2_best,stage,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,stage2_best_config,stage2_best_simSeconds,stage2_best_speedup_vs_nopf,label
bfs,l2,ddr4_2x,Next-line,bfs_nextline_default_l2_ddr4_2x,nextline,default,0.02142,21420066159.0,30729211.0,31124590.0,64324523.0,0.477722,6548799.0,11391538.0,1386199.0,3529862.0,199341789660.0,30439.442356,95170940402.0,68656.044624,720596.0,51168.0,14.082942,3913303.0,253502.0,15.436971,3019165.0,3529634.0,0.309847,32130.337821,185965.0,1200234.0,0.340023,72761.725116,,,,,,,,,,,,,,,,8774099.0,53.165153,97.785222,90009.0,2.0,1693.0,12731816.0,,,,,,,,,,,,,,,,,3404325.0,456033.0,1559491.0,0.133957,0.275338,1201062.0,1004040.0,196910.0,112.0,3597851.0,7838.0,0.0,61521.0,81941.0,86613.0,21588.0,,,,,,,,,1.1753501400560225,3404325.0,456033.0,1559491.0,0.133957,0.4580911046977007,0.5748827770227339,0.3927062871013088,0.275338,1201062.0,0.35280474102795706,81941.0,61521.0,7838.0,3597851.0,0.022774984289232657,0.017099374043005117,0.0021785226792326866,,,,nextline\nextline_results_vs_nopf.csv,0.025176,0.13395695181864245,0.24754374041923058,0.9644357201499663,1004040.0,196910.0,112.0,3913303.0,253502.0,15.436971,0.133957,0.275338,,,,,,,,,,,,,,
bfs,l2,ddr4_2x,Stride,bfs_stride_default_l2_ddr4_2x,stride,default,0.019193,19193138316.0,30729211.0,31124590.0,57637052.0,0.533151,6534306.0,11358445.0,1273326.0,3530272.0,177253869023.0,27126.655688,82063559849.0,64448.193039,668723.0,65778.0,10.166363,6726.0,304.0,22.125,3004273.0,3530033.0,0.310785,27956.688083,58536.0,1214790.0,0.344107,65329.778387,,,,,,,,,,,,,,,,8774099.0,47.998644,88.492933,47157.0,2.0,1677.0,12700650.0,,,,,,,,,,,,,,,,,1144358.0,217106.0,82032.0,0.189719,0.151621,786671.0,440856.0,345815.0,0.0,1156453.0,7061.0,0.0,2554.0,0.0,46659.0,33937.0,,,,,,,,,1.311728234252071,1144358.0,217106.0,82032.0,0.189719,0.0716838611693194,0.5752817397099691,0.36068778836304966,0.151621,786671.0,0.6874343518374495,0.0,2554.0,7061.0,1156453.0,0.0,0.0022084771279074896,0.006105738841094277,,,,stride\stride_results_vs_nopf.csv,0.025176,0.18971860204586327,0.14566649132600482,0.3241557591029813,440856.0,345815.0,0.0,6726.0,304.0,22.125,0.189719,0.151621,,,,,,,,,,,,,,
matmult,l1d,ddr4_1x,IMP,matmult_imp_default_l1d_ddr4_1x,imp,default,0.001242,1242151938.0,7397885.0,7415209.0,3730186.0,1.983251,1153373.0,2138673.0,5469.0,1084788.0,19059982313.0,16525.427865,377550923.0,69034.72719,904005.0,507110.0,1.782661,0.0,0.0,,100768.0,1052605.0,0.492177,16254.245135,,5469.0,0.005042,68701.666301,1.88,57.21,0.0,0.0,281885000.77033246,219438533.77460173,281833477.0,219438534.0,501272011.0,19207.0,269.055652,219.902245,26409.03,3332.0,43901.03,2106633.0,29.685663,30.258648,1397.0,2.0,1560.0,2148897.0,55493.0,4714.0,6658.0,0.084948,0.004458,23527.0,14680.0,8798.0,49.0,1899860.0,438115.0,0.0,805458.0,83.0,2694920.0,0.0,,,,,,,,,,,,,,,,,160704.0,129375477.41442238,2602.0,44612.34,,,,,1.0297906602254427,55493.0,4714.0,6658.0,0.084948,0.11997909646261691,0.5392937583258404,0.005041538070111395,0.004458,23527.0,0.42396338276899787,83.0,805458.0,438115.0,1899860.0,4.368742960007579e-05,0.42395650205804636,0.23060383396671333,129375477.41442238,160704.0,0.024889375874629627,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.001279,0.08494765105508803,0.004070505929174579,0.025947398223103765,14680.0,8798.0,49.0,904005.0,507110.0,1.782661,0.084948,0.004458,,,,,,,stage1,,,,,,,IMP default
matmult,l1d,ddr4_1x,Next-line,matmult_nextline_default_l1d_ddr4_1x,nextline,default,0.001267,1266827904.0,7397876.0,7415199.0,3804288.0,1.944617,1156609.0,2138004.0,5391.0,1116664.0,19221138711.0,16618.527706,347398263.0,64440.412354,944038.0,526341.0,1.793586,0.0,0.0,,93606.0,1063003.0,0.497194,16307.255897,,5391.0,0.004828,64107.227045,1.48,58.6,0.0,0.0,272554779.4690825,208445045.42899612,272504260.0,208445045.0,480949305.0,19207.0,267.553311,208.596605,20228.94,3332.0,37720.94,2106632.0,30.164693,28.843236,1520.0,2.0,1309.0,2150411.0,62306.0,14771.0,37664.0,0.237072,0.013705,8861.0,6844.0,1959.0,58.0,2287722.0,172848.0,0.0,5538.0,2038443.0,55044.0,641.0,,,,,,,,,,,,,,,,,136448.0,107708394.77814344,2151.0,37963.03,,,,,1.009471191791634,62306.0,14771.0,37664.0,0.237072,0.6045003691458286,0.5409760692683456,0.004827772723039339,0.013705,8861.0,0.14221744294289473,2038443.0,5538.0,172848.0,2287722.0,0.8910361486229533,0.0024207486748827,0.07555463469774737,107708394.77814344,136448.0,0.023880304038732546,nextline\nextline_results_vs_nopf.csv,0.001279,0.2370718710878567,0.012609913093957554,0.029142134439411712,6844.0,1959.0,58.0,944038.0,526341.0,1.793586,0.237072,0.013705,,,,,,,,,,,,,,
matmult,l1d,ddr4_1x,Stride,matmult_stride_default_l1d_ddr4_1x,stride,default,0.001221,1220580864.0,7397871.0,7415194.0,3665408.0,2.018296,1153431.0,2138227.0,5451.0,1081613.0,18974385822.0,16450.386561,432198792.0,79287.982389,900392.0,503298.0,1.788984,0.0,0.0,,86964.0,1066467.0,0.498762,16148.853062,,5451.0,0.00504,78954.921299,3.27,58.31,0.0,0.0,285922883.352692,222110642.5604261,285870449.0,222110643.0,507981092.0,19207.0,273.810617,222.267945,36863.98,3332.0,54355.98,2106632.0,29.710359,28.758054,822.0,2.0,1438.0,2151112.0,23735.0,3744.0,4073.0,0.157742,0.003498,8806.0,6715.0,2088.0,3.0,1580012.0,306341.0,0.0,765057.0,80.0,2591796.0,5391.0,,,,,,,,,,,,,,,,,212096.0,173766446.9889641,3404.0,56116.84,,,,,1.0475020475020473,23735.0,3744.0,4073.0,0.157742,0.17160311775858436,0.5394333716672739,0.005039695343898419,0.003498,8806.0,0.37101327153992,80.0,765057.0,306341.0,1580012.0,5.0632526841568295e-05,0.4842096135978714,0.1938852363146609,173766446.9889641,212096.0,0.025222498081970135,stride\stride_results_vs_nopf.csv,0.001279,0.15774173161997052,0.003235465681508847,0.011100318160793966,6715.0,2088.0,3.0,900392.0,503298.0,1.788984,0.157742,0.003498,,,,,,,,,,,,,,
matmult,l1d,ddr4_2x,IMP,matmult_imp_default_l1d_ddr4_2x,imp,default,0.001261,1261173564.0,7397876.0,7415199.0,3787308.0,1.953336,1151766.0,2139866.0,5355.0,1086353.0,18960185053.0,16461.83778,350346451.0,65424.173856,920762.0,511624.0,1.799685,0.0,0.0,,98582.0,1053184.0,0.492173,16259.249126,,5355.0,0.004929,65091.111671,,,,,,,,,,,,,,,,2106632.0,29.711112,30.395988,1558.0,2.0,1416.0,2156522.0,55078.0,4680.0,8082.0,0.08497,0.004424,22125.0,15610.0,6496.0,19.0,1877824.0,430967.0,0.0,801319.0,10.0,2701192.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.02934179222839,55078.0,4680.0,8082.0,0.08497,0.14673735429754167,0.538242114225844,0.004929336965056478,0.004424,22125.0,0.4017030393260467,10.0,801319.0,430967.0,1877824.0,5.325312702361882e-06,0.42672742493439214,0.22950340393987936,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.001298,0.08497040560659429,0.0040468815664544645,0.025738994871641496,15610.0,6496.0,19.0,920762.0,511624.0,1.799685,0.08497,0.004424,,,,,,,stage1,,,,,,,IMP default
matmult,l1d,ddr4_2x,Next-line,matmult_nextline_default_l1d_ddr4_2x,nextline,default,0.001267,1267112286.0,7397876.0,7415199.0,3805142.0,1.944181,1150501.0,2137973.0,5359.0,1113220.0,19169534234.0,16661.90141,322801356.0,60235.371525,960042.0,526220.0,1.824412,0.0,0.0,,90387.0,1060114.0,0.49585,16316.830537,,5359.0,0.004814,59902.185109,,,,,,,,,,,,,,,,2106632.0,30.178324,28.528422,1051.0,2.0,1313.0,2151605.0,59616.0,16779.0,35094.0,0.281451,0.015581,6725.0,5026.0,1598.0,101.0,2279079.0,165787.0,0.0,5331.0,2039345.0,55489.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0244672454617205,59616.0,16779.0,35094.0,0.281451,0.5886674718196457,0.5381270016038556,0.00481396309803992,0.015581,6725.0,0.1128052871712292,2039345.0,5331.0,165787.0,2279079.0,0.8948110179594476,0.0023391027691449045,0.0727429808269042,,,,nextline\nextline_results_vs_nopf.csv,0.001298,0.2814512882447665,0.014374443149886916,0.02788435588288533,5026.0,1598.0,101.0,960042.0,526220.0,1.824412,0.281451,0.015581,,,,,,,,,,,,,,
matmult,l1d,ddr4_2x,Stride,matmult_stride_default_l1d_ddr4_2x,stride,default,0.00123,1229884884.0,7397871.0,7415194.0,3693348.0,2.003028,1152168.0,2139234.0,5347.0,1082617.0,18837953717.0,16350.006003,344086806.0,64351.375725,910547.0,503113.0,1.809826,0.0,0.0,,85852.0,1066316.0,0.498457,16124.383897,,5347.0,0.004939,64018.313447,,,,,,,,,,,,,,,,2106632.0,29.700775,28.682264,968.0,2.0,1622.0,2162186.0,25177.0,3967.0,5108.0,0.157564,0.003706,9093.0,6994.0,2066.0,33.0,1584995.0,312535.0,0.0,766152.0,87.0,2595369.0,5279.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0552845528455284,25177.0,3967.0,5108.0,0.157564,0.20288358422369623,0.5385890463595848,0.004938958098755146,0.003706,9093.0,0.3611629661993089,87.0,766152.0,312535.0,1584995.0,5.488976305918946e-05,0.48337818100372554,0.1971835873299285,,,,stride\stride_results_vs_nopf.csv,0.001298,0.15756444373833262,0.0034312601902027015,0.011769165972492958,6994.0,2066.0,33.0,910547.0,503113.0,1.809826,0.157564,0.003706,,,,,,,,,,,,,,
matmult,l2,ddr4_1x,IMP,matmult_imp_default_l2_ddr4_1x,imp,default,0.001238,1238238522.0,7397885.0,7415209.0,3718434.0,1.989519,1157391.0,2138569.0,2685.0,1077581.0,19097013411.0,16500.053492,183656826.0,68401.052514,876053.0,486453.0,1.8009,59.0,1.0,59.0,80027.0,1077364.0,0.503778,16223.853095,725.0,1960.0,0.001819,71730.238776,3.36,57.08,0.0,0.0,279571337.71032846,216152215.6229605,279519651.0,216152216.0,495671867.0,19207.0,267.01156,216.617393,29312.47,3332.0,46804.47,2106633.0,29.777689,28.308683,1114.0,2.0,1633.0,2151658.0,,,,,,,,,,,,,,,,,5961.0,2727.0,8.0,0.457474,0.581822,2514.0,1627.0,883.0,4.0,6286.0,96.0,0.0,117.0,0.0,3206.0,0.0,,,,,213184.0,172167152.13775265,3442.0,44523.34,1.0331179321486268,5961.0,2727.0,8.0,0.457474,0.001342056701895655,0.5411988109806136,0.0024916920398559365,0.581822,2514.0,0.4217413185707096,0.0,117.0,96.0,6286.0,0.0,0.018612790327712375,0.015272033089405028,172167152.13775265,213184.0,0.02461131508944836,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.001279,0.45747357825868146,0.503880266075388,0.005531834729825415,1627.0,883.0,4.0,59.0,1.0,59.0,0.457474,0.581822,,,,,,,stage1,,,,,,,IMP default
matmult,l2,ddr4_1x,Next-line,matmult_nextline_default_l2_ddr4_1x,nextline,default,0.001186,1186286193.0,7397871.0,7415194.0,3562421.0,2.076644,1160663.0,2139241.0,2251.0,1078238.0,19058269602.0,16420.157791,109021478.0,48432.464682,872551.0,499269.0,1.747657,3600.0,150.0,24.0,82653.0,1078010.0,0.503922,16165.768727,1729.0,522.0,0.000484,85975.130268,1.25,57.08,0.0,0.0,307891975.9458079,234843835.866848,307838026.0,234843836.0,542681862.0,19207.0,292.35441,234.574086,26869.43,3332.0,44361.43,2106632.0,29.581535,27.956584,964.0,2.0,1541.0,2146922.0,,,,,,,,,,,,,,,,,10391.0,3293.0,72.0,0.316909,0.863172,5196.0,3264.0,1928.0,4.0,10820.0,10.0,0.0,6.0,410.0,268.0,154.0,,,,,319936.0,269695459.56774026,5183.0,40268.97,1.0784148397976392,10391.0,3293.0,72.0,0.316909,0.006929073236454624,0.5425583185812164,0.0020876652464483724,0.863172,5196.0,0.500048118564142,410.0,6.0,10.0,10820.0,0.03789279112754159,0.00055452865064695,0.0009242144177449168,269695459.56774026,319936.0,0.026945475804077728,nextline\nextline_results_vs_nopf.csv,0.001279,0.31690886343951497,0.5939754689754689,0.009637018914191487,3264.0,1928.0,4.0,3600.0,150.0,24.0,0.316909,0.863172,,,,,,,,,,,,,,
matmult,l2,ddr4_1x,Stride,matmult_stride_default_l2_ddr4_1x,stride,default,0.001198,1198466334.0,7397876.0,7415199.0,3598998.0,2.05554,1160647.0,2139342.0,2659.0,1078651.0,19191092195.0,16534.822556,133588944.0,50240.294848,911214.0,502002.0,1.81516,296.0,4.0,74.0,82213.0,1078434.0,0.504096,16369.136166,1870.0,789.0,0.000731,72800.38403,1.29,57.99,0.0,0.0,291786252.21190405,226582918.76557627,291732851.0,226582919.0,518315769.0,19207.0,278.969872,226.95673,26072.79,3332.0,43564.79,2106632.0,29.87063,27.662795,856.0,2.0,1611.0,2147932.0,,,,,,,,,,,,,,,,,16937.0,2803.0,4.0,0.165496,0.780345,12264.0,6893.0,5353.0,18.0,17218.0,89.0,0.0,100.0,0.0,3242.0,466.0,,,,,289728.0,241748968.47790805,4643.0,41156.21,1.0676126878130217,16937.0,2803.0,4.0,0.165496,0.00023616933341205645,0.5425252250458319,0.00246511614970922,0.780345,12264.0,0.7240951762413651,0.0,100.0,89.0,17218.0,0.0,0.005807875479149727,0.005169009176443257,241748968.47790805,289728.0,0.0257356399585388,stride\stride_results_vs_nopf.csv,0.001279,0.16549566038849856,0.5131819846210179,0.015702020393992124,6893.0,5353.0,18.0,296.0,4.0,74.0,0.165496,0.780345,,,,,,,,,,,,,,
matmult,l2,ddr4_2x,IMP,matmult_imp_default_l2_ddr4_2x,imp,default,0.00123,1230256179.0,7397876.0,7415199.0,3694463.0,2.002425,1159546.0,2139337.0,2685.0,1078402.0,19111763029.0,16482.10854,184037778.0,68542.934078,885351.0,494922.0,1.78887,110.0,1.0,110.0,81361.0,1078185.0,0.503981,16286.310813,712.0,1973.0,0.00183,66722.026863,,,,,,,,,,,,,,,,2106632.0,29.772187,28.02562,767.0,2.0,1590.0,2151360.0,,,,,,,,,,,,,,,,,5726.0,2700.0,10.0,0.471533,0.577787,2317.0,1464.0,848.0,5.0,6047.0,84.0,0.0,104.0,0.0,3441.0,0.0,,,,,,,,,1.0552845528455284,5726.0,2700.0,10.0,0.471533,0.0017464198393293748,0.5420118475957738,0.0024897950856916065,0.577787,2317.0,0.40464547677261614,0.0,104.0,84.0,6047.0,0.0,0.017198610881428808,0.013891185711923267,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.001298,0.4715333566189312,0.5013927576601671,0.005309708253508432,1464.0,848.0,5.0,110.0,1.0,110.0,0.471533,0.577787,,,,,,,stage1,,,,,,,IMP default
matmult,l2,ddr4_2x,Next-line,matmult_nextline_default_l2_ddr4_2x,nextline,default,0.001203,1202641488.0,7397876.0,7415199.0,3611536.0,2.048404,1157879.0,2138645.0,2194.0,1077583.0,19208716625.0,16589.571643,108794695.0,49587.372379,895733.0,495650.0,1.807189,2824.0,185.0,15.264865,80525.0,1077354.0,0.503755,16274.728569,1602.0,592.0,0.000549,67603.385135,,,,,,,,,,,,,,,,2106632.0,29.985801,29.52232,1419.0,2.0,1600.0,2150115.0,,,,,,,,,,,,,,,,,10080.0,3266.0,72.0,0.324008,0.846553,5036.0,3133.0,1901.0,2.0,10659.0,7.0,0.0,4.0,565.0,261.0,143.0,,,,,,,,,1.078969243557772,10080.0,3266.0,72.0,0.324008,0.007142857142857143,0.5414077605212646,0.0020360380592492643,0.846553,5036.0,0.4996031746031746,565.0,4.0,7.0,10659.0,0.05300684867248335,0.00037526972511492634,0.0006567220189511212,,,,nextline\nextline_results_vs_nopf.csv,0.001298,0.3240079365079365,0.5981684981684982,0.009354267838301086,3133.0,1901.0,2.0,2824.0,185.0,15.264865,0.324008,0.846553,,,,,,,,,,,,,,
matmult,l2,ddr4_2x,Stride,matmult_stride_default_l2_ddr4_2x,stride,default,0.001208,1208010780.0,7397871.0,7415194.0,3627660.0,2.039298,1158921.0,2139732.0,2544.0,1078264.0,19372120486.0,16715.652306,131146389.0,51551.253538,945095.0,523439.0,1.805549,62.0,1.0,62.0,80873.0,1078048.0,0.503824,16519.592452,1780.0,764.0,0.000709,69084.859948,,,,,,,,,,,,,,,,2106632.0,30.21649,28.481665,693.0,2.0,1237.0,2150708.0,,,,,,,,,,,,,,,,,16863.0,2840.0,4.0,0.168416,0.788013,12243.0,6940.0,5282.0,21.0,17130.0,87.0,0.0,107.0,0.0,3098.0,476.0,,,,,,,,,1.074503311258278,16863.0,2840.0,4.0,0.168416,0.00023720571665777145,0.541619698167808,0.0023593479889897095,0.788013,12243.0,0.726027397260274,0.0,107.0,87.0,17130.0,0.0,0.006246351430239347,0.005078809106830123,,,,stride\stride_results_vs_nopf.csv,0.001298,0.16841605882701774,0.5274888558692422,0.015639027177017872,6940.0,5282.0,21.0,62.0,1.0,62.0,0.168416,0.788013,,,,,,,,,,,,,,
merge,l1d,ddr4_1x,IMP,merge_imp_default_l1d_ddr4_1x,imp,default,0.010348,10347640668.0,37919492.0,38898570.0,31073996.0,1.220298,868812.0,11018157.0,72551.0,205645.0,27040135462.0,31123.114623,5799368670.0,79935.061819,0.0,0.0,,0.0,0.0,,749567.0,119245.0,0.010823,27447.910017,,72551.0,0.352797,79602.061819,3.72,47.28,0.0,0.0,448733015.474673,295209323.3626384,448726830.0,295209323.0,743936154.0,19207.0,445.523008,294.862964,35289.32,3332.0,52781.32,5213393.0,4.843629,29.419579,13952.0,2.0,1675.0,14567770.0,277970.0,49805.0,1784.0,0.179174,0.294617,191878.0,45789.0,146089.0,0.0,871193.0,107821.0,0.0,77763.0,0.0,30691.0,0.0,,,,,,,,,,,,,,,,,2131392.0,205978547.99802947,33591.0,59028.92,,,,,1.123985311171241,277970.0,49805.0,1784.0,0.179174,0.00641795877252941,0.07885275187129753,0.35279729631160495,0.294617,191878.0,0.690283124078138,0.0,77763.0,107821.0,871193.0,0.0,0.08926035907083735,0.12376247283896909,205978547.99802947,2131392.0,0.03693824142842946,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.011631,0.17917401158398388,0.05421737241962646,0.025228357156283035,45789.0,146089.0,0.0,0.0,0.0,,0.179174,0.294617,,,,,,,stage1,,,,,,,IMP default
merge,l1d,ddr4_1x,Next-line,merge_nextline_default_l1d_ddr4_1x,nextline,default,0.009834,9834328494.0,37918843.0,38897857.0,29532518.0,1.283971,561356.0,10928378.0,72281.0,204276.0,17311366295.0,30838.480919,5649072140.0,78154.316349,0.0,0.0,,0.0,0.0,,469494.0,91862.0,0.008406,30095.515697,,72281.0,0.35384,77821.316349,1.38,46.95,0.0,0.0,470397953.7415684,309602836.8238479,470391446.0,309602837.0,779994283.0,19207.0,467.964031,309.173321,33087.88,3332.0,50579.88,5213253.0,4.851531,29.965352,17439.0,2.0,1696.0,14392070.0,853038.0,109520.0,1199.0,0.128388,0.543842,740805.0,341293.0,399511.0,1.0,1310553.0,328480.0,0.0,104.0,466.0,31203.0,5311.0,,,,,,,,,,,,,,,,,2955200.0,300498402.285727,46322.0,40896.69,,,,,1.1827333740085417,853038.0,109520.0,1199.0,0.128388,0.0014055645821170921,0.051366817655831454,0.3538399028765004,0.543842,740805.0,0.8684314180610946,466.0,104.0,328480.0,1310553.0,0.00035557508929436656,7.93558139197728e-05,0.25064228611891315,300498402.285727,2955200.0,0.038728615329869744,nextline\nextline_results_vs_nopf.csv,0.011631,0.12838818434817675,0.16324924427166868,0.07805714626635353,341293.0,399511.0,1.0,0.0,0.0,,0.128388,0.543842,,,,,,,,,,,,,,
merge,l1d,ddr4_1x,Stride,merge_stride_default_l1d_ddr4_1x,stride,default,0.009932,9932409981.0,37918829.0,38897842.0,29827057.0,1.271291,455390.0,10925781.0,72345.0,204729.0,13676247061.0,30031.944182,6428188719.0,88854.637072,19.0,3.0,6.333333,0.0,0.0,,427352.0,28038.0,0.002566,16996.100043,,72345.0,0.35337,88521.637072,2.35,47.3,0.0,0.0,466165211.5505843,306609977.41994035,466158768.0,306609977.0,772768745.0,19207.0,463.587791,306.178259,43782.87,3332.0,61274.87,5213252.0,4.157409,25.010523,9159.0,2.0,1921.0,14416261.0,461015.0,111076.0,1376.0,0.240938,0.798453,284617.0,208987.0,75630.0,0.0,642242.0,135092.0,0.0,42067.0,0.0,28594.0,14469.0,,,,,,,,,,,,,,,,,4243648.0,427252601.1429049,66674.0,62698.8,,,,,1.1710632299637536,461015.0,111076.0,1376.0,0.240938,0.002984718501567194,0.04168031557652492,0.3533695763668068,0.798453,284617.0,0.6173703675585394,0.0,42067.0,135092.0,642242.0,0.0,0.06550023199977578,0.210344387318176,427252601.1429049,4243648.0,0.03836984977497739,stride\stride_results_vs_nopf.csv,0.011631,0.24093793043610295,0.19608590806862194,0.042195152914011366,208987.0,75630.0,0.0,19.0,3.0,6.333333,0.240938,0.798453,,,,,,,,,,,,,,
merge,l1d,ddr4_2x,IMP,merge_imp_default_l1d_ddr4_2x,imp,default,0.010338,10338121530.0,37919517.0,38898596.0,31045410.0,1.221422,864072.0,11016300.0,72578.0,205657.0,25070193711.0,29014.010072,5395579277.0,74341.801607,0.0,0.0,,0.0,0.0,,744885.0,119187.0,0.010819,26494.933625,,72578.0,0.352908,74008.801607,,,,,,,,,,,,,,,,5213395.0,4.585229,27.285691,11673.0,2.0,1782.0,14565256.0,270250.0,50094.0,1786.0,0.185362,0.295922,184096.0,46871.0,137225.0,0.0,861465.0,119365.0,0.0,78352.0,0.0,30799.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1314567614625655,270250.0,50094.0,1786.0,0.185362,0.006608695652173913,0.07843577244628415,0.3529079972964694,0.295922,184096.0,0.6812062904717854,0.0,78352.0,119365.0,861465.0,0.0,0.09095204099992454,0.13856047546911365,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.011697,0.18536170212765957,0.05479748754602556,0.02453183010629703,46871.0,137225.0,0.0,0.0,0.0,,0.185362,0.295922,,,,,,,stage1,,,,,,,IMP default
merge,l1d,ddr4_2x,Next-line,merge_nextline_default_l1d_ddr4_2x,nextline,default,0.009853,9853260876.0,37918829.0,38897842.0,29589372.0,1.281503,554901.0,10927928.0,72282.0,204288.0,16169524948.0,29139.477038,5255028305.0,72701.755693,0.0,0.0,,0.0,0.0,,463040.0,91861.0,0.008406,28709.311797,,72282.0,0.353824,72368.755693,,,,,,,,,,,,,,,,5213252.0,4.693027,28.669327,16261.0,2.0,1773.0,14391394.0,833675.0,110173.0,1199.0,0.132153,0.545319,721441.0,360970.0,360470.0,1.0,1299255.0,336352.0,0.0,96.0,464.0,30897.0,5345.0,,,,,,,,,,,,,,,,,,,,,,,,,1.187151121485842,833675.0,110173.0,1199.0,0.132153,0.0014382103337631572,0.050778244512591955,0.35382401315789475,0.545319,721441.0,0.8653743964974361,464.0,96.0,336352.0,1299255.0,0.00035712773858865275,7.38884976390316e-05,0.2588806662279537,,,,nextline\nextline_results_vs_nopf.csv,0.011697,0.13215341709898942,0.16565525039318932,0.07628847847460196,360970.0,360470.0,1.0,0.0,0.0,,0.132153,0.545319,,,,,,,,,,,,,,
merge,l1d,ddr4_2x,Stride,merge_stride_default_l1d_ddr4_2x,stride,default,0.009946,9945938106.0,37918834.0,38897847.0,29867682.0,1.269562,444841.0,10925701.0,72360.0,204736.0,11579350058.0,26030.312085,5715019733.0,78980.372208,60.0,2.0,30.0,0.0,0.0,,416727.0,28114.0,0.002573,17918.939176,,72360.0,0.353431,78647.372208,,,,,,,,,,,,,,,,5213252.0,3.781284,21.868125,6855.0,2.0,1747.0,14416220.0,471586.0,112474.0,1374.0,0.238502,0.800026,295266.0,210865.0,84401.0,0.0,639384.0,123331.0,0.0,39694.0,0.0,28568.0,14553.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1760506736376433,471586.0,112474.0,1374.0,0.238502,0.0029135724979113035,0.04071509919592345,0.35343075961237885,0.800026,295266.0,0.6261127344747299,0.0,39694.0,123331.0,639384.0,0.0,0.062081628567496216,0.1928903444565394,,,,stride\stride_results_vs_nopf.csv,0.011697,0.23850156705245704,0.20181405488816917,0.043162997047054466,210865.0,84401.0,0.0,60.0,2.0,30.0,0.238502,0.800026,,,,,,,,,,,,,,
