benchmark,pf_level,memory,family,run,prefetcher,config,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization,source_file,nopf_simSeconds,pf_accuracy_calc,pf_coverage_calc,pf_per_demand_access,pf_hit_in_cache,pf_hit_in_mshr,pf_hit_in_wb,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,pf_accuracy_direct,pf_coverage_direct,imp_default_simSeconds,improvement_over_stage2_best_pct,pf_coverage_l1d,speedup_vs_imp_default,speedup_vs_stage1_best,speedup_vs_stage2_best,stage,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,stage2_best_config,stage2_best_simSeconds,stage2_best_speedup_vs_nopf,label
merge,l2,ddr4_1x,IMP,merge_imp_default_l2_ddr4_1x,imp,default,0.010657,10656774558.0,37919539.0,38898619.0,32002326.0,1.184901,915009.0,11146230.0,30946.0,201508.0,18495761710.0,20213.7484,2400302295.0,77564.218154,0.0,0.0,,243.0,1.0,243.0,713690.0,201319.0,0.018062,15739.796542,11502.0,19444.0,0.096492,83002.425015,3.69,47.38,0.0,0.0,434701135.3939538,285757006.8153449,434695130.0,285757007.0,720452137.0,19207.0,432.196813,285.4267,42522.97,3332.0,60014.97,5213398.0,4.533773,26.95839,9774.0,2.0,1753.0,14817578.0,,,,,,,,,,,,,,,,,105059.0,41293.0,149.0,0.393046,0.679866,52121.0,23500.0,28621.0,0.0,106134.0,632.0,0.0,234.0,0.0,15822.0,0.0,,,,,3372352.0,316451472.40807384,52938.0,61047.53,1.0913953270151076,105059.0,41293.0,149.0,0.393046,0.0014182506972272723,0.08209134388936887,0.15357206661770254,0.679866,52121.0,0.496111708658944,0.0,234.0,632.0,106134.0,0.0,0.002204760020351631,0.0059547364652232085,316451472.40807384,3372352.0,0.03577220280402442,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.011631,0.39304581235305874,0.5716164398731987,0.521363916072811,23500.0,28621.0,0.0,243.0,1.0,243.0,0.393046,0.679866,,,,,,,stage1,,,,,,,IMP default
merge,l2,ddr4_1x,Next-line,merge_nextline_default_l2_ddr4_1x,nextline,default,0.010076,10076038209.0,37919508.0,38898587.0,30258373.0,1.253192,839536.0,11100309.0,26876.0,201531.0,18503731399.0,22040.426377,2609761293.0,97103.783785,0.0,0.0,,0.0,0.0,,638219.0,201317.0,0.018136,16879.877939,1088.0,25788.0,0.12796,96167.605631,1.37,46.87,0.0,0.0,460212625.6188753,302652286.220603,460212626.0,302652286.0,762864912.0,19207.0,457.786275,302.277536,33287.63,3332.0,50779.63,5213396.0,5.059981,30.413181,17630.0,2.0,1695.0,14712176.0,,,,,,,,,,,,,,,,,141029.0,45333.0,264.0,0.321445,0.637407,94356.0,41701.0,52653.0,2.0,141039.0,1.0,0.0,5.0,0.0,3379.0,2145.0,,,,,2978048.0,295557434.2046443,46666.0,40240.73,1.154327113934101,141029.0,45333.0,264.0,0.321445,0.0018719554134256076,0.0756317684489684,0.13335913581533362,0.637407,94356.0,0.6690538825347978,0.0,5.0,1.0,141039.0,0.0,3.5451187260261344e-05,7.090237452052269e-06,295557434.2046443,2978048.0,0.03787810035205467,nextline\nextline_results_vs_nopf.csv,0.011631,0.32144452559402675,0.6278026284812143,0.6997881219266515,41701.0,52653.0,2.0,0.0,0.0,,0.321445,0.637407,,,,,,,,,,,,,,
merge,l2,ddr4_1x,Stride,merge_stride_default_l2_ddr4_1x,stride,default,0.010315,10314548127.0,37919536.0,38898616.0,30974619.0,1.224215,953267.0,11100775.0,40391.0,201546.0,20879832927.0,21903.446702,2781990891.0,68876.504444,0.0,0.0,,0.0,0.0,,751952.0,201315.0,0.018135,17464.652808,22472.0,17919.0,0.088908,67069.199397,1.83,46.72,0.0,0.0,448249205.2072811,294940307.85862654,448243000.0,294940308.0,743183308.0,19207.0,446.058901,294.536994,44723.56,3332.0,62215.56,5213398.0,4.418428,24.232595,8206.0,2.0,1736.0,14756820.0,,,,,,,,,,,,,,,,,192901.0,31798.0,50.0,0.164841,0.63958,138579.0,67750.0,70828.0,1.0,192901.0,0.0,0.0,0.0,0.0,7911.0,4012.0,,,,,3458304.0,335284101.38950527,54322.0,69154.26,1.1275811924381969,192901.0,31798.0,50.0,0.164841,0.0002592003151875833,0.08587391420869264,0.20040586268147223,0.63958,138579.0,0.718394409567602,0.0,0.0,0.0,192901.0,0.0,0.0,0.0,335284101.38950527,3458304.0,0.03690086079145288,stride\stride_results_vs_nopf.csv,0.011631,0.16484103244669546,0.4404826220061228,0.9571065662429421,67750.0,70828.0,1.0,0.0,0.0,,0.164841,0.63958,,,,,,,,,,,,,,
merge,l2,ddr4_2x,IMP,merge_imp_default_l2_ddr4_2x,imp,default,0.010555,10555130637.0,37919539.0,38898619.0,31697089.0,1.196311,911119.0,11144438.0,30339.0,201512.0,15531785653.0,17046.934213,2015328987.0,66427.007713,0.0,0.0,,0.0,0.0,,709800.0,201319.0,0.018065,13848.301824,10829.0,19510.0,0.096818,71069.112609,,,,,,,,,,,,,,,,5213398.0,4.269946,23.732016,6210.0,2.0,1822.0,14815039.0,,,,,,,,,,,,,,,,,102852.0,41906.0,160.0,0.40744,0.68233,49961.0,24804.0,25157.0,0.0,103723.0,514.0,0.0,190.0,0.0,15777.0,0.0,,,,,,,,,1.1081951681667457,102852.0,41906.0,160.0,0.40744,0.0015556333372224167,0.0817554909453487,0.1505567906625908,0.68233,49961.0,0.48575623225605724,0.0,190.0,514.0,103723.0,0.0,0.001831802011125787,0.004955506493256076,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.011697,0.4074398164352662,0.5800539829746003,0.5104013656754933,24804.0,25157.0,0.0,0.0,0.0,,0.40744,0.68233,,,,,,,stage1,,,,,,,IMP default
merge,l2,ddr4_2x,Next-line,merge_nextline_default_l2_ddr4_2x,nextline,default,0.010091,10090933965.0,37919489.0,38898567.0,30303105.0,1.251341,835615.0,11100126.0,26529.0,201530.0,17332706596.0,20742.455073,2444954265.0,92161.569038,0.0,0.0,,0.0,0.0,,634297.0,201318.0,0.018137,16084.939742,736.0,25793.0,0.127986,90543.504323,,,,,,,,,,,,,,,,5213393.0,4.897232,29.03434,16883.0,2.0,1739.0,14711955.0,,,,,,,,,,,,,,,,,141031.0,45682.0,269.0,0.323915,0.639133,94359.0,47963.0,46394.0,2.0,141041.0,1.0,0.0,5.0,0.0,3381.0,2175.0,,,,,,,,,1.1591517193538798,141031.0,45682.0,269.0,0.323915,0.0019073820649360778,0.07527977610344243,0.131637969533072,0.639133,94359.0,0.6690656664137672,0.0,5.0,1.0,141041.0,0.0,3.545068455271871e-05,7.090136910543743e-06,,,,nextline\nextline_results_vs_nopf.csv,0.011697,0.3239146003360963,0.6326182991510989,0.6998015183843597,47963.0,46394.0,2.0,0.0,0.0,,0.323915,0.639133,,,,,,,,,,,,,,
merge,l2,ddr4_2x,Stride,merge_stride_default_l2_ddr4_2x,stride,default,0.010337,10337328990.0,37919564.0,38898645.0,31043030.0,1.221518,945136.0,11100760.0,39091.0,201545.0,17472298872.0,18486.544658,2400982947.0,61420.351155,0.0,0.0,,0.0,0.0,,743822.0,201314.0,0.018135,15600.330598,21169.0,17922.0,0.088923,62522.450117,,,,,,,,,,,,,,,,5213400.0,4.170165,22.263027,6696.0,2.0,1770.0,14756912.0,,,,,,,,,,,,,,,,,192904.0,33101.0,50.0,0.171593,0.648747,138579.0,70097.0,68481.0,1.0,192904.0,0.0,0.0,0.0,0.0,7912.0,4400.0,,,,,,,,,1.1315662184386186,192904.0,33101.0,50.0,0.171593,0.00025919628416207023,0.08514155787531665,0.1939566846113771,0.648747,138579.0,0.7183832372579106,0.0,0.0,0.0,192904.0,0.0,0.0,0.0,,,,stride\stride_results_vs_nopf.csv,0.011697,0.17159312404097374,0.45851340868794327,0.9571262001041951,70097.0,68481.0,1.0,0.0,0.0,,0.171593,0.648747,,,,,,,,,,,,,,
quick,l1d,ddr4_1x,IMP,quick_imp_default_l1d_ddr4_1x,imp,default,0.008793,8793151380.0,24424718.0,24707897.0,26405860.0,0.925381,118676.0,9196508.0,28510.0,83811.0,3709586700.0,31258.103576,1895787654.0,66495.533287,0.0,0.0,,0.0,0.0,,91900.0,26776.0,0.002912,22030.258216,,28510.0,0.34017,66162.533287,3.02,59.37,0.0,0.0,207514225.6904941,164593549.84970134,207506947.0,164593550.0,372100497.0,19207.0,207.506947,164.14229,21504.52,3332.0,38996.52,4368783.0,3.337277,17.438204,1373.0,2.0,1772.0,14421131.0,180571.0,54939.0,492.0,0.304252,0.672325,123770.0,39477.0,84293.0,0.0,445426.0,919.0,0.0,6883.0,0.0,13494.0,0.0,,,,,,,,,,,,,,,,,1259264.0,143209635.0421298,19677.0,42468.36,,,,,1.1066757648129193,180571.0,54939.0,492.0,0.304252,0.0027246900111313555,0.012904463302810153,0.3401701447304053,0.672325,123770.0,0.685436753410016,0.0,6883.0,919.0,445426.0,0.0,0.015452622882364299,0.002063193437293737,143209635.0421298,1259264.0,0.01847569568963924,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.009731,0.30425151325517386,0.3164415517092417,0.01963473527125731,39477.0,84293.0,0.0,0.0,0.0,,0.304252,0.672325,,,,,,,stage1,,,,,,,IMP default
quick,l1d,ddr4_1x,Next-line,quick_nextline_default_l1d_ddr4_1x,nextline,default,0.008339,8338808178.0,24424723.0,24707902.0,25041466.0,0.975801,45102.0,9156496.0,28558.0,83552.0,1283215167.0,28451.402754,1725773624.0,60430.479165,185.0,1.0,185.0,0.0,0.0,,43281.0,1821.0,0.000199,21448.418451,,28558.0,0.341799,60097.479165,1.31,56.69,0.0,0.0,219189116.835924,174029665.75351292,219181442.0,174029666.0,393211108.0,19207.0,219.189117,173.645918,14861.08,3332.0,32353.08,4368783.0,2.553888,12.31258,740.0,2.0,1429.0,14168684.0,230903.0,75443.0,471.0,0.32673,0.976431,149407.0,66114.0,83293.0,0.0,235704.0,3461.0,0.0,24.0,0.0,5394.0,3589.0,,,,,,,,,,,,,,,,,1779840.0,213440573.5217285,27810.0,32248.15,,,,,1.166926489986809,230903.0,75443.0,471.0,0.32673,0.0020398175857394662,0.004925683361844968,0.34179911911145155,0.976431,149407.0,0.6470552569693767,0.0,24.0,3461.0,235704.0,0.0,0.00010182262498727217,0.01468367104503954,213440573.5217285,1779840.0,0.019523888927226746,nextline\nextline_results_vs_nopf.csv,0.009731,0.3267302720189863,0.62584926790825,0.025217397572171712,66114.0,83293.0,0.0,185.0,1.0,185.0,0.32673,0.976431,,,,,,,,,,,,,,
quick,l1d,ddr4_1x,Stride,quick_stride_default_l1d_ddr4_1x,stride,default,0.008266,8266383342.0,24424718.0,24707897.0,24823974.0,0.98435,13428.0,9142333.0,28497.0,83336.0,667215117.0,49688.346515,1803813394.0,63298.36102,0.0,0.0,,0.0,0.0,,11377.0,2051.0,0.000224,24155.407606,,28497.0,0.341953,62965.36102,1.3,55.64,0.0,0.0,220637239.3514872,175035676.44250196,220629497.0,175035676.0,395665174.0,19207.0,220.629497,174.609855,17751.02,3332.0,35243.02,4368783.0,2.341676,9.580337,481.0,2.0,1260.0,14138781.0,316226.0,80084.0,256.0,0.253249,0.975029,235175.0,212158.0,23016.0,1.0,316279.0,47.0,0.0,0.0,0.0,12929.0,12752.0,,,,,,,,,,,,,,,,,1773632.0,214559611.6972336,27714.0,34997.57,,,,,1.1772320348415193,316226.0,80084.0,256.0,0.253249,0.0008095476020314585,0.0014687717019277245,0.34195305750215993,0.975029,235175.0,0.7436928019833916,0.0,0.0,47.0,316279.0,0.0,0.0,0.00014860297395653837,214559611.6972336,1773632.0,0.019645739279440307,stride\stride_results_vs_nopf.csv,0.009731,0.25324925844174734,0.8564034562409103,0.034589201684077794,212158.0,23016.0,1.0,0.0,0.0,,0.253249,0.975029,,,,,,,,,,,,,,
quick,l1d,ddr4_2x,IMP,quick_imp_default_l1d_ddr4_2x,imp,default,0.008745,8744824422.0,24424718.0,24707897.0,26260734.0,0.930495,116518.0,9195236.0,28508.0,83822.0,3342911742.0,28690.088587,1645062731.0,57705.301354,0.0,0.0,,0.0,0.0,,89717.0,26801.0,0.002915,20370.713705,,28508.0,0.340102,57372.301354,,,,,,,,,,,,,,,,4368783.0,3.229278,15.665452,666.0,2.0,1500.0,14419132.0,178412.0,54981.0,504.0,0.308169,0.672287,121624.0,39025.0,82599.0,0.0,436743.0,855.0,0.0,6628.0,0.0,13461.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1057747284162378,178412.0,54981.0,504.0,0.308169,0.002824922090442347,0.012671561665192715,0.3401016439598196,0.672287,121624.0,0.6817030244602381,0.0,6628.0,855.0,436743.0,0.0,0.015175973055091897,0.0019576730479939,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.00967,0.3081687330448625,0.3205907906168549,0.019402655897031898,39025.0,82599.0,0.0,0.0,0.0,,0.308169,0.672287,,,,,,,stage1,,,,,,,IMP default
quick,l1d,ddr4_2x,Next-line,quick_nextline_default_l1d_ddr4_2x,nextline,default,0.008289,8289079290.0,24424723.0,24707902.0,24892130.0,0.981655,40246.0,9153528.0,28558.0,83554.0,916497585.0,22772.38943,1529296727.0,53550.554205,101.0,1.0,101.0,0.0,0.0,,38425.0,1821.0,0.000199,19522.102142,,28558.0,0.341791,53217.554205,,,,,,,,,,,,,,,,4368783.0,2.461516,11.522716,534.0,2.0,1245.0,14148939.0,224170.0,76292.0,473.0,0.340331,0.976688,142672.0,67137.0,75535.0,0.0,227839.0,2628.0,0.0,23.0,0.0,5243.0,3626.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1666063457594402,224170.0,76292.0,473.0,0.340331,0.0021100057991702724,0.004396774664369847,0.3417909375972425,0.976688,142672.0,0.6364455547129411,0.0,23.0,2628.0,227839.0,0.0,0.00010094847677526675,0.01153446073762613,,,,nextline\nextline_results_vs_nopf.csv,0.00967,0.34033099879555695,0.6546534177693113,0.024490010846091256,67137.0,75535.0,0.0,101.0,1.0,101.0,0.340331,0.976688,,,,,,,,,,,,,,
quick,l1d,ddr4_2x,Stride,quick_stride_default_l1d_ddr4_2x,stride,default,0.008257,8256862872.0,24424723.0,24707902.0,24795384.0,0.985485,10763.0,9140728.0,28502.0,83343.0,548370747.0,50949.618787,1600738788.0,56162.332047,0.0,0.0,,0.0,0.0,,8707.0,2056.0,0.000225,21637.711576,,28502.0,0.341984,55829.332047,,,,,,,,,,,,,,,,4368783.0,2.319717,9.836813,494.0,2.0,1265.0,14136842.0,316166.0,80330.0,256.0,0.254075,0.975044,235118.0,215027.0,20090.0,1.0,316211.0,40.0,0.0,0.0,0.0,12925.0,12786.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1711275281579265,316166.0,80330.0,256.0,0.254075,0.0008097012328966429,0.0011774773300332316,0.34198432981774113,0.975044,235118.0,0.7436536502976284,0.0,0.0,40.0,316211.0,0.0,0.0,0.00012649781316905484,,,,stride\stride_results_vs_nopf.csv,0.00967,0.2540753907757317,0.8818460254904329,0.03458871109609651,215027.0,20090.0,1.0,0.0,0.0,,0.254075,0.975044,,,,,,,,,,,,,,
quick,l2,ddr4_1x,IMP,quick_imp_default_l2_ddr4_1x,imp,default,0.00905,9049646628.0,24424718.0,24707897.0,27176116.0,0.899153,257535.0,9238310.0,9310.0,82822.0,4329348651.0,16810.719518,650523825.0,69873.665414,0.0,0.0,,0.0,0.0,,174946.0,82589.0,0.00894,11648.339113,82.0,9228.0,0.11142,69855.9158,2.96,54.85,0.0,0.0,201653840.75370327,159935526.71126464,201646769.0,159935527.0,361582295.0,19207.0,201.646769,159.553633,21729.32,3332.0,39221.32,4368783.0,3.571318,18.539496,1174.0,2.0,1609.0,14726912.0,,,,,,,,,,,,,,,,,30844.0,19182.0,29.0,0.621904,0.675185,11557.0,10690.0,867.0,0.0,30845.0,0.0,0.0,0.0,0.0,4995.0,0.0,,,,,1234240.0,136385435.8888675,19285.0,37552.48,1.0752486187845303,30844.0,19182.0,29.0,0.621904,0.0009402152768771884,0.027876851935040067,0.11240974620269976,0.675185,11557.0,0.3746919984437816,0.0,0.0,0.0,30845.0,0.0,0.0,0.0,136385435.8888675,1234240.0,0.01795344134996241,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.009731,0.621903773829594,0.6732416116804717,0.37241312694694645,10690.0,867.0,0.0,0.0,0.0,,0.621904,0.675185,,,,,,,stage1,,,,,,,IMP default
quick,l2,ddr4_1x,Next-line,quick_nextline_default_l2_ddr4_1x,nextline,default,0.008632,8632171521.0,24424723.0,24707902.0,25922437.0,0.942638,236468.0,9222126.0,4663.0,82835.0,1917864216.0,8110.459834,178967853.0,38380.410251,0.0,0.0,,0.0,0.0,,153881.0,82587.0,0.008955,6202.790802,4064.0,599.0,0.007231,74782.682805,1.43,58.02,0.0,0.0,212740907.1439836,169042053.49142066,212740907.0,169042053.0,381782961.0,19207.0,212.733493,168.589792,14967.99,3332.0,32459.99,4368783.0,2.81438,12.106442,715.0,2.0,1475.0,14625276.0,,,,,,,,,,,,,,,,,55655.0,23840.0,256.0,0.428353,0.97549,27542.0,16480.0,11062.0,0.0,55662.0,2.0,0.0,3.0,0.0,1344.0,1130.0,,,,,1797952.0,208285017.9269509,28094.0,32138.54,1.1273169601482853,55655.0,23840.0,256.0,0.428353,0.00459976641811158,0.025641375969055292,0.05629262992696324,0.97549,27542.0,0.49487018237355135,0.0,3.0,2.0,55662.0,0.0,5.389673385792821e-05,3.593115590528547e-05,208285017.9269509,1797952.0,0.018956453602708857,nextline\nextline_results_vs_nopf.csv,0.009731,0.4283532476866409,0.8364031856295828,0.6718778294199312,16480.0,11062.0,0.0,0.0,0.0,,0.428353,0.97549,,,,,,,,,,,,,,
quick,l2,ddr4_1x,Stride,quick_stride_default_l2_ddr4_1x,stride,default,0.008587,8587084320.0,24424718.0,24707897.0,25787040.0,0.947588,229838.0,9217302.0,1447.0,82818.0,1516986162.0,6600.240874,113490396.0,78431.510712,0.0,0.0,,0.0,0.0,,147254.0,82584.0,0.00896,5492.810484,657.0,790.0,0.009539,73685.734177,1.36,55.49,0.0,0.0,212412028.58015025,168528448.78085464,212404576.0,168528449.0,380933024.0,19207.0,212.412029,168.118531,17784.1,3332.0,35276.1,4368783.0,2.683739,9.208985,468.0,2.0,1418.0,14610188.0,,,,,,,,,,,,,,,,,108165.0,27041.0,8.0,0.249998,0.971614,80452.0,63379.0,17073.0,0.0,108165.0,0.0,0.0,0.0,0.0,4427.0,4330.0,,,,,1773376.0,206516663.15534675,27709.0,34956.73,1.1332246419005474,108165.0,27041.0,8.0,0.249998,7.39610779827116e-05,0.024935496309006693,0.017472047139510734,0.971614,80452.0,0.7437895807331392,0.0,0.0,0.0,108165.0,0.0,0.0,0.0,206516663.15534675,1773376.0,0.01891425216117903,stride\stride_results_vs_nopf.csv,0.009731,0.24999768871631303,0.9492066835158663,1.3060566543505034,63379.0,17073.0,0.0,0.0,0.0,,0.249998,0.971614,,,,,,,,,,,,,,
quick,l2,ddr4_2x,IMP,quick_imp_default_l2_ddr4_2x,imp,default,0.008962,8961787908.0,24424723.0,24707902.0,26912276.0,0.907968,256971.0,9237977.0,9317.0,82825.0,3685319991.0,14341.384791,545037750.0,58499.275518,0.0,0.0,,0.0,0.0,,174385.0,82586.0,0.00894,10364.373998,94.0,9223.0,0.111355,58423.176515,,,,,,,,,,,,,,,,4368783.0,3.364988,15.701005,649.0,2.0,1334.0,14726587.0,,,,,,,,,,,,,,,,,30841.0,19180.0,27.0,0.621899,0.675281,11544.0,10696.0,848.0,0.0,30842.0,0.0,0.0,0.0,0.0,5006.0,0.0,,,,,,,,,1.0790002231644722,30841.0,19180.0,27.0,0.621899,0.0008754579942284621,0.027816804480028472,0.11249019015997586,0.675281,11544.0,0.3743069290879025,0.0,0.0,0.0,30842.0,0.0,0.0,0.0,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.00967,0.6218994196037742,0.6730533038565463,0.3723634168427407,10696.0,848.0,0.0,0.0,0.0,,0.621899,0.675281,,,,,,,stage1,,,,,,,IMP default
quick,l2,ddr4_2x,Next-line,quick_nextline_default_l2_ddr4_2x,nextline,default,0.008596,8596396998.0,24424723.0,24707902.0,25815006.0,0.946561,233675.0,9220130.0,3803.0,82832.0,1585228518.0,6783.902934,128899971.0,33894.286353,0.0,0.0,,0.0,0.0,,151088.0,82587.0,0.008957,5651.322932,3205.0,598.0,0.007219,62489.844482,,,,,,,,,,,,,,,,4368783.0,2.737748,11.495632,541.0,2.0,1299.0,14614224.0,,,,,,,,,,,,,,,,,55648.0,24697.0,258.0,0.443808,0.976359,27537.0,17733.0,9804.0,0.0,55654.0,1.0,0.0,3.0,0.0,1346.0,1192.0,,,,,,,,,1.124941833410889,55648.0,24697.0,258.0,0.443808,0.004636285221391604,0.02534400274182685,0.04591220784237976,0.976359,27537.0,0.4948425819436458,0.0,3.0,1.0,55654.0,0.0,5.3904481259208684e-05,1.796816041973623e-05,,,,nextline\nextline_results_vs_nopf.csv,0.00967,0.44380750431282345,0.866561403508772,0.6718176550125555,17733.0,9804.0,0.0,0.0,0.0,,0.443808,0.976359,,,,,,,,,,,,,,
quick,l2,ddr4_2x,Stride,quick_stride_default_l2_ddr4_2x,stride,default,0.008574,8573981103.0,24424723.0,24707902.0,25747691.0,0.949036,228215.0,9216100.0,1211.0,82822.0,1399027239.0,6130.303613,94885353.0,78352.892651,0.0,0.0,,0.0,0.0,,145630.0,82585.0,0.008961,5270.843434,417.0,794.0,0.009587,63485.149874,,,,,,,,,,,,,,,,4368783.0,2.659024,9.440062,492.0,2.0,1361.0,14608725.0,,,,,,,,,,,,,,,,,108165.0,27281.0,8.0,0.252217,0.971719,80452.0,66227.0,14225.0,0.0,108165.0,0.0,0.0,0.0,0.0,4427.0,4378.0,,,,,,,,,1.1278283181712152,108165.0,27281.0,8.0,0.252217,7.39610779827116e-05,0.024762643634509175,0.014621718866967713,0.971719,80452.0,0.7437895807331392,0.0,0.0,0.0,108165.0,0.0,0.0,0.0,,,,stride\stride_results_vs_nopf.csv,0.00967,0.2522165210557944,0.9574968412185877,1.3059935765859312,66227.0,14225.0,0.0,0.0,0.0,,0.252217,0.971719,,,,,,,,,,,,,,
simple_triad,l1d,ddr4_1x,IMP,simple_triad_imp_default_l1d_ddr4_1x,imp,default,0.00279,2790028845.0,3509962.0,4011171.0,8378466.0,0.418929,1984803.0,2003756.0,375369.0,375379.0,154697745363.0,77941.108192,34897954801.0,92969.730588,4550.0,77.0,59.090909,0.0,0.0,,1854743.0,130060.0,0.064908,89587.758619,,375369.0,0.999973,92636.731475,10.35,58.54,0.0,0.0,8610526032.034626,2931903738.077661,8610503093.0,2931903738.0,11542406831.0,19207.0,8610.526032,2931.789044,47659.0,3332.0,65151.0,1001741.0,195.088898,155.104366,159238.0,2.0,1855.0,2004860.0,1684969.0,1639.0,,0.000973,0.012445,1439916.0,3040.0,1436876.0,0.0,3905379.0,40693.0,0.0,22399.0,0.0,32905.0,0.0,,,,,,,,,,,,,,,,,15683392.0,5621229338.938967,245053.0,67173.08,,,,,1.0383512544802866,1684969.0,1639.0,,0.000973,,0.9905412635071336,0.9999733602572334,0.012445,1439916.0,0.8545652768685952,0.0,22399.0,40693.0,3905379.0,0.0,0.005735422861647999,0.010419731350017501,5621229338.938967,15683392.0,0.5731086033340321,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.002897,0.0009727181924415227,0.0008250933075317578,0.8409052798843771,3040.0,1436876.0,0.0,4550.0,77.0,59.090909,0.000973,0.012445,,,,,,,stage1,,,,,,,IMP default
simple_triad,l1d,ddr4_1x,Next-line,simple_triad_nextline_default_l1d_ddr4_1x,nextline,default,0.002689,2688890751.0,3509910.0,4011117.0,8074748.0,0.43468,1930593.0,2003736.0,375450.0,375460.0,123491619765.0,63965.641523,36238275894.0,96519.578889,102.0,1.0,102.0,0.0,0.0,,1924654.0,5939.0,0.002964,71618.605489,,375450.0,0.999973,96186.579776,10.6,58.98,0.0,0.0,8936324389.923122,3042110951.1265526,8936300588.0,3042110951.0,11978411539.0,19207.0,8936.32439,3041.920538,50916.97,3332.0,68408.97,1001736.0,188.162069,158.610562,160975.0,2.0,1808.0,2004822.0,1119822.0,10127.0,30.0,0.009043,0.630337,750563.0,201.0,750362.0,0.0,3787942.0,2021103.0,0.0,178111.0,0.0,93500.0,44.0,,,,,,,,,,,,,,,,,23632576.0,8788968458.912298,369259.0,68839.42,,,,,1.0773521755299367,1119822.0,10127.0,30.0,0.009043,2.678997197768931e-05,0.9634966881864677,0.9999733660043679,0.630337,750563.0,0.6702520579163475,0.0,178111.0,2021103.0,3787942.0,0.0,0.04702051932157356,0.5335622879125393,8788968458.912298,23632576.0,0.5947572986977957,nextline\nextline_results_vs_nopf.csv,0.002897,0.009043401540601988,0.0052181664536872915,0.5588670363760495,201.0,750362.0,0.0,102.0,1.0,102.0,0.009043,0.630337,,,,,,,,,,,,,,
