benchmark,pf_level,memory,family,config,speedup_vs_nopf,simSeconds,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_coverage,pf_unused_ratio,pf_per_demand_access,pf_late,pf_late_ratio,pf_removed_full,pf_removed_full_ratio,pf_removed_demand,pf_removed_demand_ratio,pf_buffer_hit,pf_buffer_hit_ratio,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,dram_bw_total,dram_bw_utilization,dram_avg_q_lat,dram_avg_mem_acc_lat,prefetcher_read_rate,prefetcher_read_bytes,run,prefetcher,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_bus_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,pf_identified,source_file,nopf_simSeconds,pf_accuracy_calc,pf_coverage_calc,pf_hit_in_cache,pf_hit_in_mshr,pf_hit_in_wb,pf_accuracy_direct,pf_coverage_direct,imp_default_simSeconds,improvement_over_stage2_best_pct,pf_coverage_l1d,speedup_vs_imp_default,speedup_vs_stage1_best,speedup_vs_stage2_best,stage,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,stage2_best_config,stage2_best_simSeconds,stage2_best_speedup_vs_nopf,label
simple_triad,l2,ddr4_1x,Next-line,deg8,1.2167156656866862,0.002381,0.9823303321646042,0.8988051948051948,526192.0,37976.0,138.0,0.072171,0.846168,0.0002622616839480646,1.4017768897768899,157093.0,0.29854691823516893,36.0,1.2895026603156272e-05,317827.0,0.11384410056114858,1943138.0,0.6960226723223298,1147.0,20.0,57.35,14.8,98.33,0.0,0.0,13541025752.0,0.6723448991241749,70182.54,87674.54,9918936692.620564,23618560.0,simple_triad_nextline_deg8_l2_ddr4_1x,nextline,2381158458.0,3510062.0,4011305.0,7150626.0,0.490877,1968478.0,2003886.0,337389.0,375375.0,97815742344.0,49691.05184,19677319308.0,58322.349893,0.0,0.0,,1147.0,20.0,57.35,1593373.0,375105.0,0.187189,53626.883545,330485.0,6904.0,0.018392,147699.196842,10104527029.338928,3436525600.599068,10104500152.0,3436525601.0,19207.0,10104.527029,3437.197542,3332.0,1001758.0,141.038303,147.043663,110236.0,2.0,1899.0,2005062.0,,,,,,,,,,,,,,,,,526192.0,37976.0,138.0,0.072171,0.846168,157093.0,30086.0,127007.0,0.0,2791774.0,1943138.0,0.0,317827.0,36.0,211146.0,18371.0,,,,,23618560.0,9918936692.620564,369040.0,87062.07,2791774.0,nextline\nextline_results_vs_nopf.csv,0.002897,0.07217137470733116,0.10117086036258043,30086.0,127007.0,0.0,0.072171,0.846168,,,,,,,,,,,,,,
simple_triad,l2,ddr4_1x,Stride,deg4_dist4,1.2254653130287647,0.002364,0.9609546936710074,0.8044878625775239,559192.0,73379.0,8.0,0.131223,0.712037,1.430635631411036e-05,1.4897167579548602,213483.0,0.3817704831256527,0.0,0.0,4392.0,0.0032590160917629705,769928.0,0.5713132380461932,172636.0,4772.0,36.176865,14.8,95.86,0.0,0.0,13620159755.0,0.6762740950535504,69555.2,87047.2,9357448237.8878,22125376.0,simple_triad_stride_deg4_dist4_l2_ddr4_1x,stride,2364466833.0,3510082.0,4011325.0,7100501.0,0.494345,1925586.0,2003826.0,301979.0,375368.0,87110053083.0,45238.204413,17822831823.0,59020.103461,0.0,0.0,,172636.0,4772.0,36.176865,1550479.0,375107.0,0.187195,49070.008659,272303.0,29676.0,0.079058,136560.605641,10160700782.390717,3459486039.658904,10160673715.0,3459486040.0,19207.0,10160.700782,3459.594309,3332.0,1001763.0,134.778094,153.677892,119996.0,2.0,1888.0,2004959.0,,,,,,,,,,,,,,,,,559192.0,73379.0,8.0,0.131223,0.712037,213483.0,9575.0,203908.0,0.0,1347646.0,769928.0,0.0,4392.0,0.0,152326.0,5133.0,,,,,22125376.0,9357448237.8878,345709.0,85130.31,1347646.0,stride\stride_results_vs_nopf.csv,0.002897,0.131223264996638,0.1954907048737472,9575.0,203908.0,0.0,0.131223,0.712037,,,,,,,,,,,,,,
simple_triad,l2,ddr4_2x,No prefetch,none,1.0,0.002605,0.9980875943663884,0.999973359831421,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple_triad,l2,ddr4_2x,IMP,s32_sth2_dist32_ipd16,1.4759206798866855,0.001765,0.9504234391140965,0.3746000465887154,572652.0,233565.0,647.0,0.4078655099432116,0.625389923180113,0.0011298310317609996,1.5332828175998243,282224.0,0.47481283332492136,227686.0,0.13564437422515013,48513.0,0.02890171344212955,791927.0,0.47179203968184463,276052.0,10368.0,26.625386,,,,,,,,,,,simple_triad_imp3_s32_sth2_dist32_ipd16_l2_ddr4_2x,imp,1764783783.0,3510115.0,4011360.0,5299651.0,0.662333,1904487.0,2003830.0,139906.0,373481.0,50706872671.0,26948.891563,7900623510.0,60404.167635,0.0,0.0,,276052.0,10368.0,26.625386,1506485.0,375109.0,0.187196,24961.053547,67813.0,62983.0,0.16849,83890.6956,,,,,,,,,1001762.0,58.765438,106.201676,30888.0,2.0,1827.0,2004970.0,,,,,,,,,,,,,,,,,572652.0,233565.0,647.0,0.408826,0.794163,282224.0,138634.0,143590.0,0.0,1678551.0,791927.0,0.0,48513.0,227686.0,408169.0,0.0,,,,,,,,,1678551.0,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.002605,0.4078655099432116,0.625389923180113,138634.0,143590.0,0.0,0.408826,0.794163,0.002264,8.21529745042493,0.1291831427754676,1.1853403141361256,1.0010471204188482,1.0821529745042493,stage3,sdist16,0.001912,1.184100418410042,s16_pt8_sth2,0.00191,1.3638743455497382,stage3: s32_sth2_dist32_ipd16
simple_triad,l2,ddr4_2x,Next-line,deg8,1.690460739779364,0.001541,0.9793378737946054,0.8965959101904244,574939.0,38805.0,138.0,0.067494,0.863696,0.00024002546357091795,1.5316512686082073,205063.0,0.356669142291617,17.0,6.089370466553237e-06,303394.0,0.10867520372526193,1903509.0,0.681833616906958,221.0,12.0,18.416667,,,,,,,,,,,simple_triad_nextline_deg8_l2_ddr4_2x,nextline,1541219904.0,3510083.0,4011326.0,4628288.0,0.758402,1962503.0,2003908.0,336557.0,375372.0,62350070184.0,31770.687833,12409539702.0,36872.029707,0.0,0.0,,221.0,12.0,18.416667,1587398.0,375105.0,0.187187,34346.839149,330433.0,6124.0,0.016314,74649.692685,,,,,,,,,1001759.0,91.776022,116.431263,51614.0,2.0,1744.0,2005095.0,,,,,,,,,,,,,,,,,574939.0,38805.0,138.0,0.067494,0.863696,205063.0,36635.0,168428.0,0.0,2791750.0,1903509.0,0.0,303394.0,17.0,211146.0,2294.0,,,,,,,,,2791750.0,nextline\nextline_results_vs_nopf.csv,0.002605,0.06749411676717008,0.10338020364341623,36635.0,168428.0,0.0,0.067494,0.863696,,,,,,,,,,,,,,
simple_triad,l2,ddr4_2x,Stride,deg8_dist4,1.6404282115869018,0.001588,0.9533892595679274,0.5250216302246339,688308.0,177858.0,397.0,0.258399,0.811059,0.0005767766755580351,1.8380563774447494,354392.0,0.5148741551747182,53994.0,0.02077666413599299,43210.0,0.01662702628655512,1791697.0,0.6894374708757683,209615.0,9430.0,22.228526,,,,,,,,,,,simple_triad_stride_deg8_dist4_l2_ddr4_2x,stride,1588193550.0,3510133.0,4011378.0,4769350.0,0.735981,1910430.0,2003830.0,196608.0,374476.0,44386384185.0,23233.713973,7941938630.0,40394.788767,0.0,0.0,,209615.0,9430.0,22.228526,1535321.0,375109.0,0.187196,24256.755498,155175.0,41433.0,0.110643,93098.927956,,,,,,,,,1001767.0,67.580901,115.116909,38334.0,2.0,1929.0,2004983.0,,,,,,,,,,,,,,,,,688308.0,177858.0,397.0,0.258399,0.811059,354392.0,130711.0,223681.0,0.0,2598781.0,1791697.0,0.0,43210.0,53994.0,393963.0,166841.0,,,,,,,,,2598781.0,stride\stride_results_vs_nopf.csv,0.002605,0.2583988563259471,0.4749643492333082,130711.0,223681.0,0.0,0.258399,0.811059,,,,,,,,,,,,,,
spmv,l1d,ddr4_1x,No prefetch,none,1.0,0.010599,0.8623110735313319,0.30999615128931807,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spmv,l1d,ddr4_1x,IMP,sdist16,1.7843434343434346,0.00594,0.41043491197085336,0.1783693406168758,2610892.0,150638.0,1927141.0,0.057696,0.087286,0.7381159389204915,0.540965482032407,519335.0,0.19891094691009817,435204.0,0.046438358927014874,309730.0,0.03304967994426594,1891387.0,0.20182008523793413,807990.0,280568.0,2.879837,6.67,57.54,0.0,0.0,7064517136.0,0.35077047693106883,29111.83,46603.83,4524541566.956885,26877888.0,spmv_imp_sdist16_l1d_ddr4_1x,imp,5940466587.0,11279576.0,11329125.0,17839239.0,0.633635,1980905.0,4826356.0,654062.0,3666897.0,37924371666.0,19144.972458,48672209838.0,74415.284542,807990.0,280568.0,2.879837,0.0,0.0,,405750.0,1575155.0,0.326365,16036.3156,,654062.0,0.178369,74082.285051,7046579151.140338,17948758.47519013,7046568378.0,17948758.0,19207.0,7046.503736,17.280797,3332.0,4767008.0,27.006438,66.910848,36501.0,2.0,1765.0,4865155.0,2610892.0,150638.0,1927141.0,0.057696,0.087286,519335.0,413447.0,104974.0,914.0,9371649.0,1891387.0,0.0,309730.0,435204.0,22281327.0,0.0,,,,,,,,,,,,,,,,,26877888.0,4524541566.956885,419967.0,50197.98,,,,,9371649.0,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.010599,0.057695990489074235,0.07067087081987086,413447.0,104974.0,914.0,0.057696,0.087286,0.006737,-0.1177064065915556,0.076045040019587,1.1341750841750842,1.0,0.9988229359340844,stage1,sdist16,0.00594,1.1341750841750842,s16_dist8_addr16,0.00594,1.7843434343434346,stage1: sdist16
spmv,l1d,ddr4_1x,Next-line,deg16,1.7423968436626667,0.006083,0.39838127259976225,0.1548932405759382,3465356.0,166523.0,2693965.0,0.048054,0.095901,0.7773992051610282,0.7181680120830494,590705.0,0.17046012011464334,19046913.0,0.6633984210021469,310296.0,0.010807519120987331,5502627.0,0.1916548924838256,1013204.0,397732.0,2.547454,7.26,57.66,0.0,0.0,7260750245.0,0.3605139285935798,32186.38,49678.38,5127129860.167288,31188800.0,spmv_nextline_deg16_l1d_ddr4_1x,nextline,6083091486.0,11279581.0,11329130.0,18267542.0,0.618779,1922298.0,4825272.0,688456.0,4444713.0,33438567953.0,17395.101047,53424922327.0,77601.070115,1013204.0,397732.0,2.547454,0.0,0.0,,352417.0,1569881.0,0.325346,16115.403487,,688456.0,0.154893,77268.070599,7243222315.726323,17538450.67849765,7243211795.0,17538451.0,19207.0,7243.138148,16.886151,3332.0,4767008.0,24.591747,61.533491,28636.0,2.0,1783.0,4866859.0,3465356.0,166523.0,2693965.0,0.048054,0.095901,590705.0,501903.0,87553.0,1249.0,28711122.0,5502627.0,0.0,310296.0,19046913.0,4710062.0,278447.0,,,,,,,,,,,,,,,,,31188800.0,5127129860.167288,487325.0,51740.93,,,,,28711122.0,nextline\nextline_results_vs_nopf.csv,0.010599,0.048053648744890855,0.07972104838088089,501903.0,87553.0,1249.0,0.048054,0.095901,,,,,,,,,,,,,,
spmv,l1d,ddr4_1x,Stride,deg32_dist1,1.7111721020342268,0.006194,0.3485130284837627,0.2717938703315218,4272257.0,163799.0,303332.0,0.03834,0.096136,0.07100041032175733,0.8852367472158783,3805155.0,0.8906662216247758,374479.0,0.08052042548991739,2.0,4.3003973782197343e-07,3863.0,0.0008306217536031417,756867.0,124268.0,6.090603,6.23,57.44,0.0,0.0,5653975063.0,0.28073362853045813,35259.26,52751.26,2005107376.794282,12420480.0,spmv_stride_deg32_dist1_l1d_ddr4_1x,stride,6194421378.0,11279581.0,11329130.0,18601866.0,0.607658,1681965.0,4826118.0,545577.0,2007319.0,35677652967.0,21211.887862,43850471813.0,80374.487585,756867.0,124268.0,6.090603,0.0,0.0,,141934.0,1540031.0,0.319103,19661.638299,,545577.0,0.271794,80041.488195,5636834478.8442,17150915.88333337,5636824147.0,17150916.0,19207.0,5636.793151,16.613658,3332.0,4767008.0,25.579851,70.309226,42577.0,2.0,1797.0,4861889.0,4272257.0,163799.0,303332.0,0.03834,0.096136,3805155.0,3651555.0,150340.0,3260.0,4650733.0,3863.0,0.0,2.0,374479.0,1745779.0,1452087.0,,,,,,,,,,,,,,,,,12420480.0,2005107376.794282,194070.0,73154.01,,,,,4650733.0,stride\stride_results_vs_nopf.csv,0.010599,0.03834015603462058,0.08874319793863138,3651555.0,150340.0,3260.0,0.03834,0.096136,,,,,,,,,,,,,,
spmv,l1d,ddr4_2x,No prefetch,none,1.0,0.009047,0.8653077407090849,0.3100053312901663,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spmv,l1d,ddr4_2x,IMP,s32_dist32_addr16,1.691976809425846,0.005347,0.4074682435845845,0.1787388500598525,2672913.0,154709.0,2014339.0,0.05788029763782061,0.07293699779174516,0.7536118833647036,0.5538620964891087,517770.0,0.19840036662894875,437819.0,0.046653641580677835,311535.0,0.03319691979981789,1872775.0,0.19956140234035966,671167.0,268261.0,2.501918,,,,,,,,,,,spmv_imp3_s32_dist32_addr16_l1d_ddr4_2x,imp,5346691956.0,11279576.0,11329130.0,16056132.0,0.704003,1966423.0,4825954.0,671176.0,3755065.0,34356892050.0,17336.940334,40969264829.0,62582.032248,671167.0,268261.0,2.501918,0.0,0.0,,406240.0,1575476.0,0.326414,14933.418983,,654649.0,0.178495,62249.032756,,,,,,,,,4767008.0,24.545655,58.18655,15122.0,2.0,1628.0,4865376.0,2672913.0,154709.0,2014339.0,0.057728,0.087278,517770.0,415281.0,101535.0,954.0,9384455.0,1872775.0,0.0,311535.0,437819.0,22282489.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9384455.0,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.009047,0.05788029763782061,0.07293699779174516,415281.0,101535.0,954.0,0.057728,0.087278,0.006318,0.9912100243127052,0.076021488447386,1.17,1.0,1.009912100243127,stage3,sdist16,0.0054,1.17,s16_dist32_addr16,0.0054,1.6753703703703702,stage3: s32_dist32_addr16
spmv,l1d,ddr4_2x,Next-line,deg16,1.6539305301645337,0.00547,0.39878449219425083,0.15670047106308801,3418090.0,167080.0,2628956.0,0.048881,0.096273,0.7691301282295083,0.7082947041755961,607855.0,0.1778346971554289,19079309.0,0.6646543191623994,311639.0,0.010856378885076548,5508387.0,0.1918923379860356,820447.0,372823.0,2.200634,,,,,,,,,,,spmv_nextline_deg16_l1d_ddr4_2x,nextline,5470351173.0,11279576.0,11329125.0,16427481.0,0.688089,1924455.0,4825802.0,686163.0,4378819.0,31098177354.0,16159.472346,43895245674.0,63972.038239,820447.0,372823.0,2.200634,0.0,0.0,,356047.0,1568408.0,0.325005,15088.855596,,686163.0,0.1567,63639.038724,,,,,,,,,4767008.0,22.806787,53.770872,12195.0,2.0,1596.0,4867485.0,3418090.0,167080.0,2628956.0,0.048881,0.096273,607855.0,521399.0,85111.0,1345.0,28705612.0,5508387.0,0.0,311639.0,19079309.0,4758980.0,275184.0,,,,,,,,,,,,,,,,,,,,,,,,,28705612.0,nextline\nextline_results_vs_nopf.csv,0.009047,0.04888110026359751,0.07988391301125729,521399.0,85111.0,1345.0,0.048881,0.096273,,,,,,,,,,,,,,
spmv,l1d,ddr4_2x,Stride,deg32_dist1,1.592781690140845,0.00568,0.34861756350812695,0.2712692689876359,4321198.0,163543.0,307488.0,0.037847,0.095972,0.07115804459781755,0.8952906059706373,3850185.0,0.890999440432954,326315.0,0.07014298795822997,3.0,6.448645139656158e-07,4482.0,0.00096342758386463,455864.0,100013.0,4.558047,,,,,,,,,,,spmv_stride_deg32_dist1_l1d_ddr4_2x,stride,5680147500.0,11279576.0,11329125.0,17057500.0,0.662674,1682633.0,4826587.0,545717.0,2011717.0,31430205666.0,18679.180585,36129347120.0,66205.280612,455864.0,100013.0,4.558047,0.0,0.0,,142107.0,1540526.0,0.319175,17647.255805,,545717.0,0.271269,65872.281223,,,,,,,,,4767008.0,22.320012,60.598723,22310.0,2.0,1696.0,4862482.0,4321198.0,163543.0,307488.0,0.037847,0.095972,3850185.0,3711907.0,134926.0,3352.0,4652140.0,4482.0,0.0,3.0,326315.0,1745844.0,1458707.0,,,,,,,,,,,,,,,,,,,,,,,,,4652140.0,stride\stride_results_vs_nopf.csv,0.009047,0.037846680480737055,0.08858472864992287,3711907.0,134926.0,3352.0,0.037847,0.095972,,,,,,,,,,,,,,
spmv,l2,ddr4_1x,No prefetch,none,1.0,0.010599,0.8623110735313319,0.30999615128931807,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spmv,l2,ddr4_1x,IMP,s32_sth2_pt8,1.7738912133891214,0.005975,0.4677975974453178,0.20358107991959848,362291.0,208368.0,16873.0,0.5751398737478988,0.3776041289125361,0.046573058673828494,0.2147503931458365,159749.0,0.43608187198357756,914.0,0.0024617937156924535,155.0,0.0004174814288099894,601.0,0.0016187505723535718,98358.0,3181.0,30.920465,6.52,57.43,0.0,0.0,5791936922.0,0.2875837707479809,29687.99,47179.99,2136103665.9748013,13219392.0,spmv_imp3_s32_sth2_pt8_l2_ddr4_1x,imp,5975283402.0,11279576.0,11329125.0,17943794.0,0.629943,2258306.0,4827528.0,343448.0,1687033.0,54605654685.0,22866.4023,22883421064.0,64638.050143,60570.0,11250.0,5.384,98358.0,3181.0,30.920465,701281.0,1686749.0,0.349395,17800.615528,2208.0,351816.0,0.208554,64531.130622,5774738718.692051,17208544.53908716,5774728377.0,17208545.0,19207.0,5774.68701,16.691461,3332.0,4767008.0,36.1319,85.237215,81887.0,2.0,1884.0,4862094.0,,,,,,,,,,,,,,,,,362291.0,208368.0,16873.0,0.523465,0.352775,159749.0,140108.0,19637.0,4.0,371274.0,601.0,0.0,155.0,914.0,5288534.0,0.0,,,,,13219392.0,2136103665.9748013,206553.0,63894.29,371274.0,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.010599,0.5751398737478988,0.3776041289125361,140108.0,19637.0,4.0,0.523465,0.352775,0.006899,3.531380753138058,0.0803046799102207,1.1152602651147754,1.0004849660523765,1.0353138075313806,stage3,sdist16,0.006189,1.1147196639198578,s16_pt8_sth8,0.006186,1.7133850630455871,stage3: s32_sth2_pt8
spmv,l2,ddr4_1x,Next-line,default,1.3842235862609378,0.007657,0.456303572541942,0.17791887033229392,1151090.0,290540.0,41283.0,0.252404,0.512871,0.03586426778097282,0.68226851064309,794847.0,0.6905168144975632,1316.0,0.001140907246668308,616.0,0.0005340416899298463,113.0,9.796543987349454e-05,13349.0,903.0,14.782946,7.69,57.47,0.0,0.0,5297849055.0,0.26305110511535496,50127.76,67619.76,2976922511.93779,22794944.0,spmv_nextline_default_l2_ddr4_1x,nextline,7657217784.0,11279576.0,11329125.0,22994648.0,0.491574,2202889.0,4827683.0,300176.0,1687151.0,39744938943.0,18042.188664,25874038593.0,86196.226857,19854.0,3582.0,5.542714,13349.0,903.0,14.782946,515925.0,1686964.0,0.349436,19488.354191,24219.0,275957.0,0.163564,91151.218784,5283949489.401123,13907923.6093463,5283941131.0,13907924.0,19207.0,5283.907699,13.38972,3332.0,4767008.0,26.835726,76.754092,76737.0,2.0,1785.0,4862746.0,,,,,,,,,,,,,,,,,1151090.0,290540.0,41283.0,0.252404,0.512871,794847.0,654908.0,139906.0,33.0,1153468.0,113.0,0.0,616.0,1316.0,27964.0,14285.0,,,,,22794944.0,2976922511.93779,356171.0,70458.06,1153468.0,nextline\nextline_results_vs_nopf.csv,0.010599,0.2524042429349573,0.49184379634206626,654908.0,139906.0,33.0,0.252404,0.512871,,,,,,,,,,,,,,
spmv,l2,ddr4_1x,Stride,deg32_dist1,1.6191567369385886,0.006546,0.44995232430163856,0.20901053105817424,4516563.0,192429.0,10995.0,0.042605,0.353073,0.002434373216979371,2.677409946559252,4313102.0,0.954952250195558,125215.0,0.026974939792985677,0.0,0.0,117.0,2.520519071819929e-05,318187.0,10297.0,30.900942,6.81,57.43,0.0,0.0,5452409361.0,0.2707254006413658,42295.25,59787.25,1989145945.0794995,13021504.0,spmv_stride_deg32_dist1_l2_ddr4_1x,stride,6546278835.0,11279576.0,11329125.0,19658495.0,0.574997,2172103.0,4827407.0,352583.0,1686915.0,42432287571.0,19535.117612,25398836914.0,72036.476274,25592.0,3234.0,7.91342,318187.0,10297.0,30.900942,485373.0,1686730.0,0.349407,19218.9272,1991.0,352583.0,0.209011,71703.477218,5436190070.263024,16229067.33394591,5436180294.0,16229067.0,19207.0,5436.150964,15.662028,3332.0,4767008.0,28.518001,79.53153,92658.0,2.0,1946.0,4862067.0,,,,,,,,,,,,,,,,,4516563.0,192429.0,10995.0,0.042605,0.353073,4313102.0,4176534.0,136561.0,7.0,4641901.0,117.0,0.0,0.0,125215.0,1745779.0,1736158.0,,,,,13021504.0,1989145945.0794995,203461.0,86208.95,4641901.0,stride\stride_results_vs_nopf.csv,0.010599,0.042605184517519185,0.3530729598614342,4176534.0,136561.0,7.0,0.042605,0.353073,,,,,,,,,,,,,,
spmv,l2,ddr4_2x,No prefetch,none,1.0,0.009047,0.8653077407090849,0.3100053312901663,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spmv,l2,ddr4_2x,IMP,s32_sth2_dist32_ipd16,1.7056938159879336,0.005304,0.4677728937425428,0.20429205003360945,378169.0,207279.0,16856.0,0.5481120874529641,0.375556461475744,0.044572664602333875,0.22416311307590991,166592.0,0.4464238818768926,705.0,0.0018661901925749453,146.0,0.0003864734299516908,495.0,0.0013103037522334722,73392.0,2948.0,24.895522,,,,,,,,,,,spmv_imp3_s32_sth2_dist32_ipd16_l2_ddr4_2x,imp,5304447909.0,11279581.0,11329125.0,15929273.0,0.70961,2258183.0,4827520.0,344646.0,1687026.0,46303365951.0,19374.247242,20054277123.0,56546.831157,55138.0,11353.0,4.85669,73392.0,2948.0,24.895522,703116.0,1686828.0,0.349399,16118.834334,2686.0,351963.0,0.208631,56440.626557,,,,,,,,,4767008.0,30.941119,69.466628,16916.0,2.0,1586.0,4862277.0,,,,,,,,,,,,,,,,,378169.0,207279.0,16856.0,0.512429,0.35204,166592.0,144704.0,21888.0,0.0,377775.0,495.0,0.0,146.0,705.0,5292113.0,0.0,,,,,,,,,377775.0,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.009047,0.5481120874529641,0.375556461475744,144704.0,21888.0,0.0,0.512429,0.35204,0.006431,5.203619909502266,0.0799686307314267,1.1525089605734768,1.0,1.0520361990950229,stage3,sdist16,0.00558,1.1525089605734768,aggr_s16_sth2_d32_ipd16_addr16,0.00558,1.6213261648745518,stage3: s32_sth2_dist32_ipd16
spmv,l2,ddr4_2x,Next-line,deg32,1.397867737948084,0.006472,0.46632748350769176,0.12845112796215272,11898254.0,649439.0,465352.0,0.054583,0.762661,0.03911094854757681,7.052062527189987,10768264.0,0.9050289227310159,6721088.0,0.3436382206184732,58801.0,0.0030063988167669943,824228.0,0.04214142759385429,716863.0,25634.0,27.965319,,,,,,,,,,,spmv_nextline_deg32_l2_ddr4_2x,nextline,6472430091.0,11279576.0,11329125.0,19436727.0,0.581557,2251645.0,4828463.0,216723.0,1687202.0,32211300456.0,14305.674498,16227539790.0,74876.869506,26514.0,3641.0,7.282065,716863.0,25634.0,27.965319,564637.0,1687008.0,0.349388,14631.33199,14618.0,202105.0,0.119787,76123.980871,,,,,,,,,4767008.0,22.120624,63.555468,37424.0,2.0,1667.0,4864910.0,,,,,,,,,,,,,,,,,11898254.0,649439.0,465352.0,0.054583,0.762661,10768264.0,10620730.0,145550.0,1984.0,19558616.0,824228.0,0.0,58801.0,6721088.0,8158568.0,6672151.0,,,,,,,,,19558616.0,nextline\nextline_results_vs_nopf.csv,0.009047,0.054582714404987485,0.7497893003849164,10620730.0,145550.0,1984.0,0.054583,0.762661,,,,,,,,,,,,,,
