run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
merge_nextline_deg4_l1d_ddr4_1x,merge,nextline,deg4,l1d,ddr4_1x,0.009814,9813850659.0,37918841.0,29471023.0,1.28665,558619.0,10925125.0,72468.0,206346.0,1589994.0,111054.0,2253.0,,,,0.011631,1.1851436723048707,1589994.0,111054.0,2253.0,0.0698455465869682,0.0014169864791942,0.0511315888834223,0.3511965339769126,next-line: deg4
merge_nextline_deg32_l1d_ddr4_1x,merge,nextline,deg32,l1d,ddr4_1x,0.009816,9815724117.0,37918841.0,29476649.0,1.286404,586838.0,10925066.0,73778.0,227423.0,7498052.0,116406.0,12487.0,,,,0.011631,1.1849022004889975,7498052.0,116406.0,12487.0,0.0155248323164469,0.0016653658843656,0.0537148242399634,0.3244087009669206,next-line: deg32
merge_nextline_deg16_l1d_ddr4_1x,merge,nextline,deg16,l1d,ddr4_1x,0.009816,9815895612.0,37918841.0,29477164.0,1.286382,573538.0,10925243.0,73368.0,218213.0,5421794.0,113679.0,8423.0,,,,0.011631,1.1849022004889975,5421794.0,113679.0,8423.0,0.020967045225252,0.0015535448229866,0.0524965897783692,0.3362219482798916,next-line: deg16
merge_nextline_deg8_l1d_ddr4_1x,merge,nextline,deg8,l1d,ddr4_1x,0.009818,9818179326.0,37918841.0,29484022.0,1.286082,559215.0,10926874.0,72797.0,210506.0,2729045.0,112393.0,4542.0,,,,0.011631,1.1846608270523529,2729045.0,112393.0,4542.0,0.041184003928114,0.0016643184703806,0.0511779489724142,0.3458191215452291,next-line: deg8
merge_nextline_default_l1d_ddr4_1x,merge,nextline,default,l1d,ddr4_1x,0.009834,9834328494.0,37918843.0,29532518.0,1.283971,561356.0,10928378.0,72281.0,204276.0,853038.0,109520.0,1199.0,,,,0.011631,1.1827333740085415,853038.0,109520.0,1199.0,0.1283881843481767,0.001405564582117,0.0513668176558314,0.3538399028765004,next-line: default
merge_nextline_deg1_l1d_ddr4_1x,merge,nextline,deg1,l1d,ddr4_1x,0.00988,9879570540.0,37918841.0,29668380.0,1.278091,590530.0,10937349.0,72190.0,202823.0,475530.0,104597.0,573.0,,,,0.011631,1.1772267206477731,475530.0,104597.0,573.0,0.2199587828317876,0.0012049712951864,0.0539920596846639,0.3559261030553734,next-line: deg1
merge_nopf_ddr4_1x,merge,none,none,l1d,ddr4_1x,0.011631,,,,,,,,,,,,,,,0.011631,1.0,0.0,0.0,0.0,,,,,No prefetch baseline
