run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,nopf_simSeconds,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,label
bfs_nextline_deg1_l2_ddr4_1x,bfs,nextline,deg1,l2,ddr4_1x,0.024144,24144054111.0,30729211.0,72504667.0,0.423824,6741970.0,11505483.0,1420245.0,3524039.0,,,,1645588.0,278485.0,783983.0,0.02764,1.1447978793903248,1645588.0,278485.0,783983.0,0.1692313021242255,0.4764151172711517,0.585978876332267,0.4030162549279392,next-line: deg1
bfs_nextline_deg32_l2_ddr4_1x,bfs,nextline,deg32,l2,ddr4_1x,0.026243,26242863534.0,30729211.0,78807398.0,0.389928,6547379.0,11508867.0,1321578.0,3522678.0,,,,10556828.0,590579.0,2579215.0,0.02764,1.0532332431505544,10556828.0,590579.0,2579215.0,0.0559428457108517,0.2443172324110992,0.5688986587472077,0.3751628732458658,next-line: deg32
bfs_nextline_deg16_l2_ddr4_1x,bfs,nextline,deg16,l2,ddr4_1x,0.026315,26315215776.0,30729211.0,79024672.0,0.388856,6604593.0,11511624.0,1342287.0,3523274.0,,,,9259383.0,589670.0,2731058.0,0.02764,1.0503515105453165,9259383.0,589670.0,2731058.0,0.0636835089335866,0.294950322283893,0.57373251593346,0.38097718201877,next-line: deg16
bfs_nextline_deg8_l2_ddr4_1x,bfs,nextline,deg8,l2,ddr4_1x,0.026743,26743076820.0,30729211.0,80309540.0,0.382635,6633585.0,11516410.0,1354027.0,3523148.0,,,,7563020.0,588720.0,2802331.0,0.02764,1.033541487492054,7563020.0,588720.0,2802331.0,0.0778419202911006,0.3705306874766958,0.5760115348446261,0.3843230542685121,next-line: deg8
bfs_nextline_deg4_l2_ddr4_1x,bfs,nextline,deg4,l2,ddr4_1x,0.027062,27061750494.0,30729211.0,81266518.0,0.378129,6630274.0,11509161.0,1359174.0,3523350.0,,,,5717185.0,561793.0,2418924.0,0.02764,1.0213583622792108,5717185.0,561793.0,2418924.0,0.0982639183444299,0.4230970311438234,0.5760866495828845,0.3857618459704542,next-line: deg4
bfs_nopf_ddr4_1x,bfs,none,none,l2,ddr4_1x,0.02764,,,,,,,,,,,,,,,0.02764,1.0,0.0,0.0,0.0,,,,,No prefetch baseline
